sitio,fecha,tra.par,no.esp.p,codigo.p,no.ind,no.flores.ind.1,no.flores.ind.2,no.flores.ind.3,no.flores.ind.4,no.flores.ind.5,no.flores.ind.6,no.flores.ind.7,no.flores.ind.8,no.flores.ind.9,no.flores.ind.10,no.flores.ind.11,no.flores.ind.12,no.flores.ind.13,no.flores.ind.14,flores.herb,flores.tot,observador,comentarios
V1,2010-11-10,P2,p0006,men.dec,42,5,1,1,3,2,.,.,.,.,.,.,.,.,.,.,100.8,Nydia,
V1,2010-11-10,P2,p0009,sen.aph,17,26,11,17,8,230,.,.,.,.,.,.,.,.,.,.,992.8,Nydia,
V1,2010-11-10,P2,p0009,sen.aph,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,Nydia,
V1,2010-11-10,P2,p0025,thy.pen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,24,24,Nydia,
V1,2010-11-10,P2,p0034,lar.div,3,14,105,73.5,.,.,.,.,.,.,.,.,.,.,.,.,192.5,Nydia,
V1,2010-11-10,P2,p0038,pro.fle,2,1980,55000,.,.,.,.,.,.,.,.,.,.,.,.,.,56980,Nydia,
V1,2010-11-10,P2,p0038,pro.fle,4,400,3400,400,2000,.,.,.,.,.,.,.,.,.,.,.,6200,Nydia,
V1,2010-11-10,P5,.,Nada,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Nydia,
V1,2010-11-10,P5,p0003,zuc.pun,1,170,.,.,.,.,.,.,.,.,.,.,.,.,.,.,170,Nydia,
V1,2010-11-10,P5,p0006,men.dec,11,1,1,2,7,1,.,.,.,.,.,.,.,.,.,.,26.4,Nydia,
V1,2010-11-10,P5,p0034,lar.div,12,120,7000,2000,2500,700,.,.,.,.,.,.,.,.,.,.,29568,Nydia,
V1,2010-11-10,P6,p0003,zuc.pun,7,140,60,4,600,42,.,.,.,.,.,.,.,.,.,.,1184.4,Nydia,
V1,2010-11-10,P6,p0003,zuc.pun,4,25,3,7,60,.,.,.,.,.,.,.,.,.,.,.,95,Nydia,
V1,2010-11-10,P6,p0006,men.dec,132,7,38,2,4,2,.,.,.,.,.,.,.,.,.,.,1399.2,Nydia,
V1,2010-11-10,P6,p0009,sen.aph,3,22,78,90,.,.,.,.,.,.,.,.,.,.,.,.,190,Nydia,
V1,2010-11-10,P6,p0009,sen.aph,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Nydia,
V1,2010-11-10,P6,p0038,pro.fle,3,1300,6000,14400,.,.,.,.,.,.,.,.,.,.,.,.,21700,Nydia,
V1,2010-11-10,P6,p0051,mon.aph,1,520,.,.,.,.,.,.,.,.,.,.,.,.,.,.,520,Nydia,
V1,2010-11-10,T1,p0003,zuc.pun,2,35,150,.,.,.,.,.,.,.,.,.,.,.,.,.,185,Nydia,
V1,2010-11-10,T1,p0003,zuc.pun,2,3,14,.,.,.,.,.,.,.,.,.,.,.,.,.,17,Nydia,
V1,2010-11-10,T1,p0006,men.dec,173,17,15,7,4,36,.,.,.,.,.,.,.,.,.,.,2733.4,Nydia,
V1,2010-11-10,T1,p0009,sen.aph,13,705,2,10,21,3,.,.,.,.,.,.,.,.,.,.,1926.6,Nydia,
V1,2010-11-10,T1,p0051,mon.aph,2,15,47,.,.,.,.,.,.,.,.,.,.,.,.,.,62,Nydia,
V1,2010-11-10,T2,p0034,lar.div,1,32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,32,Nydia,
V4,2010-11-10,P1,p0003,zuc.pun,5,11.25,380,24,10,1,.,.,.,.,.,.,.,.,.,.,426.25,Nydia,
V4,2010-11-10,P1,p0003,zuc.pun,1,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,Nydia,
V4,2010-11-10,P1,p0019,aca.ser,98,12,5,25,8,6,.,.,.,.,.,.,.,.,.,.,1097.6,Nydia,
V4,2010-11-10,P1,p0025,thy.pen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22,22,Nydia,
V4,2010-11-10,P1,p0034,lar.div,24,25,60,119,14,23,.,.,.,.,.,.,.,.,.,.,1156.8,Nydia,
V4,2010-11-10,P1,p0054,sph.min,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2,Nydia,
V4,2010-11-10,P2,p0006,men.dec,31,9,17,2,2,7,.,.,.,.,.,.,.,.,.,.,229.4,Nydia,
V4,2010-11-10,P2,p0019,aca.ser,58,2400,15,6,12,48,.,.,.,.,.,.,.,.,.,.,28779.6,Nydia,
V4,2010-11-10,P2,p0021,sch.fas,1,240,.,.,.,.,.,.,.,.,.,.,.,.,.,.,240,Nydia,
V4,2010-11-10,P2,p0025,thy.pen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2,Nydia,
V4,2010-11-10,P2,p0034,lar.div,9,34,86,14,1025,9.8,.,.,.,.,.,.,.,.,.,.,2103.84,Nydia,
V4,2010-11-10,P2,p0037,opu.sul,2,2,1,.,.,.,.,.,.,.,.,.,.,.,.,.,3,Nydia,
V4,2010-11-10,P2,p0054,sph.min,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,10,Nydia,
V4,2010-11-10,P2,p0072,pla.pat,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,3,Nydia,espigas
V4,2010-11-10,P5,p0003,zuc.pun,3,36,185,2000,.,.,.,.,.,.,.,.,.,.,.,.,2221,Nydia,
V4,2010-11-10,P5,p0003,zuc.pun,1,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,Nydia,
V4,2010-11-10,P5,p0004,hel.don,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Nydia,
V4,2010-11-10,P5,p0006,men.dec,35,14,5,27,9,12,.,.,.,.,.,.,.,.,.,.,469,Nydia,
V4,2010-11-10,P5,p0019,aca.ser,4,47,19,34,3,.,.,.,.,.,.,.,.,.,.,.,103,Nydia,
V4,2010-11-10,P5,p0034,lar.div,14,19,1000,15,600,105,.,.,.,.,.,.,.,.,.,.,4869.2,Nydia,
V4,2010-11-10,P6,p0003,zuc.pun,11,620,4,12.5,570,470,.,.,.,.,.,.,.,.,.,.,3688.3,Nydia,
V4,2010-11-10,P6,p0003,zuc.pun,1,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,Nydia,
V4,2010-11-10,P6,p0006,men.dec,147,12,3,2,13,5,.,.,.,.,.,.,.,.,.,.,1029,Nydia,
V4,2010-11-10,P6,p0019,aca.ser,64,2,43,20,5,70,.,.,.,.,.,.,.,.,.,.,1792,Nydia,
V4,2010-11-10,P6,p0025,thy.pen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,5,Nydia,
V4,2010-11-10,P6,p0034,lar.div,1,18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,Nydia,
V4,2010-11-10,P6,p0037,opu.sul,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Nydia,
V4,2010-11-10,P6,p0050,hys.jas,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37,37,Nydia,
V4,2010-11-10,T1,p0006,men.dec,27,5,20,64,23,5,.,.,.,.,.,.,.,.,.,.,631.8,Nydia,
V4,2010-11-10,T1,p0019,aca.ser,20,5,70,50,40,20,.,.,.,.,.,.,.,.,.,.,740,Nydia,
V4,2010-11-10,T1,p0025,thy.pen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,3,Nydia,
V4,2010-11-10,T1,p0034,lar.div,19,90,15,200,260,23,.,.,.,.,.,.,.,.,.,.,2234.4,Nydia,
V4,2010-11-10,T1,p0037,opu.sul,4,1,1,1,2,.,.,.,.,.,.,.,.,.,.,.,5,Nydia,
V4,2010-11-10,T2,p0004,hel.don,1,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,Nydia,
V4,2010-11-10,T2,p0006,men.dec,113,2,3,16,9,2,.,.,.,.,.,.,.,.,.,.,723.2,Nydia,
V4,2010-11-10,T2,p0019,aca.ser,49,5,7,3,8,2,.,.,.,.,.,.,.,.,.,.,245,Nydia,
V4,2010-11-10,T2,p0025,thy.pen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,4,Nydia,
V4,2010-11-10,T2,p0034,lar.div,17,1800,1,9,13,35.25,.,.,.,.,.,.,.,.,.,.,6318.05,Nydia,
V4,2010-11-10,T2,p0037,opu.sul,2,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,2,Nydia,
V4,2010-11-10,T2,p0047,dyp.gla,1,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,Nydia,
V4,2010-11-10,T2,p0050,hys.jas,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,4,Nydia,
V4,2010-11-10,T2,p0101,hof.er2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,8,Nydia,
V1,2010-11-19,P1,p0034,lar.div,8,300,50,50,20,250,750,300,100,.,.,.,.,.,.,.,1820,Diego,
V1,2010-11-19,P1,p0037,opu.sul,2,3,3,.,.,.,.,.,.,.,.,.,.,.,.,.,6,Diego,
V1,2010-11-19,P2,p0003,zuc.pun,3,25,500,300,.,.,.,.,.,.,.,.,.,.,.,.,825,Diego,
V1,2010-11-19,P2,p0003,zuc.pun,2,16.5,34,.,.,.,.,.,.,.,.,.,.,.,.,.,50.5,Silvia ,
V1,2010-11-19,P2,p0004,hel.don,2,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,3,Diego,
V1,2010-11-19,P2,p0004,hel.don,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,Silvia ,
V1,2010-11-19,P2,p0006,men.dec,10,2,1,6,1,2,5,4,4,6,2,.,.,.,.,.,33,Diego,
V1,2010-11-19,P2,p0006,men.dec,35,15,8,3,4,6,18,.,.,.,.,.,.,.,.,.,315,Silvia ,
V1,2010-11-19,P2,p0009,sen.aph,10,50,10,25,35,70,50,150,15,15,5,50,.,.,.,.,431.82,Diego,
V1,2010-11-19,P2,p0009,sen.aph,1,84,.,.,.,.,.,.,.,.,.,.,.,.,.,.,84,Silvia ,
V1,2010-11-19,P2,p0034,lar.div,3,10,250,90,.,.,.,.,.,.,.,.,.,.,.,.,350,Diego,
V1,2010-11-19,P2,p0034,lar.div,12,125,4.25,15,33,54,.,.,.,.,.,.,.,.,.,.,555,Silvia ,
V1,2010-11-19,P2,p0038,pro.fle,3,200,25,10,.,.,.,.,.,.,.,.,.,.,.,.,235,Diego,inflorescencias
V1,2010-11-19,P2,p0038,pro.fle,1,300,.,.,.,.,.,.,.,.,.,.,.,.,.,.,300,Silvia ,
V1,2010-11-19,P5,p0003,zuc.pun,1,70,.,.,.,.,.,.,.,.,.,.,.,.,.,.,70,Silvia ,
V1,2010-11-19,P5,p0034,lar.div,8,12,30,56,7.5,11.22,12,.,.,.,.,.,.,.,.,.,171.63,Silvia ,
V1,2010-11-19,P5,p0037,opu.sul,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,Silvia ,Revisar numero de flores a partir de promedios
V1,2010-11-19,P6,p0003,zuc.pun,6,300,30,60,50,31,.,.,.,.,.,.,.,.,.,.,565.2,Silvia ,
V1,2010-11-19,P6,p0006,men.dec,79,7,10,3,2,2,.,.,.,.,.,.,.,.,.,.,379.2,Silvia ,
V1,2010-11-19,P6,p0009,sen.aph,3,42.5,29.7,41,.,.,.,.,.,.,.,.,.,.,.,.,113.2,Silvia ,
V1,2010-11-19,P6,p0034,lar.div,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Silvia ,
V1,2010-11-19,P6,p0038,pro.fle,3,2000,5000,300,.,.,.,.,.,.,.,.,.,.,.,.,7300,Silvia ,
V1,2010-11-19,P6,p0051,mon.aph,1,70,.,.,.,.,.,.,.,.,.,.,.,.,.,.,70,Silvia ,
V1,2010-11-19,T1,p0003,zuc.pun,1,300,.,.,.,.,.,.,.,.,.,.,.,.,.,.,300,Diego,
V1,2010-11-19,T1,p0006,men.dec,35,4,4,1,1,1,1,1,1,5,12,.,.,.,.,.,108.5,Diego,
V1,2010-11-19,T1,p0009,sen.aph,4,40,25,175,150,200,.,.,.,.,.,.,.,.,.,.,472,Diego,
V1,2010-11-19,T1,p0034,lar.div,1,30,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30,Diego,
V18,2010-11-19,P1,p0003,zuc.pun,7,150,40,200,50,100,200,600,.,.,.,.,.,.,.,.,1340,Diego,
V18,2010-11-19,P1,p0034,lar.div,1,50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,Diego,
V18,2010-11-19,P2,p0003,zuc.pun,7,100,200,200,200,100,200,100,.,.,.,.,.,.,.,.,1100,Diego,
V18,2010-11-19,P2,p0034,lar.div,3,10,100,150,.,.,.,.,.,.,.,.,.,.,.,.,260,Diego,
V18,2010-11-19,P5,p0003,zuc.pun,4,100,800,100,1000,.,.,.,.,.,.,.,.,.,.,.,2000,Diego,
V18,2010-11-19,P5,p0006,men.dec,2,3,7,.,.,.,.,.,.,.,.,.,.,.,.,.,10,Diego,
V18,2010-11-19,P5,p0034,lar.div,4,25,100,20,20,.,.,.,.,.,.,.,.,.,.,.,165,Diego,
V18,2010-11-19,P5,p0037,opu.sul,2,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,3,Diego,
V18,2010-11-19,P6,p0003,zuc.pun,2,200,1000,.,.,.,.,.,.,.,.,.,.,.,.,.,1200,Diego,
V18,2010-11-19,P6,p0034,lar.div,5,100,300,50,40,300,.,.,.,.,.,.,.,.,.,.,790,Diego,
V18,2010-11-19,P6,p0038,pro.fle,1,400,.,.,.,.,.,.,.,.,.,.,.,.,.,.,400,Diego,inflorescencias
V18,2010-11-19,T1,p0003,zuc.pun,8,150,50,250,1000,200,200,150,150,.,.,.,.,.,.,.,2150,Diego,
V18,2010-11-19,T1,p0006,men.dec,17,4,1,1,2,2,5,2,2,2,1,.,.,.,.,.,37.4,Diego,
V18,2010-11-19,T1,p0037,opu.sul,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Diego,
V18,2010-11-19,T2,p0003,zuc.pun,15,25,50,50,200,150,150,150,50,200,50,10,.,.,.,.,1479.55,Diego,
V4,2010-11-19,P1,p0003,zuc.pun,2,35,150,.,.,.,.,.,.,.,.,.,.,.,.,.,185,Diego,
V4,2010-11-19,P1,p0004,hel.don,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,Diego,
V4,2010-11-19,P1,p0025,thy.pen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,5,Diego,
V4,2010-11-19,P1,p0034,lar.div,10,300,100,10,900,400,25,100,5,5,20,.,.,.,.,.,1865,Diego,
V4,2010-11-19,P1,p0037,opu.sul,5,1,2,1,2,11,.,.,.,.,.,.,.,.,.,.,17,Diego,
V4,2010-11-19,P1,p0061,phi.gil,1,90,.,.,.,.,.,.,.,.,.,.,.,.,.,.,90,Diego,
V4,2010-11-19,P2,p0006,men.dec,8,4,5,4,3,12,6,2,18,8,.,.,.,.,.,.,55.11,Diego,
V4,2010-11-19,P2,p0034,lar.div,7,90,50,10,50,300,120,100,.,.,.,.,.,.,.,.,720,Diego,
V4,2010-11-19,P2,p0037,opu.sul,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Diego,
V4,2010-11-19,P2,p0038,pro.fle,1,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,Diego,inflorescencias
V4,2010-11-19,P5,p0003,zuc.pun,2,50,50,.,.,.,.,.,.,.,.,.,.,.,.,.,100,Diego,
V4,2010-11-19,P5,p0004,hel.don,3,2,2,1,.,.,.,.,.,.,.,.,.,.,.,.,5,Diego,
V4,2010-11-19,P5,p0006,men.dec,14,2,10,2,6,.,.,.,.,.,.,.,.,.,.,.,70,Diego,
V4,2010-11-19,P5,p0034,lar.div,6,500,100,100,200,400,100,.,.,.,.,.,.,.,.,.,1400,Diego,
V4,2010-11-19,P5,p0037,opu.sul,6,4,1,1,2,11,8,.,.,.,.,.,.,.,.,.,27,Diego,
V4,2010-11-19,P6,p0003,zuc.pun,8,500,50,250,25,500,100,100,50,.,.,.,.,.,.,.,1575,Diego,
V4,2010-11-19,P6,p0004,hel.don,3,1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,3,Diego,
V4,2010-11-19,P6,p0006,men.dec,56,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,313.6,Diego,Revisar numero de flores a partir de promedios
V4,2010-11-19,P6,p0037,opu.sul,2,6,2,.,.,.,.,.,.,.,.,.,.,.,.,.,8,Diego,
V4,2010-11-19,T1,p0006,men.dec,17,3,4,10,6,15,19,3,7,3,4,.,.,.,.,.,125.8,Diego,
V4,2010-11-19,T1,p0034,lar.div,11,50,175,100,100,25,166.67,75,25,75,12.5,50,.,.,.,.,854.17,Diego,
V4,2010-11-19,T1,p0037,opu.sul,5,2,3,7,2,1,.,.,.,.,.,.,.,.,.,.,15,Diego,
V4,2010-11-19,T2,p0006,men.dec,60,3,3,2,14,9,4,1,9,5,6,.,.,.,.,.,336,Diego,
V4,2010-11-19,T2,p0019,aca.ser,2,100,100,.,.,.,.,.,.,.,.,.,.,.,.,.,200,Diego,
V4,2010-11-19,T2,p0034,lar.div,9,600,40,50,1,200,.,.,.,.,.,.,.,.,.,.,1603.8,Diego,
V4,2010-11-19,T2,p0037,opu.sul,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Diego,
V4,2010-11-19,T2,p0048,fab.pec,1,75,.,.,.,.,.,.,.,.,.,.,.,.,.,.,75,Diego,
V1,2010-11-26,P1,p0034,lar.div,5,3,160,6,540,.,.,.,.,.,.,.,.,.,.,.,886.25,Nydia y Georgina,
V1,2010-11-26,P1,p0037,opu.sul,2,5,3,.,.,.,.,.,.,.,.,.,.,.,.,.,8,Nydia y Georgina,
V1,2010-11-26,P2,p0003,zuc.pun,2,58,22,.,.,.,.,.,.,.,.,.,.,.,.,.,80,Nydia y Georgina,
V1,2010-11-26,P2,p0004,hel.don,3,1,3,1,.,.,.,.,.,.,.,.,.,.,.,.,5,Nydia y Georgina,
V1,2010-11-26,P2,p0006,men.dec,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Nydia y Georgina,
V1,2010-11-26,P2,p0009,sen.aph,11,3,27,6,9,5,.,.,.,.,.,.,.,.,.,.,110,Nydia y Georgina,
V1,2010-11-26,P2,p0034,lar.div,2,1,112,.,.,.,.,.,.,.,.,.,.,.,.,.,113,Nydia y Georgina,
V1,2010-11-26,P2,p0038,pro.fle,3,3000,4400,120000,.,.,.,.,.,.,.,.,.,.,.,.,127400,Nydia y Georgina,
V1,2010-11-26,P5,p0034,lar.div,8,5,150,7,2,3,.,.,.,.,.,.,.,.,.,.,267.2,Nydia y Georgina,
V1,2010-11-26,P5,p0037,opu.sul,4,11,4,2,3,.,.,.,.,.,.,.,.,.,.,.,20,Nydia y Georgina,
V1,2010-11-26,P6,p0003,zuc.pun,7,29,13,20,9,50,.,.,.,.,.,.,.,.,.,.,169.4,Nydia y Georgina,
V1,2010-11-26,P6,p0006,men.dec,34,4,6,1,1,9,.,.,.,.,.,.,.,.,.,.,142.8,Nydia y Georgina,
V1,2010-11-26,P6,p0009,sen.aph,3,2,22,62,.,.,.,.,.,.,.,.,.,.,.,.,86,Nydia y Georgina,
V1,2010-11-26,P6,p0038,pro.fle,3,1100000,12650,77000,.,.,.,.,.,.,.,.,.,.,.,.,1189650,Nydia y Georgina,
V1,2010-11-26,P6,p0051,mon.aph,1,30,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30,Nydia y Georgina,
V1,2010-11-26,T1,p0003,zuc.pun,2,2,140,.,.,.,.,.,.,.,.,.,.,.,.,.,142,Nydia y Georgina,
V1,2010-11-26,T1,p0006,men.dec,14,2,1,2,1,1,.,.,.,.,.,.,.,.,.,.,19.6,Nydia y Georgina,
V1,2010-11-26,T1,p0009,sen.aph,8,37,21,19,29,17,.,.,.,.,.,.,.,.,.,.,196.8,Nydia y Georgina,
V1,2010-11-26,T1,p0051,mon.aph,1,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,Nydia y Georgina,
V1,2010-11-26,T2,p0003,zuc.pun,3,3,30,25,.,.,.,.,.,.,.,.,.,.,.,.,58,Nydia y Georgina,
V1,2010-11-26,T2,p0004,hel.don,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,Nydia y Georgina,
V1,2010-11-26,T2,p0006,men.dec,12,6,5,7,6,16,.,.,.,.,.,.,.,.,.,.,96,Nydia y Georgina,
V1,2010-11-26,T2,p0009,sen.aph,1,861,.,.,.,.,.,.,.,.,.,.,.,.,.,.,861,Nydia y Georgina,
V1,2010-11-26,T2,p0034,lar.div,9,800,26,31,49,5,.,.,.,.,.,.,.,.,.,.,1639.8,Nydia y Georgina,
V18,2010-11-26,P1,p0003,zuc.pun,2,100,200,.,.,.,.,.,.,.,.,.,.,.,.,.,300,Diego,
V18,2010-11-26,P2,p0003,zuc.pun,1,30,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30,Diego,
V18,2010-11-26,P2,p0034,lar.div,1,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,Diego,
V18,2010-11-26,P5,p0003,zuc.pun,3,250,100,600,50,.,.,.,.,.,.,.,.,.,.,.,750,Diego,
V18,2010-11-26,P5,p0037,opu.sul,2,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,2,Diego,
V18,2010-11-26,P6,p0003,zuc.pun,2,50,500,.,.,.,.,.,.,.,.,.,.,.,.,.,550,Diego,
V18,2010-11-26,P6,p0038,pro.fle,1,1000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1000,Diego,inflorescencias
V18,2010-11-26,T1,p0003,zuc.pun,3,200,50,25,.,.,.,.,.,.,.,.,.,.,.,.,275,Diego,
V18,2010-11-26,T1,p0006,men.dec,1,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,Diego,
V18,2010-11-26,T1,p0038,pro.fle,1,60,.,.,.,.,.,.,.,.,.,.,.,.,.,.,60,Diego,
V18,2010-11-26,T2,p0003,zuc.pun,12,15,20,10,25,10,50,50,200,25,60,.,.,.,.,.,558,Diego,
V19,2010-11-26,P1,p0009,sen.aph,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,Diego,
V19,2010-11-26,P2,p0006,men.dec,37,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,296,Diego,Revisar numero de flores a partir de promedios
V19,2010-11-26,P2,p0129,hya.arg,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34.29,Diego,Revisar numero de flores a partir de promedios
V19,2010-11-26,P5,p0006,men.dec,51,5,3,1,2,1,2,1,5,7,10,.,.,.,.,.,188.7,Diego,
V19,2010-11-26,P5,p0037,opu.sul,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Diego,
V19,2010-11-26,P6,p0132,zep.fil,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Diego,
V19,2010-11-26,P6,p0006,men.dec,26,8,3,6,10,4,15,10,.,.,.,.,.,.,.,.,208,Diego,
V19,2010-11-26,P6,p0017,sal.gil,1,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,Diego,
V19,2010-11-26,P6,p0129,hya.arg,7,5,4,4,2,5,1,3,.,.,.,.,.,.,.,.,24,Diego,
V19,2010-11-26,T1,p0006,men.dec,19,1,4,8,5,3,9,3,1,1,2,.,.,.,.,.,70.3,Diego,
V19,2010-11-26,T1,p0069,sen.gil,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Diego,
V19,2010-11-26,T2,p0006,men.dec,4,1,2,1,1,.,.,.,.,.,.,.,.,.,.,.,5,Diego,
V19,2010-11-26,T2,p0009,sen.aph,2,6,5,.,.,.,.,.,.,.,.,.,.,.,.,.,11,Diego,
V19,2010-11-26,T2,p0037,opu.sul,1,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,Diego,
V19,2010-11-26,T2,p0038,pro.fle,1,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,Diego,inflorescencias
V20,2010-11-26,P1,.,bacch.,1,150,.,.,.,.,.,.,.,.,.,.,.,.,.,.,150,Diego,
V20,2010-11-26,P1,p0006,men.dec,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Diego,
V20,2010-11-26,P1,p0040,ros.rub,1,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,Diego,
V20,2010-11-26,P2,.,bacch.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,70,Diego,Revisar numero de flores a partir de promedios
V20,2010-11-26,P5,.,bacch.,1,180,.,.,.,.,.,.,.,.,.,.,.,.,.,.,180,Diego,
V20,2010-11-26,P5,.,bacch.,2,6,12,.,.,.,.,.,.,.,.,.,.,.,.,.,18,Diego,
V20,2010-11-26,P5,p0006,men.dec,3,80,1,9,.,.,.,.,.,.,.,.,.,.,.,.,90,Diego,
V20,2010-11-26,P5,p0015,cer.arv,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30,30,Diego,
V20,2010-11-26,P5,p0004,hel.don,5,3,1,1,1,1,.,.,.,.,.,.,.,.,.,.,7,Diego,
V20,2010-11-26,P5,p0040,ros.rub,1,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,Diego,
V20,2010-11-26,P5,p0010,ste.gil,8,150,15,70,40,40,50,30,.,.,.,.,.,.,.,.,451.43,Diego,
V20,2010-11-26,T1,p0017,sal.gil,1,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,Diego,
V20,2010-11-26,T1,p0040,ros.rub,3,6,6,50,.,.,.,.,.,.,.,.,.,.,.,.,62,Diego,
V20,2010-11-26,T2,.,bacch.,5,30,20,15,20,90,.,.,.,.,.,.,.,.,.,.,175,Diego,
V20,2010-11-26,T2,p0021,sch.fas,2,300,50,.,.,.,.,.,.,.,.,.,.,.,.,.,350,Diego,
V21,2010-11-26,P1,p0006,men.dec,2,9,90,.,.,.,.,.,.,.,.,.,.,.,.,.,99,Diego,
V21,2010-11-26,P1,p0006,men.dec,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,316.8,Diego,Revisar numero de flores a partir de promedios
V21,2010-11-26,P1,p0018,bud.men,1,200,.,.,.,.,.,.,.,.,.,.,.,.,.,.,200,Diego,
V21,2010-11-26,P1,p0047,dyp.gla,5,120,45,80,326,40,.,.,.,.,.,.,.,.,.,.,611,Diego,
V21,2010-11-26,P1,p0098,ant.maj,3,3,2,2,.,.,.,.,.,.,.,.,.,.,.,.,7,Diego,
V21,2010-11-26,P1,p0040,ros.rub,1,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,Diego,
V21,2010-11-26,P1,p0040,ros.rub,1,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,Diego,
V21,2010-11-26,P1,p0069,sen.gil,2,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,3,Diego,
V21,2010-11-26,P5,p0006,men.dec,16,3,12,1,1,2,6,35,4,32,7,.,.,.,.,.,164.8,Diego,
V21,2010-11-26,P5,p0047,dyp.gla,1,60,.,.,.,.,.,.,.,.,.,.,.,.,.,.,60,Diego,
V21,2010-11-26,P6,p0004,hel.don,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,Diego,
V21,2010-11-26,P6,p0006,men.dec,15,10,7,3,18,30,40,7,15,3,1,3,55,1,6.75,.,214.02,Diego,
V21,2010-11-26,P6,p0069,sen.gil,1,21,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21,Diego,
V21,2010-11-26,T1,p0006,men.dec,5,51,320,18,2,5,.,.,.,.,.,.,.,.,.,.,396,Diego,
