sitio,tra.par,fecha,semana,no.esp.p,codigo.p,genero.p,especie.p,no.ind,no.flores.ind.1,no.flores.ind.2,no.flores.ind.3,no.flores.ind.4,no.flores.ind.5,no.flores.ind.6,no.flores.ind.7,no.flores.ind.8,no.flores.ind.9,no.flores.ind.10,no.flores.ind.11,no.flores.ind.12,no.flores.ind.13,no.flores.ind.14,flores.herb,flores.tot,realizador,comentarios
V7,T2,2008-11-24,7,p0004,hel.don,Helenium ,donianum ,16,2,2,2,3,2,5,5,2,2,1,.,.,.,.,.,42,agus,
V7,T2,2008-11-24,7,p0050,hys.jas,Hysterionica,jassionoide,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,agus,
V7,T2,2008-11-24,7,na.g,na.g,.,.,3,3,2,1,.,.,.,.,.,.,.,.,.,.,.,.,6,agus,
V7,T2,2008-11-24,7,qui.hoj.l,qui.hoj.l,.,.,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,agus,
VQ,13,2008-11-24,7,p0011,lyc.chi,Lycium ,chilense ,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,agus,
VQ,13,2008-11-24,7,p0003,zuc.pun,Zuccagnia ,punctata ,1,127,.,.,.,.,.,.,.,.,.,.,.,.,.,.,127,agus,
VQ,15,2008-11-24,7,p0034,lar.div,Larrea,divaricata,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,agus,
VQ,15,2008-11-24,7,p0011,lyc.chi,Lycium ,chilense ,5,5,8,1,4,1,.,.,.,.,.,.,.,.,.,.,19,agus,
VQ,15,2008-11-24,7,p0064,pol.sp1,.,.,1,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7,agus,
VQ,16,2008-11-24,7,p0071,gla.sp2,.,.,2,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,Anahí Miner,
VQ,16,2008-11-24,7,p0050,hys.jas,Hysterionica,jassionoide,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,Anahí Miner,
VQ,16,2008-11-24,7,p0034,lar.div,Larrea,divaricata,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Anahí Miner,
VQ,16,2008-11-24,7,p0036,lec.het,Lecanophora,heterophylla,1,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,Anahí Miner,
VQ,16,2008-11-24,7,p0011,lyc.chi,Lycium ,chilense ,6,2,2,5,6,1,1,.,.,.,.,.,.,.,.,.,17,Anahí Miner,
VQ,16,2008-11-24,7,p0009,sen.aph,Senna ,aphylla ,10,3,2,1,1,7,18,32,11,1,2,.,.,.,.,.,78,Anahí Miner,
VQ,16,2008-11-24,7,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,5,Anahí Miner,
VQ,16,2008-11-24,7,p0074,tri.cac,.,.,6,2,11,4,7,5,1,.,.,.,.,.,.,.,.,.,30,Anahí Miner,
VQ,18,2008-11-24,7,p0065,men.alb,.,.,3,1,1,3,.,.,.,.,.,.,.,.,.,.,.,.,5,Anahí Miner,
VQ,18,2008-11-24,7,p0006,men.dec,Menodora ,decemfida ,2,5,1,.,.,.,.,.,.,.,.,.,.,.,.,.,6,Anahí Miner,
VQ,18,2008-11-24,7,p0051,mon.aph,Monttea ,aphylla ,0.5,81,.,.,.,.,.,.,.,.,.,.,.,.,.,.,41,Anahí Miner,
VQ,18,2008-11-24,7,p0038,pro.fle,Prosopis,flexuosa,0.25,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Anahí Miner,
VQ,18,2008-11-24,7,p0009,sen.aph,Senna ,aphylla ,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Anahí Miner,
VQ,18,2008-11-24,7,p0003,zuc.pun,Zuccagnia ,punctata ,2,6,2,.,.,.,.,.,.,.,.,.,.,.,.,.,8,Anahí Miner,
VQ,T1,2008-11-24,7,p0034,lar.div,Larrea,divaricata,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,agus,
VQ,T1,2008-11-24,7,p0011,lyc.chi,Lycium ,chilense ,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,agus,
VQ,T1,2008-11-24,7,p0009,sen.aph,Senna ,aphylla ,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,agus,
VQ,T1,2008-11-24,7,p0003,zuc.pun,Zuccagnia ,punctata ,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,agus,
VQ,T2,2008-11-24,7,p0034,lar.div,Larrea,divaricata,4,1,3,7,16,.,.,.,.,.,.,.,.,.,.,.,27,Anahí Miner,
VQ,T2,2008-11-24,7,p0038,pro.fle,Prosopis,flexuosa,1,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,Anahí Miner,
VQ,T2,2008-11-24,7,p0003,zuc.pun,Zuccagnia ,punctata ,5,18,5,4,32,15,.,.,.,.,.,.,.,.,.,.,74,Anahí Miner,
V2,7,2008-11-25,8,p0034,lar.div,Larrea,divaricata,2.5,6,2,60,.,.,.,.,.,.,.,.,.,.,.,.,57,agus,
V2,7,2008-11-25,8,p0006,men.dec,Menodora ,decemfida ,1,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,agus,
V2,7,2008-11-25,8,p0037,opu.sul,Opuntia,sulphurea,2,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,2,agus,
V2,9,2008-11-25,8,p0004,hel.don,Helenium ,donianum,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Anahí Miner,
V2,9,2008-11-25,8,p0037,opu.sul,Opuntia,sulphurea,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Anahí Miner,
V2,9,2008-11-25,8,p0038,pro.fle,Prosopis,flexuosa,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Anahí Miner,
V2,9,2008-11-25,8,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,6,Anahí Miner,
V2,10,2008-11-25,8,p0037,opu.sul,Opuntia,sulphurea,4,2,3,2,2,.,.,.,.,.,.,.,.,.,.,.,9,agus,
V2,10,2008-11-25,8,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,12,agus,
V2,12,2008-11-25,8,p0034,lar.div,Larrea,divaricata,1,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,agus,
V2,12,2008-11-25,8,p0009,sen.aph,Senna ,aphylla ,1,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,agus,
V2,12,2008-11-25,8,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,10,agus,
V2,T1,2008-11-25,8,p0004,hel.don,Helenium ,donianum ,2,34,6,.,.,.,.,.,.,.,.,.,.,.,.,.,40,Anahí Miner,
V2,T1,2008-11-25,8,p0034,lar.div,Larrea,divaricata,2,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,3,Anahí Miner,
V2,T1,2008-11-25,8,p0011,lyc.chi,Lycium ,chilense ,3,7,6,2,.,.,.,.,.,.,.,.,.,.,.,.,15,Anahí Miner,
V2,T1,2008-11-25,8,p0037,opu.sul,Opuntia,sulphurea,2,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,2,Anahí Miner,
V2,T1,2008-11-25,8,p0038,pro.fle,Prosopis,flexuosa,3,52,54,6,.,.,.,.,.,.,.,.,.,.,.,.,112,Anahí Miner,
V2,T2,2008-11-25,8,p0004,hel.don,Helenium ,donianum ,6,1,10,4,15,5,4,.,.,.,.,.,.,.,.,.,39,Anahí Miner,
V4,19,2008-11-25,8,p0034,lar.div,Larrea,divaricata,1,28,.,.,.,.,.,.,.,.,.,.,.,.,.,.,28,agus,
V4,19,2008-11-25,8,p0006,men.dec,Menodora ,decemfida ,25,3,16,13,13,10,2,2,3,4,2,.,.,.,.,.,170,agus,
V4,19,2008-11-25,8,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,3,agus,
V4,21,2008-11-25,8,p0023,cle.mon,Clematis ,montevidensis ,1,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,Anahí Miner,
V4,21,2008-11-25,8,p0034,lar.div,Larrea,divaricata,4,8,2,3,54,.,.,.,.,.,.,.,.,.,.,.,67,Anahí Miner,
V4,21,2008-11-25,8,p0037,opu.sul,Opuntia,sulphurea,3,1,3,1,.,.,.,.,.,.,.,.,.,.,.,.,5,Anahí Miner,
V4,22,2008-11-25,8,p0034,lar.div,Larrea,divaricata,8,2,23,2,6,90,1,2,82,.,.,.,.,.,.,.,208,Anahí Miner,
V4,22,2008-11-25,8,p0006,men.dec,Menodora ,decemfida ,5,1,3,7,1,4,.,.,.,.,.,.,.,.,.,.,16,Anahí Miner,
V4,22,2008-11-25,8,p0037,opu.sul,Opuntia,sulphurea,2,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,3,Anahí Miner,
V4,22,2008-11-25,8,p0003,zuc.pun,Zuccagnia ,punctata ,1,55,.,.,.,.,.,.,.,.,.,.,.,.,.,.,55,Anahí Miner,
V4,24,2008-11-25,8,p0034,lar.div,Larrea,divaricata,3,38,3,3,.,.,.,.,.,.,.,.,.,.,.,.,44,Anahí Miner,
V4,24,2008-11-25,8,p0034,lar.div,Larrea,divaricata,5,840,18,274,10,140,.,.,.,.,.,.,.,.,.,.,1282,agus,
V4,24,2008-11-25,8,p0006,men.dec,Menodora ,decemfida ,3,1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,3,agus,
V4,24,2008-11-25,8,p0037,opu.sul,Opuntia,sulphurea,2,3,1,.,.,.,.,.,.,.,.,.,.,.,.,.,4,Anahí Miner,
V4,24,2008-11-25,8,p0003,zuc.pun,Zuccagnia ,punctata ,1,70,.,.,.,.,.,.,.,.,.,.,.,.,.,.,70,Anahí Miner,
V4,T1,2008-11-25,8,p0034,lar.div,Larrea,divaricata,8.5,140,20,195,33,20,50,15,20,13,.,.,.,.,.,.,478,agus,
V4,T1,2008-11-25,8,p0011,lyc.chi,Lycium ,chilense ,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,agus,
V4,T1,2008-11-25,8,p0065,men.alb,.,.,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,agus,
V4,T1,2008-11-25,8,p0006,men.dec,Menodora ,decemfida ,4,7,4,4,1,.,.,.,.,.,.,.,.,.,.,.,16,agus,
V4,T1,2008-11-25,8,p0037,opu.sul,Opuntia,sulphurea,4,1,2,1,3,.,.,.,.,.,.,.,.,.,.,.,7,agus,
V4,T2,2008-11-25,8,p0034,lar.div,Larrea,divaricata,3,13,3,10,.,.,.,.,.,.,.,.,.,.,.,.,26,Anahí Miner,
V4,T2,2008-11-25,8,p0065,men.alb,.,.,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Anahí Miner,
V4,T2,2008-11-25,8,p0006,men.dec,Menodora ,decemfida ,2,3,4,.,.,.,.,.,.,.,.,.,.,.,.,.,7,Anahí Miner,
V4,T2,2008-11-25,8,p0037,opu.sul,Opuntia,sulphurea,7,2,1,1,2,1,1,1,.,.,.,.,.,.,.,.,9,Anahí Miner,
V5,25,2008-11-25,8,p0034,lar.div,Larrea,divaricata,12,19,50,110,170,45,340,40,29,20,30,.,.,.,.,.,1024,Anahí Miner,
V5,25,2008-11-25,8,p0038,pro.fle,Prosopis,flexuosa,1,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,Anahí Miner,
V5,27,2008-11-25,8,p0004,hel.don,Helenium ,donianum,2,1,5,.,.,.,.,.,.,.,.,.,.,.,.,.,6,Anahí Miner,
V5,27,2008-11-25,8,p0034,lar.div,Larrea,divaricata,7,6,55,12,28,65,7,2,.,.,.,.,.,.,.,.,175,Anahí Miner,
V5,27,2008-11-25,8,p0037,opu.sul,Opuntia,sulphurea,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Anahí Miner,
V5,27,2008-11-25,8,p0038,pro.fle,Prosopis,flexuosa,6,48,13,13,28,45,25,.,.,.,.,.,.,.,.,.,172,Anahí Miner,
V5,28,2008-11-25,8,p0018,bud.men,Buddleja  ,mendozensis ,4,5,5,6,4,.,.,.,.,.,.,.,.,.,.,.,20,agus,
V5,28,2008-11-25,8,p0006,men.dec,Menodora ,decemfida ,30,1,1,1,1,2,4,1,1,3,1,3,.,.,.,.,52,agus,
V5,28,2008-11-25,8,p0009,sen.aph,Senna ,aphylla ,4,3,25,5,2,.,.,.,.,.,.,.,.,.,.,.,35,agus,
V5,30,2008-11-25,8,p0057,ero.cic,Erodium ,cicatarium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,3,agus,
V5,30,2008-11-25,8,p0034,lar.div,Larrea,divaricata,4,300,8,10,80,.,.,.,.,.,.,.,.,.,.,.,398,agus,
V5,30,2008-11-25,8,p0065,men.alb,.,.,1,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,agus,
V5,30,2008-11-25,8,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,43,43,agus,
V5,T1,2008-11-25,8,p0034,lar.div,Larrea,divaricata,7,2,3,3,1,16,27,2,.,.,.,.,.,.,.,.,54,Anahí Miner,
V5,T1,2008-11-25,8,p0038,pro.fle,Prosopis,flexuosa,2,44,6,.,.,.,.,.,.,.,.,.,.,.,.,.,50,Anahí Miner,
V5,T2,2008-11-25,8,p0004,hel.don,Helenium ,donianum ,2,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,2,agus,
V5,T2,2008-11-25,8,p0065,men.alb,.,.,1,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,agus,
V5,T2,2008-11-25,8,p0006,men.dec,Menodora ,decemfida ,1,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,agus,
V5,T2,2008-11-25,8,p0037,opu.sul,Opuntia,sulphurea,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,agus,
V5,T2,2008-11-25,8,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2,agus,
V8,43,2008-11-25,8,p0006,men.dec,Menodora ,decemfida ,2,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,2,Anahí Miner,
V8,43,2008-11-25,8,p0037,opu.sul,Opuntia,sulphurea,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,Anahí Miner,
V8,43,2008-11-25,8,p0079,pol.ste,.,.,1,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9,Anahí Miner,
V8,43,2008-11-25,8,p0009,sen.aph,Senna ,aphylla ,5,1,2,3,3,1,.,.,.,.,.,.,.,.,.,.,10,Anahí Miner,
V8,45,2008-11-25,8,p0009,sen.aph,Senna ,aphylla ,6,38,4,4,1,2,1,.,.,.,.,.,.,.,.,.,50,Anahí Miner,
V8,46,2008-11-25,8,p0004,hel.don,Helenium ,donianum,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,agus,
V8,46,2008-11-25,8,p0006,men.dec,Menodora ,decemfida ,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,agus,
V8,46,2008-11-25,8,p0009,sen.aph,Senna ,aphylla ,19,6,4,18,7,180,4,23,8,3,3,.,.,.,.,.,486,agus,
V8,48,2008-11-25,8,p0034,lar.div,Larrea,divaricata,15,4,10,10,40,42,8,25,8,4,3,2,1,.,.,.,196,agus,
V8,48,2008-11-25,8,p0006,men.dec,Menodora ,decemfida ,2,2,1,.,.,.,.,.,.,.,.,.,.,.,.,.,3,agus,
V8,T1,2008-11-25,8,lab.lila,lab.lila,.,.,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,agus,
V8,T1,2008-11-25,8,p0006,men.dec,Menodora ,decemfida ,8,3,1,5,1,2,1,1,1,.,.,.,.,.,.,.,15,agus,
V8,T1,2008-11-25,8,p0009,sen.aph,Senna ,aphylla ,4,2,1,4,3,.,.,.,.,.,.,.,.,.,.,.,10,agus,
V8,T1,2008-11-25,8,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,agus,
V8,T2,2008-11-25,8,p0034,lar.div,Larrea,divaricata,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Anahí Miner,
V8,T2,2008-11-25,8,p0006,men.dec,Menodora ,decemfida ,4,2,1,2,12,.,.,.,.,.,.,.,.,.,.,.,17,Anahí Miner,
V8,T2,2008-11-25,8,p0038,pro.fle,Prosopis,flexuosa,1,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,Anahí Miner,
V8,T2,2008-11-25,8,p0009,sen.aph,Senna ,aphylla ,7,10,17,2,1,12,3,7,.,.,.,.,.,.,.,.,52,Anahí Miner,
V9,49,2008-11-25,8,p0057,ero.cic,Erodium ,cicatarium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11,11,agus,
V9,49,2008-11-25,8,p0034,lar.div,Larrea,divaricata,3,4,18,90,.,.,.,.,.,.,.,.,.,.,.,.,112,agus,
V9,49,2008-11-25,8,p0006,men.dec,Menodora ,decemfida ,2,4,14,.,.,.,.,.,.,.,.,.,.,.,.,.,18,agus,
V9,49,2008-11-25,8,p0038,pro.fle,Prosopis,flexuosa,1.5,35,216,.,.,.,.,.,.,.,.,.,.,.,.,.,188,agus,
V9,51,2008-11-25,8,p0034,lar.div,Larrea,divaricata,7,5,6,3,23,22,23,25,.,.,.,.,.,.,.,.,107,agus,
V9,51,2008-11-25,8,p0037,opu.sul,Opuntia,sulphurea,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,agus,
V9,51,2008-11-25,8,p0038,pro.fle,Prosopis,flexuosa,2,3,2,.,.,.,.,.,.,.,.,.,.,.,.,.,5,agus,
V9,52,2008-11-25,8,p0004,hel.don,Helenium ,donianum ,3,18,13,1,.,.,.,.,.,.,.,.,.,.,.,.,32,Anahí Miner,
V9,52,2008-11-25,8,p0034,lar.div,Larrea,divaricata,7,12,14,80,125,75,38,450,.,.,.,.,.,.,.,.,794,Anahí Miner,
V9,52,2008-11-25,8,lech.l,lech.l,.,.,1,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,Anahí Miner,falta herbario (se perdiÃ³)
V9,52,2008-11-25,8,p0065,men.alb,.,.,2,5,5,.,.,.,.,.,.,.,.,.,.,.,.,.,10,Anahí Miner,
V9,52,2008-11-25,8,p017,sal.gil,.,.,11,4,4,6,5,1,21,7,12,9,62,.,.,.,.,.,144,Anahí Miner,falta herbario (se perdiÃ³)
V9,54,2008-11-25,8,p0034,lar.div,Larrea,divaricata,6,22,19,35,3,50,8,.,.,.,.,.,.,.,.,.,137,Anahí Miner,
V9,54,2008-11-25,8,p0011,lyc.chi,Lycium ,chilense ,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,Anahí Miner,
V9,54,2008-11-25,8,p0038,pro.fle,Prosopis,flexuosa,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,Anahí Miner,
V9,54,2008-11-25,8,p0003,zuc.pun,Zuccagnia ,punctata ,3,59,95,65,.,.,.,.,.,.,.,.,.,.,.,.,219,Anahí Miner,
V9,T1,2008-11-25,8,p0034,lar.div,Larrea,divaricata,6,70,35,20,7,15,15,.,.,.,.,.,.,.,.,.,162,agus,
V9,T1,2008-11-25,8,p0006,men.dec,Menodora ,decemfida ,2,3,1,.,.,.,.,.,.,.,.,.,.,.,.,.,4,agus,
V9,T2,2008-11-25,8,p0034,lar.div,Larrea,divaricata,6,2,3,50,10,5,80,.,.,.,.,.,.,.,.,.,150,agus,
V9,T2,2008-11-25,8,p0051,mon.aph,Monttea ,aphylla ,0.5,80,.,.,.,.,.,.,.,.,.,.,.,.,.,.,40,agus,
V9,T2,2008-11-25,8,p0038,pro.fle,Prosopis,flexuosa,1,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,agus,
V1,1,2008-11-26,8,p0034,lar.div,Larrea,divaricata,1.5,8,15,.,.,.,.,.,.,.,.,.,.,.,.,.,17,Agus,
V1,1,2008-11-26,8,p0006,men.dec,Menodora ,decemfida ,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Agus,
V1,3,2008-11-26,8,p0034,lar.div,Larrea,divaricata,6,4,4,39,22,166,24,.,.,.,.,.,.,.,.,.,259,Anahí Miner,
V1,3,2008-11-26,8,p0003,zuc.pun,Zuccagnia ,punctata ,5,85,11,7,190,.,.,.,.,.,.,.,.,.,.,.,366,Anahí Miner,
V1,4,2008-11-26,8,p0034,lar.div,Larrea,divaricata,6,7,23,12,1,37,260,.,.,.,.,.,.,.,.,.,340,Anahí Miner,
V1,4,2008-11-26,8,p0006,men.dec,Menodora ,decemfida ,8,1,2,1,1,1,4,2,1,.,.,.,.,.,.,.,13,Anahí Miner,
V1,4,2008-11-26,8,p0038,pro.fle,Prosopis,flexuosa,2,11,127,.,.,.,.,.,.,.,.,.,.,.,.,.,138,Anahí Miner,
V1,6,2008-11-26,8,p0038,pro.fle,Prosopis,flexuosa,1,126,.,.,.,.,.,.,.,.,.,.,.,.,.,.,126,Agus,
V1,6,2008-11-26,8,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,Agus,
V1,T1,2008-11-26,8,p0006,men.dec,Menodora ,decemfida ,3,1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,3,Agus,
V1,T1,2008-11-26,8,p0003,zuc.pun,Zuccagnia ,punctata ,2,520,44,.,.,.,.,.,.,.,.,.,.,.,.,.,564,Agus,
V1,T2,2008-11-26,8,p0034,lar.div,Larrea,divaricata,6,1,4,7,320,20,2,.,.,.,.,.,.,.,.,.,354,Anahí Miner,
V1,T2,2008-11-26,8,p0006,men.dec,Menodora ,decemfida ,14,3,2,1,11,1,3,2,1,3,4,1,2,4,.,.,41,Anahí Miner,
V1,T2,2008-11-26,8,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2,Anahí Miner,
V11,61,2008-11-26,8,p0071,gla.sp2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,32,32,Agus,
V11,61,2008-11-26,8,p0004,hel.don,Helenium ,donianum ,1,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,Agus,
V11,61,2008-11-26,8,p0034,lar.div,Larrea,divaricata,1,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,Agus,
V11,61,2008-11-26,8,p0051,mon.aph,Monttea ,aphylla ,1,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,Agus,
V11,61,2008-11-26,8,p0037,opu.sul,Opuntia,sulphurea,2,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,3,Agus,
V11,61,2008-11-26,8,p0009,sen.aph,Senna ,aphylla ,6,90,2,22,1,10,12,.,.,.,.,.,.,.,.,.,137,Agus,
V11,61,2008-11-26,8,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,Agus,
V11,61,2008-11-26,8,p0003,zuc.pun,Zuccagnia ,punctata ,4,40,80,4,5,.,.,.,.,.,.,.,.,.,.,.,129,Agus,
V11,63,2008-11-26,8,p0034,lar.div,Larrea,divaricata,1,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,Anahí Miner,
V11,63,2008-11-26,8,p0009,sen.aph,Senna ,aphylla ,1,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9,Anahí Miner,
V11,63,2008-11-26,8,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,33,Anahí Miner,
V11,63,2008-11-26,8,p0003,zuc.pun,Zuccagnia ,punctata ,8,9,45,10,45,28,440,35,230,.,.,.,.,.,.,.,842,Anahí Miner,
V11,64,2008-11-26,8,p0034,lar.div,Larrea,divaricata,2,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,2,Anahí Miner,
V11,64,2008-11-26,8,p0051,mon.aph,Monttea ,aphylla ,2,15,4,.,.,.,.,.,.,.,.,.,.,.,.,.,19,Anahí Miner,
V11,64,2008-11-26,8,p0003,zuc.pun,Zuccagnia ,punctata ,5,28,20,19,30,4,.,.,.,.,.,.,.,.,.,.,101,Anahí Miner,
V11,66,2008-11-26,8,p0050,hys.jas,Hysterionica,jassionoide,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Agus,
V11,66,2008-11-26,8,p0051,mon.aph,Monttea ,aphylla ,1,50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,Agus,
V11,66,2008-11-26,8,p0061,phi.gil,.,.,1,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,Agus,
V11,66,2008-11-26,8,p0003,zuc.pun,Zuccagnia ,punctata ,3,1000,40,64,.,.,.,.,.,.,.,.,.,.,.,.,1104,Agus,
V11,T1,2008-11-26,8,p0034,lar.div,Larrea,divaricata,1,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7,Agus,
V11,T1,2008-11-26,8,p0006,men.dec,Menodora ,decemfida ,2,1,5,.,.,.,.,.,.,.,.,.,.,.,.,.,6,Agus,
V11,T1,2008-11-26,8,p0051,mon.aph,Monttea ,aphylla ,2,100,72,.,.,.,.,.,.,.,.,.,.,.,.,.,172,Agus,
V11,T1,2008-11-26,8,p0069,sen.gil,.,.,1,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,Agus,
V11,T1,2008-11-26,8,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22,22,Agus,
V11,T1,2008-11-26,8,p0003,zuc.pun,Zuccagnia ,punctata ,7,64,2,10,28,96,36,528,.,.,.,.,.,.,.,.,764,Agus,
V11,T2,2008-11-26,8,p0007,lyc.ten,Lycium ,tenuispinosum  ,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Anahí Miner,
V11,T2,2008-11-26,8,p0051,mon.aph,Monttea ,aphylla ,4,9,58,19,4,.,.,.,.,.,.,.,.,.,.,.,90,Anahí Miner,
V11,T2,2008-11-26,8,p0009,sen.aph,Senna ,aphylla ,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,Anahí Miner,
V11,T2,2008-11-26,8,p0003,zuc.pun,Zuccagnia ,punctata ,9,8,24,260,10,15,7,3,7,10,.,.,.,.,.,.,344,Anahí Miner,
V12,67,2008-11-26,8,p0004,hel.don,Helenium ,donianum ,2,2,1,.,.,.,.,.,.,.,.,.,.,.,.,.,3,Anahí Miner,
V12,67,2008-11-26,8,p0034,lar.div,Larrea,divaricata,10,16,102,7,12,8,8,12,45,35,.,.,.,.,.,.,272,Anahí Miner,
V12,67,2008-11-26,8,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,16,16,Anahí Miner,
V12,69,2008-11-26,8,p0037,opu.sul,Opuntia,sulphurea,3,1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,3,Anahí Miner,
V12,69,2008-11-26,8,p0003,zuc.pun,Zuccagnia ,punctata ,13,15,5,8,100,75,18,12,20,110,45,.,.,.,.,.,530,Anahí Miner,
