sitio,fecha,tra.par,no.esp.p,codigo.p,genero.p,especie.p,no.ind,no.flores.ind.1,no.flores.ind.2,no.flores.ind.3,no.flores.ind.4,no.flores.ind.5,no.flores.ind.6,no.flores.ind.7,no.flores.ind.8,no.flores.ind.9,no.flores.ind.10,no.flores.ind.11,no.flores.ind.12,no.flores.ind.13,no.flores.ind.14,flores.herb,flores.tot,observador,comentarios
V4,2011-12-06,P5,p0037,opu.sul,Opuntia,sulphurea,9,4,1,1,3,2,3,1,2,2,.,.,.,.,.,.,19,Nydia,
V4,2011-12-06,P5,p0003,zuc.pun,Zuccagnia ,punctata ,1,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,Nydia,
V4,2011-12-06,P6,p0032,con.mic,Condalia,microphylla,1,500000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,500000,Nydia,
V4,2011-12-06,P6,p0006,men.dec,Menodora ,decemfida ,25,1,5,3,8,1,3,8,5,3,2,1,.,.,.,.,90.9090909091,Nydia,
V4,2011-12-06,P6,p0037,opu.sul,Opuntia,sulphurea,4,5,3,2,1,.,.,.,.,.,.,.,.,.,.,.,11,Nydia,
V4,2011-12-06,P6,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,1,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,Nydia,
V4,2011-12-06,P6,p0003,zuc.pun,Zuccagnia ,punctata ,7,150,80,15,10,30,200,10,.,.,.,.,.,.,.,.,495,Nydia,
V4,2011-12-06,T1,p0019,aca.ser,Acantholippia ,seriphioides ,7,15,80,1030,30,100,900,10,.,.,.,.,.,.,.,.,2165,Nydia,
V4,2011-12-06,T1,p0034,lar.div,Larrea,divaricata,3,6,14,6,.,.,.,.,.,.,.,.,.,.,.,.,26,Nydia,
V4,2011-12-06,T1,p0037,opu.sul,Opuntia,sulphurea,6,3,2,3,3,1,1,.,.,.,.,.,.,.,.,.,13,Nydia,
V4,2011-12-06,T1,p0017,sal.gil,Salvia ,gilliesii,5,10,125,32,6,5,.,.,.,.,.,.,.,.,.,.,178,Nydia,
V4,2011-12-06,T1,p0127,sol.kur,Solanum,kurtzianum,1,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,Nydia,
V4,2011-12-06,T1,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,Nydia,
V4,2011-12-06,T2,.,.,.,.,1,17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17,Nydia,"Decía estrellita clara, pero no figura indentificada"
V4,2011-12-06,T2,p0019,aca.ser,Acantholippia ,seriphioides ,2,13,5,.,.,.,.,.,.,.,.,.,.,.,.,.,18,Nydia,
V4,2011-12-06,T2,p0006,men.dec,Menodora ,decemfida ,8,25,11,8,3,10,9,1,4,.,.,.,.,.,.,.,71,Nydia,
V4,2011-12-06,T2,p0037,opu.sul,Opuntia,sulphurea,2,3,2,.,.,.,.,.,.,.,.,.,.,.,.,.,5,Nydia,
V4,2011-12-06,T2,p0061,phi.gil,Philibertia,gilliesi,1,129,.,.,.,.,.,.,.,.,.,.,.,.,.,.,129,Nydia,enredadera
V1,2011-12-13,P1,p0034,lar.div,Larrea,divaricata,3,1,10,3,.,.,.,.,.,.,.,.,.,.,.,.,14,Nydia,
V1,2011-12-13,P2,p0019,aca.ser,Acantholippia ,seriphioides ,5,25,60,30,100,60,.,.,.,.,.,.,.,.,.,.,275,Nydia,
V1,2011-12-13,P2,p0050,hys.jas,Hysterionica,jassionoide,5,3,8,1,2,2,.,.,.,.,.,.,.,.,.,.,16,Nydia,
V1,2011-12-13,P2,p0034,lar.div,Larrea,divaricata,2,2,9,.,.,.,.,.,.,.,.,.,.,.,.,.,11,Nydia,
V1,2011-12-13,P2,p0006,men.dec,Menodora ,decemfida ,4,2,2,7,3,.,.,.,.,.,.,.,.,.,.,.,14,Nydia,
V1,2011-12-13,P2,p0038,pro.fle,Prosopis,flexuosa,1,5000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5000,Nydia,25 vainas con 200 flores c/u
V1,2011-12-13,P2,p0009,sen.aph,Senna ,aphylla ,2,3,2,.,.,.,.,.,.,.,.,.,.,.,.,.,5,Nydia,
V1,2011-12-13,P2,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,141,141,Nydia,
V1,2011-12-13,P2,p0003,zuc.pun,Zuccagnia ,punctata ,1,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9,Nydia,
V1,2011-12-13,P5,p0034,lar.div,Larrea,divaricata,8,23,15,250,60,2,8,23,65,.,.,.,.,.,.,.,446,Nydia,
V1,2011-12-13,P6,p0019,aca.ser,Acantholippia ,seriphioides ,1,130,.,.,.,.,.,.,.,.,.,.,.,.,.,.,130,Nydia,
V1,2011-12-13,P6,p0050,hys.jas,Hysterionica,jassionoide,2,3,2,.,.,.,.,.,.,.,.,.,.,.,.,.,5,Nydia,
V1,2011-12-13,P6,p0006,men.dec,Menodora ,decemfida ,25,6,9,10,1,6,5,6,14,5,8,.,.,.,.,.,175,Nydia,
V1,2011-12-13,P6,p0051,mon.aph,Monttea ,aphylla ,1,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,Nydia,
V1,2011-12-13,P6,p0038,pro.fle,Prosopis,flexuosa,1,100000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100000,Nydia,
V1,2011-12-13,P6,p0003,zuc.pun,Zuccagnia ,punctata ,3,40,30,17,.,.,.,.,.,.,.,.,.,.,.,.,87,Nydia,
V1,2011-12-13,T2,p0019,aca.ser,Acantholippia ,seriphioides ,3,60,40,40,.,.,.,.,.,.,.,.,.,.,.,.,140,Nydia,
V1,2011-12-13,T2,p0050,hys.jas,Hysterionica,jassionoide,3,1,1,3,.,.,.,.,.,.,.,.,.,.,.,.,5,Nydia,
V1,2011-12-13,T2,p0050,hys.jas,Hysterionica,jassionoide,3,1,2,3,.,.,.,.,.,.,.,.,.,.,.,.,6,Nydia,
V1,2011-12-13,T2,p0034,lar.div,Larrea,divaricata,6,75,56,170,230,16,26,.,.,.,.,.,.,.,.,.,573,Nydia,
V1,2011-12-13,T2,p0006,men.dec,Menodora ,decemfida ,27,2,9,21,2,1,4,31,7,1,5,6,2,.,.,.,204.75,Nydia,
V1,2011-12-13,T2,p0006,men.dec,Menodora ,decemfida ,5,2,2,13,5,12,.,.,.,.,.,.,.,.,.,.,34,Nydia,
V1,2011-12-13,T2,p0051,mon.aph,Monttea ,aphylla ,1,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,Nydia,
V1,2011-12-13,T2,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,10,Nydia,
V1,2011-12-13,T2,p0003,zuc.pun,Zuccagnia ,punctata ,2,70,40,.,.,.,.,.,.,.,.,.,.,.,.,.,110,Nydia,
V1,2011-12-13,T2,p0003,zuc.pun,Zuccagnia ,punctata ,3,25,43,15,.,.,.,.,.,.,.,.,.,.,.,.,83,Nydia,
V4,2011-12-13,P1,p0019,aca.ser,Acantholippia ,seriphioides ,4,4,5,70,50,.,.,.,.,.,.,.,.,.,.,.,129,Nydia,
V4,2011-12-13,P1,p0034,lar.div,Larrea,divaricata,8,5,4,9,7,35,46,125,25,.,.,.,.,.,.,.,256,Nydia,
V4,2011-12-13,P1,p0061,phi.gil,Philibertia,gilliesi,1,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9,Nydia,
V4,2011-12-13,P1,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,10,Nydia,
V4,2011-12-13,P2,.,.,.,.,1,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,Nydia,"decía Rosa-lila hojas alternas, pero no figura en catalogo"
V4,2011-12-13,P2,p0019,aca.ser,Acantholippia ,seriphioides ,2,200,50,.,.,.,.,.,.,.,.,.,.,.,.,.,250,Nydia,
V4,2011-12-13,P2,p0032,con.mic,Condalia,microphylla,1,2000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2000,Nydia,
V4,2011-12-13,P2,p0034,lar.div,Larrea,divaricata,3,37,25,20,.,.,.,.,.,.,.,.,.,.,.,.,82,Nydia,
V4,2011-12-13,P2,p0006,men.dec,Menodora ,decemfida ,5,3,6,1,1,1,.,.,.,.,.,.,.,.,.,.,12,Nydia,
V4,2011-12-13,P2,p0037,opu.sul,Opuntia,sulphurea,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Nydia,
V4,2011-12-13,P2,p0038,pro.fle,Prosopis,flexuosa,1,800,.,.,.,.,.,.,.,.,.,.,.,.,.,.,800,Nydia,4 vainas con 200 flores c/u
V4,2011-12-13,P2,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,Nydia,
V4,2011-12-13,P5,p0019,aca.ser,Acantholippia ,seriphioides ,3,90,500,3,.,.,.,.,.,.,.,.,.,.,.,.,593,Nydia,
V4,2011-12-13,P5,p0050,hys.jas,Hysterionica,jassionoide,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Nydia,
V4,2011-12-13,P5,p0034,lar.div,Larrea,divaricata,6,3,21,23,46,4,180,.,.,.,.,.,.,.,.,.,277,Nydia,
V4,2011-12-13,P5,p0006,men.dec,Menodora ,decemfida ,2,33,5,.,.,.,.,.,.,.,.,.,.,.,.,.,38,Nydia,
V4,2011-12-13,P6,p0032,con.mic,Condalia,microphylla,1,600000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,600000,Nydia,
V4,2011-12-13,P6,p0050,hys.jas,Hysterionica,jassionoide,3,1,2,2,.,.,.,.,.,.,.,.,.,.,.,.,5,Nydia,
V4,2011-12-13,P6,p0006,men.dec,Menodora ,decemfida ,35,6,5,7,2,1,3,2,5,4,1,.,.,.,.,.,126,Nydia,
V4,2011-12-13,P6,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,4,Nydia,
V4,2011-12-13,P6,p0003,zuc.pun,Zuccagnia ,punctata ,3,15,20,6,.,.,.,.,.,.,.,.,.,.,.,.,41,Nydia,
V4,2011-12-13,T1,p0019,aca.ser,Acantholippia ,seriphioides ,5,15,300,40,10,70,.,.,.,.,.,.,.,.,.,.,435,Nydia,
V4,2011-12-13,T1,p0034,lar.div,Larrea,divaricata,9,4,75,15,3,30,9,39,5,6,.,.,.,.,.,.,186,Nydia,
V4,2011-12-13,T1,p0006,men.dec,Menodora ,decemfida ,4,2,5,1,2,.,.,.,.,.,.,.,.,.,.,.,10,Nydia,
V4,2011-12-13,T1,p0037,opu.sul,Opuntia,sulphurea,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,Nydia,
V4,2011-12-13,T1,p0017,sal.gil,Salvia ,gilliesii,2,25,12,.,.,.,.,.,.,.,.,.,.,.,.,.,37,Nydia,
V4,2011-12-13,T1,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2,Nydia,
V4,2011-12-13,T2,p0019,aca.ser,Acantholippia ,seriphioides ,1,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,Nydia,
V4,2011-12-13,T2,p0047,dyp.gla,Dipyrena ,glaberrima,1,200,.,.,.,.,.,.,.,.,.,.,.,.,.,.,200,Nydia,
V4,2011-12-13,T2,p0034,lar.div,Larrea,divaricata,9,12,41,1,10,3,3,2,9,5,.,.,.,.,.,.,86,Nydia,
V4,2011-12-13,T2,p0006,men.dec,Menodora ,decemfida ,30,8,6,10,1,19,2,2,3,5,3,8,.,.,.,.,182.7272727273,Nydia,
V4,2011-12-13,T2,p0061,phi.gil,Philibertia,gilliesi,3,10,52,115,.,.,.,.,.,.,.,.,.,.,.,.,177,Nydia,enredadera
V1,2011-12-20,P1,.,Nada,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Nydia,
V1,2011-12-20,P2,p0004,hel.don,Helenium ,donianum,3,7,1,1,.,.,.,.,.,.,.,.,.,.,.,.,9,Nydia,
V1,2011-12-20,P2,p0034,lar.div,Larrea,divaricata,1,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,Nydia,
V1,2011-12-20,P2,p0006,men.dec,Menodora ,decemfida ,13,4,1,3,1,2,6,2,7,1,1,.,.,.,.,.,36.4,Nydia,
V1,2011-12-20,P2,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,4,9,8,4,30,.,.,.,.,.,.,.,.,.,.,.,51,Nydia,
V1,2011-12-20,P2,p0003,zuc.pun,Zuccagnia ,punctata ,1,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,Nydia,
V1,2011-12-20,P5,p0034,lar.div,Larrea,divaricata,1,17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17,Nydia,
V1,2011-12-20,P6,p0003,zuc.pun,Zuccagnia ,punctata ,2,75,15,.,.,.,.,.,.,.,.,.,.,.,.,.,90,Nydia,
V1,2011-12-20,T1,p0006,men.dec,Menodora ,decemfida ,44,4,2,1,2,1,2,7,1,1,3,1,5,.,.,.,110,Nydia,
V1,2011-12-20,T1,p0051,mon.aph,Monttea ,aphylla ,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Nydia,
V1,2011-12-20,T1,p0003,zuc.pun,Zuccagnia ,punctata ,3,275,25,20,.,.,.,.,.,.,.,.,.,.,.,.,320,Nydia,
V1,2011-12-20,T2,p0034,lar.div,Larrea,divaricata,6,4,17,250,170,120,270,.,.,.,.,.,.,.,.,.,831,Nydia,
V1,2011-12-20,T2,p0006,men.dec,Menodora ,decemfida ,9,8,6,49,2,1,1,2,6,1,.,.,.,.,.,.,76,Nydia,
V1,2011-12-20,T2,p0003,zuc.pun,Zuccagnia ,punctata ,2,10,75,.,.,.,.,.,.,.,.,.,.,.,.,.,85,Nydia,
V18,2011-12-20,P1,p0069,sen.gil,Spharealcea,miniata,1,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,Diego,
V18,2011-12-20,P1,p0003,zuc.pun,Zuccagnia ,punctata ,3,50,300,10,.,.,.,.,.,.,.,.,.,.,.,.,360,Diego,
V18,2011-12-20,P2,p0050,hys.jas,Hysterionica,jassionoide,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Diego,
V18,2011-12-20,P2,p0012,ver.bon,Verbena,bonariensis ,1,95,.,.,.,.,.,.,.,.,.,.,.,.,.,.,95,Diego,
V18,2011-12-20,P2,p0003,zuc.pun,Zuccagnia ,punctata ,6,100,12.5,20,100,500,20,.,.,.,.,.,.,.,.,.,752.5,Diego,
V18,2011-12-20,P5,p0006,men.dec,Menodora ,decemfida ,1,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7,Diego,
V18,2011-12-20,P5,p0012,ver.bon,Verbena,bonariensis ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,130,130,Diego,
V18,2011-12-20,P5,p0003,zuc.pun,Zuccagnia ,punctata ,1,600,.,.,.,.,.,.,.,.,.,.,.,.,.,.,600,Diego,
V18,2011-12-20,P6,p0019,aca.ser,Acantholippia ,seriphioides ,2,85,100,.,.,.,.,.,.,.,.,.,.,.,.,.,185,Diego,
V18,2011-12-20,P6,p0006,men.dec,Menodora ,decemfida ,3,2,15,3,.,.,.,.,.,.,.,.,.,.,.,.,20,Diego,
V18,2011-12-20,P6,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,Diego,
V18,2011-12-20,P6,p0012,ver.bon,Verbena,bonariensis ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,90,90,Diego,
V18,2011-12-20,T2,p0019,aca.ser,Acantholippia ,seriphioides ,11,10,80,120,70,120,40,.,.,.,.,.,.,.,.,.,806.6666666667,Diego,
V18,2011-12-20,T2,p0006,men.dec,Menodora ,decemfida ,15,1,2,2,6,1,2,1,3,1,3,.,.,.,.,.,33,Diego,
V18,2011-12-20,T2,p0003,zuc.pun,Zuccagnia ,punctata ,11,150,60,20,20,5,15,25,20,30,30,.,.,.,.,.,412.5,Diego,
V18,2011-12-20,T2,p0003,zuc.pun,Zuccagnia ,punctata ,4,100,30,150,7,.,.,.,.,.,.,.,.,.,.,.,287,Diego,
V19,2011-12-20,P1,p0027,bou.spi,Bougainvillea  ,spinosa ,1,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,Diego,
V19,2011-12-20,P2,p0129,hya.arg,Hyalis,argentea,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,Diego,
V19,2011-12-20,P2,p0006,men.dec,Menodora ,decemfida ,40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,144,Diego,
V19,2011-12-20,P5,p0006,men.dec,Menodora ,decemfida ,100,10,2,6,3,2,1,6,3,2,1,.,.,.,.,.,360,Diego,
V19,2011-12-20,P6,p0006,men.dec,Menodora ,decemfida ,30,6,1,25,14,6,2,6,1,7,.,.,.,.,.,.,226.6666666667,Diego,
V19,2011-12-20,T1,p0129,hya.arg,Hyalis,argentea,1,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,Diego,
V19,2011-12-20,T1,p0006,men.dec,Menodora ,decemfida ,28,1,4,2,2,2,1,3,1,1,1,.,.,.,.,.,50.4,Diego,
V19,2011-12-20,T1,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Diego,
V19,2011-12-20,T2,p0006,men.dec,Menodora ,decemfida ,24,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,360,Diego,
V19,2011-12-20,T2,p0009,sen.aph,Senna ,aphylla ,3,60,20,4,.,.,.,.,.,.,.,.,.,.,.,.,84,Diego,
V4,2011-12-20,P1,p0034,lar.div,Larrea,divaricata,2,2,30,.,.,.,.,.,.,.,.,.,.,.,.,.,32,Nydia,
V4,2011-12-20,P1,p0037,opu.sul,Opuntia,sulphurea,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Nydia,
V4,2011-12-20,P1,p0003,zuc.pun,Zuccagnia ,punctata ,1,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,Nydia,
V4,2011-12-20,P2,p0034,lar.div,Larrea,divaricata,1,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,Nydia,
V4,2011-12-20,P2,p0006,men.dec,Menodora ,decemfida ,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,Nydia,
V4,2011-12-20,P5,p0034,lar.div,Larrea,divaricata,1,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,Nydia,
V4,2011-12-20,P5,p0003,zuc.pun,Zuccagnia ,punctata ,2,150,760,.,.,.,.,.,.,.,.,.,.,.,.,.,910,Nydia,
V4,2011-12-20,P6,p0032,con.mic,Condalia,microphylla,1,500000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,500000,Nydia,
V4,2011-12-20,P6,p0006,men.dec,Menodora ,decemfida ,48,2,1,2,1,1,5,1,1,2,3,.,.,.,.,.,91.2,Nydia,
V4,2011-12-20,P6,p0003,zuc.pun,Zuccagnia ,punctata ,7,106,30,70,220,130,215,2750,.,.,.,.,.,.,.,.,3521,Nydia,
V4,2011-12-20,T1,p0034,lar.div,Larrea,divaricata,5,20,1,4,1,4,.,.,.,.,.,.,.,.,.,.,30,Nydia,
V4,2011-12-20,T1,p0006,men.dec,Menodora ,decemfida ,7,10,2,4,1,1,1,.,.,.,.,.,.,.,.,.,22.1666666667,Nydia,
V4,2011-12-20,T1,p0037,opu.sul,Opuntia,sulphurea,3,1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,3,Nydia,
V4,2011-12-20,T2,p0034,lar.div,Larrea,divaricata,4,15,2,17,5,.,.,.,.,.,.,.,.,.,.,.,39,Nydia,
V4,2011-12-20,T2,p0006,men.dec,Menodora ,decemfida ,43,3,1,2,2,3,2,6,12,9,4,.,.,.,.,.,189.2,Nydia,
.,.,.,p0050,hys.jas,Hysterionica,jassionoide,3,2,1,1,.,.,.,.,.,.,.,.,.,.,.,.,4,Diego,
.,.,.,p0006,men.dec,Menodora ,decemfida ,18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,64.8,Diego,
.,.,.,p0056,phr.pac,Pyrrhocactus,pachacoensis,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Diego,
.,.,.,p0134,tag.sp1,Tagetes,sp.,2,10,4,.,.,.,.,.,.,.,.,.,.,.,.,.,14,Diego,
