sitio,fecha,tra.par,no.esp.p,codigo.p,genero.p,especie.p,no.ind,no.flores_ind,flores.herb,flores.tot,observador,comentarios
V18,2009-11-19,P6,p0038,pro.fle,Prosopis,flexuosa,1,25,.,25,Diego Vázquez,"inflorescencias, 100 fl/inf"
V18,2009-11-19,T1,p0038,pro.fle,Prosopis,flexuosa,1,112.5,.,112.5,Diego Vázquez,.
V19,2009-11-19,T2,p0038,pro.fle,Prosopis,flexuosa,1,50,.,50,Diego Vázquez,"inflorescencias, 100 fl/inf"
V1,2009-11-23,P2,p0038,pro.fle,Prosopis,flexuosa,4,758.5,.,3034,Belén Maldonado/Rocío Castro Urgal,"inflorescencias, 200 fl/inf"
V1,2009-11-23,P2,p0038,pro.fle,Prosopis,flexuosa,2,2.5,.,5,Belén Maldonado/Rocío Castro Urgal,.
V1,2009-11-23,T2,p0038,pro.fle,Prosopis,flexuosa,1,200,.,200,Belén Maldonado/Rocío Castro Urgal,"inflorescencias, 110 fl/inf"
V18,2009-11-23,P6,p0038,pro.fle,Prosopis,flexuosa,1,700,.,700,Diego Vázquez,.
V18,2009-11-23,T1,p0038,pro.fle,Prosopis,flexuosa,1,600,.,600,Diego Vázquez,"inflorescencias, 110 fl/inf"
V19,2009-11-23,T2,p0038,pro.fle,Prosopis,flexuosa,1,50,.,50,Diego Vázquez,"inflorescencias, 110 fl/inf"
V4,2009-11-23,P2,p0038,pro.fle,Prosopis,flexuosa,1,26,.,26,Belén Maldonado/Rocío Castro Urgal,"Inflorescencias, 110 fl/inf"
V4,2009-11-23,P6,p0038,pro.fle,Prosopis,flexuosa,1,400,.,400,Belén Maldonado/Rocío Castro Urgal,"inflorescencias, 200 fl/inf"
V4,2009-11-23,P6,p0038,pro.fle,Prosopis,flexuosa,1,100,.,100,Belén Maldonado/Rocío Castro Urgal,"inflorescencias, 200 fl/inf"
V1,2009-11-30,P2,p0038,pro.fle,Prosopis,flexuosa,4,5675,.,22700,Rocío Castro Urgal/Nydia Vitale,.
V1,2009-11-30,P6,p0038,pro.fle,Prosopis,flexuosa,4,169100,.,676400,Natacha Chacoff,.
V1,2009-11-30,T2,p0038,pro.fle,Prosopis,flexuosa,2,2565,.,5130,Natacha Chacoff,.
V18,2009-12-01,P6,p0038,pro.fle,Prosopis,flexuosa,1,400,.,400,Diego Vázquez,.
V18,2009-12-01,T1,p0038,pro.fle,Prosopis,flexuosa,1,400,.,400,Diego Vázquez,"inflorescencias, 110 fl/inf"
V19,2009-12-01,T2,p0038,pro.fle,Prosopis,flexuosa,1,100,.,100,Diego Vázquez,"inflorescencias, 110 fl/inf"
V1,2009-12-11,P6,p0038,pro.fle,Prosopis,flexuosa,1,6500,.,6500,Nydia Vitale,.
V4,2009-12-11,P2,p0038,pro.fle,Prosopis,flexuosa,1,900,.,900,Nydia Vitale,.
V1,2009-12-16,P6,p0038,pro.fle,Prosopis,flexuosa,1,40,.,40,Belén Maldonado/Natacha Chacoff,.
V1,2009-12-16,T1,p0038,pro.fle,Prosopis,flexuosa,2,110,.,220,Belén Maldonado/Natacha Chacoff,.
V20,2009-11-19,P1,p0040,ros.sp1,Rosa,sp.,1,1,.,1,Diego Vázquez,.
V20,2009-11-19,T1,p0040,ros.sp1,Rosa,sp.,1,1,.,1,Diego Vázquez,.
V20,2009-11-23,P1,p0040,ros.sp1,Rosa,sp.,1,9,.,9,Diego Vázquez,"Baccharis en flor, no lo cuento"
V20,2009-11-23,P1,p0040,ros.sp1,Rosa,sp.,2,2,.,4,Diego Vázquez,"Baccharis en flor, no lo cuento"
V20,2009-11-23,T2,p0040,ros.sp1,Rosa,sp.,2,5.5,.,11,Diego Vázquez,.
V21,2009-11-23,P1,p0040,ros.sp1,Rosa,sp.,1,3,.,3,Diego Vázquez,.
V21,2009-11-23,P6,p0040,ros.sp1,Rosa,sp.,1,12,.,12,Diego Vázquez,.
V20,2009-12-01,P1,p0040,ros.sp1,Rosa,sp.,1,60,.,60,Diego Vázquez,.
V20,2009-12-01,P5,p0040,ros.sp1,Rosa,sp.,3,34.17,.,102.5,Diego Vázquez,.
V20,2009-12-01,T1,p0040,ros.sp1,Rosa,sp.,1,10,.,10,Diego Vázquez,.
V20,2009-12-16,P1,p0040,ros.sp1,Rosa,sp.,1,4,.,4,Diego Vázquez,.
V20,2009-12-16,P5,p0040,ros.sp1,Rosa,sp.,4,31,.,124,Diego Vázquez,.
V20,2009-12-16,T1,p0040,ros.sp1,Rosa,sp.,1,14,.,14,Diego Vázquez,.
V18,2009-10-26,.,p0043,tri.can,Trichocereus,candicans,.,.,.,.,Diego Vázquez,.
V19,2009-11-09,.,p0043,tri.can,Trichocereus,candicans,.,.,.,.,Diego Vázquez,.
V21,2009-11-09,T2,p0043,tri.can,Trichocereus,candicans,1,1,.,1,Diego Vázquez,.
V21,2009-11-23,T2,p0043,tri.can,Trichocereus,candicans,2,1,.,2,Diego Vázquez,.
V18,2009-10-26,P1,p0045,lar.cun,Larrea,cuneifolia,1,160,.,160,Diego Vázquez,.
V18,2009-10-26,P2,p0045,lar.cun,Larrea,cuneifolia,2,108.33,.,216.67,Diego Vázquez,.
V18,2009-10-26,P6,p0045,lar.cun,Larrea,cuneifolia,2,53.5,.,107,Diego Vázquez,.
V18,2009-10-26,T2,p0045,lar.cun,Larrea,cuneifolia,1,1,.,1,Diego Vázquez,.
V1,2009-10-12,P2,p0046,arj.lon,Arjona,longifolia,.,.,13,13,Rocío Castro Urgal/Belén Maldonado,.
V1,2009-10-19,P2,p0046,arj.lon,Arjona,longifolia,2,8,.,16,Belén Maldonado/Rocío Castro Urgal,.
V19,2009-10-19,T1,p0046,arj.lon,Arjona,longifolia,2,6.5,.,13,Diego Vázquez,.
V1,2009-10-26,P2,p0046,arj.lon,Arjona,longifolia,5,3,.,15,Belén Maldonado/Rocío Castro Urgal,.
V19,2009-10-26,P2,p0046,arj.lon,Arjona,longifolia,1,10,.,10,Diego Vázquez,.
V19,2009-10-26,T1,p0046,arj.lon,Arjona,longifolia,17,7.27,.,123.64,Diego Vázquez,.
V19,2009-11-03,P2,p0046,arj.lon,Arjona,longifolia,15,3.8,.,57,Diego Vázquez,.
V19,2009-11-03,T1,p0046,arj.lon,Arjona,longifolia,18,3.8,.,68.4,Diego Vázquez,.
V19,2009-11-09,T1,p0046,arj.lon,Arjona,longifolia,1,5,.,5,Diego Vázquez,.
V19,2009-11-03,P1,p0047,dyp.gla,Dipyrena ,glaberrima,1,10,.,10,Diego Vázquez,Confirmar identificaciÃ³n
V4,2009-11-18,T2,p0047,dyp.gla,Dipyrena ,glaberrima,1,Falta no. flores,.,.,Natacha Chacoff,.
V20,2009-11-19,P2,p0047,dyp.gla,Dipyrena ,glaberrima,1,20,.,20,Diego Vázquez,"Baccharis en flor, no lo cuento"
V20,2009-11-23,.,p0047,dyp.gla,Dipyrena ,glaberrima,.,.,.,.,Diego Vázquez,.
V21,2009-11-23,P1,p0047,dyp.gla,Dipyrena ,glaberrima,5,33,.,165,Diego Vázquez,.
V21,2009-11-23,P5,p0047,dyp.gla,Dipyrena ,glaberrima,1,40,.,40,Diego Vázquez,.
V21,2009-11-23,T1,p0047,dyp.gla,Dipyrena ,glaberrima,2,6,.,12,Diego Vázquez,.
V20,2009-12-01,P5,p0047,dyp.gla,Dipyrena ,glaberrima,1,25,.,25,Diego Vázquez,.
V20,2009-12-16,P5,p0047,dyp.gla,Dipyrena ,glaberrima,1,45,.,45,Diego Vázquez,.
V1,2009-10-19,P2,p0050,hys.jas,Hysterionica,jassionoide,1,1,.,1,Belén Maldonado/Rocío Castro Urgal,.
V1,2009-10-26,P2,p0050,hys.jas,Hysterionica,jassionoide,1,1,.,1,Belén Maldonado/Rocío Castro Urgal,.
V21,2009-10-26,P5,p0050,hys.jas,Hysterionica,jassionoide,1,1,.,1,Diego Vázquez,.
V4,2009-10-26,P6,p0050,hys.jas,Hysterionica,jassionoide,1,1,.,1,Belén Maldonado/Rocío Castro Urgal,.
V4,2009-11-02,P6,p0050,hys.jas,Hysterionica,jassionoide,1,2,.,2,Diego Vázquez,.
V21,2009-11-03,P1,p0050,hys.jas,Hysterionica,jassionoide,1,1,.,1,Diego Vázquez,.
V21,2009-11-03,P2,p0050,hys.jas,Hysterionica,jassionoide,1,1,.,1,Diego Vázquez,.
V21,2009-11-03,P5,p0050,hys.jas,Hysterionica,jassionoide,5,1,.,5,Diego Vázquez,.
V21,2009-11-03,P6,p0050,hys.jas,Hysterionica,jassionoide,1,1,.,1,Diego Vázquez,.
V21,2009-11-09,P2,p0050,hys.jas,Hysterionica,jassionoide,2,1,.,2,Diego Vázquez,.
V21,2009-11-09,P5,p0050,hys.jas,Hysterionica,jassionoide,6,1,.,6,Diego Vázquez,.
V21,2009-11-09,P6,p0050,hys.jas,Hysterionica,jassionoide,3,1,.,3,Diego Vázquez,.
V4,2009-11-09,P6,p0050,hys.jas,Hysterionica,jassionoide,1,2,.,2,Belén Maldonado/Rocío Castro Urgal,.
V21,2009-11-23,P1,p0050,hys.jas,Hysterionica,jassionoide,2,2,.,4,Diego Vázquez,.
V21,2009-11-23,P5,p0050,hys.jas,Hysterionica,jassionoide,3,1,.,3,Diego Vázquez,.
V21,2009-11-23,P6,p0050,hys.jas,Hysterionica,jassionoide,1,2,.,2,Diego Vázquez,.
V21,2009-11-23,P6,p0050,hys.jas,Hysterionica,jassionoide,1,4,.,4,Diego Vázquez,.
V20,2009-12-01,T2,p0050,hys.jas,Hysterionica,jassionoide,1,1,.,1,Diego Vázquez,.
V21,2009-12-18,P2,p0050,hys.jas,Hysterionica,jassionoide,1,1,.,1,Diego Vázquez,.
V21,2009-12-18,P5,p0050,hys.jas,Hysterionica,jassionoide,2,2,.,4,Diego Vázquez,.
V1,2009-10-26,P6,p0051,mon.aph,Monttea ,aphylla ,1,50,.,50,Belén Maldonado/Rocío Castro Urgal,.
V1,2009-10-26,T1,p0051,mon.aph,Monttea ,aphylla ,1,5,.,5,Belén Maldonado/Rocío Castro Urgal,.
V18,2009-11-02,.,p0051,mon.aph,Monttea ,aphylla ,.,.,.,.,Diego Vázquez,Fuera de parcelas
V1,2009-11-03,P6,p0051,mon.aph,Monttea ,aphylla ,1,350,.,350,Diego Vázquez,.
V1,2009-11-03,T1,p0051,mon.aph,Monttea ,aphylla ,1,45,.,45,Diego Vázquez,.
V1,2009-11-09,P6,p0051,mon.aph,Monttea ,aphylla ,1,120,.,120,Belén Maldonado/Rocío Castro Urgal,.
V1,2009-11-09,T1,p0051,mon.aph,Monttea ,aphylla ,1,30,.,30,Natacha Chacoff,.
V1,2009-11-18,T1,p0051,mon.aph,Monttea ,aphylla ,1,7,.,7,Rocío Castro Urgal/Nydia Vitale,.
V1,2009-11-23,T1,p0051,mon.aph,Monttea ,aphylla ,1,4,.,4,Belén Maldonado/Rocío Castro Urgal,.
V19,2009-10-26,.,p0054,sph.min,Sphaeralcea,miniata,.,.,.,.,Diego Vázquez,Fuera de parcelas
V4,2009-10-26,P5,p0054,sph.min,Sphaeralcea,miniata,1,1,.,1,Belén Maldonado/Rocío Castro Urgal,.
V18,2009-11-02,P2,p0054,sph.min,Sphaeralcea,miniata,1,3,.,3,Diego Vázquez,.
V1,2009-09-21,P1,p0057,ero.cic,Erodium ,cicatarium,.,.,36,36,Belén Maldonado/Nydia Vitale,.
V4,2009-09-21,P2,p0057,ero.cic,Erodium ,cicatarium,.,.,4,4,Belén Maldonado/Nydia Vitale,.
V4,2009-09-21,P5,p0057,ero.cic,Erodium ,cicatarium,.,.,118,118,Belén Maldonado/Nydia Vitale,.
V4,2009-09-21,T1,p0057,ero.cic,Erodium ,cicatarium,.,.,24,24,Belén Maldonado/Nydia Vitale,.
V4,2009-09-21,T2,p0057,ero.cic,Erodium ,cicatarium,.,.,7,7,Belén Maldonado/Nydia Vitale,.
V1,2009-09-28,P1,p0057,ero.cic,Erodium ,cicatarium,.,.,102,102,Belén Maldonado/Nydia Vitale,.
V18,2009-10-05,P2,p0057,ero.cic,Erodium ,cicatarium,.,.,30,30,Diego Vázquez,.
V18,2009-10-05,P5,p0057,ero.cic,Erodium ,cicatarium,.,.,60,60,Diego Vázquez,.
V4,2009-10-05,P2,p0057,ero.cic,Erodium ,cicatarium,.,.,33,33,Rocío Castro Urgal/Belén Maldonado,.
V4,2009-10-05,P5,p0057,ero.cic,Erodium ,cicatarium,.,.,16,16,Rocío Castro Urgal/Belén Maldonado,.
V4,2009-10-05,T1,p0057,ero.cic,Erodium ,cicatarium,.,.,90,90,Rocío Castro Urgal/Belén Maldonado,.
V4,2009-10-05,T2,p0057,ero.cic,Erodium ,cicatarium,.,.,41,41,Rocío Castro Urgal/Belén Maldonado,.
V1,2009-10-07,P1,p0057,ero.cic,Erodium ,cicatarium,.,.,119,119,Rocío Castro Urgal/Belén Maldonado,.
V1,2009-10-07,P5,p0057,ero.cic,Erodium ,cicatarium,.,.,1,1,Rocío Castro Urgal/Belén Maldonado,.
V1,2009-10-12,P1,p0057,ero.cic,Erodium ,cicatarium,.,.,3,3,Rocío Castro Urgal/Belén Maldonado,.
V18,2009-10-12,P2,p0057,ero.cic,Erodium ,cicatarium,.,.,17,17,Diego Vázquez,.
V18,2009-10-12,P5,p0057,ero.cic,Erodium ,cicatarium,.,.,2,2,Diego Vázquez,.
V18,2009-10-12,P6,p0057,ero.cic,Erodium ,cicatarium,.,.,3,3,Diego Vázquez,.
V4,2009-10-12,P2,p0057,ero.cic,Erodium ,cicatarium,.,.,6,6,Rocío Castro Urgal/Belén Maldonado,.
V4,2009-10-12,P5,p0057,ero.cic,Erodium ,cicatarium,.,.,24,24,Rocío Castro Urgal/Belén Maldonado,.
V4,2009-10-12,P6,p0057,ero.cic,Erodium ,cicatarium,.,.,2,2,Rocío Castro Urgal/Belén Maldonado,.
V4,2009-10-12,T1,p0057,ero.cic,Erodium ,cicatarium,.,.,62,62,Rocío Castro Urgal/Belén Maldonado,.
V4,2009-10-12,T2,p0057,ero.cic,Erodium ,cicatarium,.,.,5,5,Rocío Castro Urgal/Belén Maldonado,.
V1,2009-10-19,P1,p0057,ero.cic,Erodium ,cicatarium,.,.,1,1,Belén Maldonado/Rocío Castro Urgal,.
V18,2009-10-26,P1,p0057,ero.cic,Erodium ,cicatarium,1,2,.,2,Diego Vázquez,.
V18,2009-10-26,P2,p0057,ero.cic,Erodium ,cicatarium,.,.,1,1,Diego Vázquez,.
V4,2009-10-05,P1,p0059,des.sp1,Descurainia,sp.,1,2,.,2,Rocío Castro Urgal/Belén Maldonado,.
V4,2009-10-05,P2,p0059,des.sp1,Descurainia,sp.,4,1.75,.,7,Rocío Castro Urgal/Belén Maldonado,.
V4,2009-10-05,T1,p0059,des.sp1,Descurainia,sp.,.,.,5,5,Rocío Castro Urgal/Belén Maldonado,.
V4,2009-10-05,T2,p0059,des.sp1,Descurainia,sp.,.,.,2,2,Rocío Castro Urgal/Belén Maldonado,.
V4,2009-10-12,P1,p0059,des.sp1,Descurainia,sp.,.,.,2,2,Rocío Castro Urgal/Belén Maldonado,Colectada
V4,2009-10-12,P2,p0059,des.sp1,Descurainia,sp.,.,.,6,6,Rocío Castro Urgal/Belén Maldonado,.
V4,2009-10-12,T1,p0059,des.sp1,Descurainia,sp.,.,.,2,2,Rocío Castro Urgal/Belén Maldonado,.
V4,2009-10-12,T2,p0059,des.sp1,Descurainia,sp.,.,.,2,2,Rocío Castro Urgal/Belén Maldonado,.
V4,2009-10-19,T2,p0059,des.sp1,Descurainia,sp.,1,3,.,3,Belén Maldonado/Rocío Castro Urgal,.
V18,2009-10-12,P5,p0060,lyc.gil,Lycium ,gillesianum,2,40,.,80,Diego Vázquez,.
V18,2009-10-12,P6,p0060,lyc.gil,Lycium ,gillesianum,1,50,.,50,Diego Vázquez,.
V4,2009-10-12,P1,p0060,lyc.gil,Lycium ,gillesianum,1,42,.,42,Rocío Castro Urgal/Belén Maldonado,.
V4,2009-10-19,P1,p0060,lyc.gil,Lycium ,gillesianum,1,200,.,200,Belén Maldonado/Rocío Castro Urgal,.
V4,2009-11-02,P1,p0061,phi.gil,Philibertia,gilliesi,1,20,.,20,Diego Vázquez,.
V4,2009-11-02,T2,p0061,phi.gil,Philibertia,gilliesi,1,1,.,1,Diego Vázquez,.
V4,2009-11-09,P1,p0061,phi.gil,Philibertia,gilliesi,1,44,.,44,Belén Maldonado/Rocío Castro Urgal,.
V4,2009-11-18,P1,p0061,phi.gil,Philibertia,gilliesi,1,6,.,6,Rocío Castro Urgal/Nydia Vitale,.
V18,2009-10-26,P1,p0069,sen.gil,Senecio,gillesianus,1,3,.,3,Diego Vázquez,.
V18,2009-11-02,P2,p0069,sen.gil,Senecio,gillesianus,1,2,.,2,Diego Vázquez,.
V19,2009-11-09,.,p0069,sen.gil,Senecio,gillesianus,.,.,.,.,Diego Vázquez,.
V19,2009-12-16,.,p0069,sen.gil,Senecio,gillesianus,.,.,.,.,Diego Vázquez,.
V21,2009-12-18,P1,p0069,sen.gil,Senecio,gillesianus,1,1,.,1,Diego Vázquez,.
V21,2009-12-18,P5,p0069,sen.gil,Senecio,gillesianus,3,5.67,.,17,Diego Vázquez,.
V21,2009-12-18,P6,p0069,sen.gil,Senecio,gillesianus,2,11.5,.,23,Diego Vázquez,.
V18,2009-10-05,.,p0071,gla.sp2,Glandularia,sp.,.,.,.,.,Diego Vázquez,planta fuera de parcelas
V18,2009-10-12,P2,p0071,gla.sp2,Glandularia,sp.,1,6,.,6,Diego Vázquez,.
V18,2009-10-26,.,p0071,gla.sp2,Glandularia,sp.,.,.,.,.,Diego Vázquez,.
V1,2009-10-07,P1,p0072,pla.pat,Plantago,patagonica,.,.,6,6,Rocío Castro Urgal/Belén Maldonado,.
V1,2009-10-07,P5,p0072,pla.pat,Plantago,patagonica,.,.,8,8,Rocío Castro Urgal/Belén Maldonado,.
V1,2009-10-12,P3,p0072,pla.pat,Plantago,patagonica,.,.,82,82,Rocío Castro Urgal/Belén Maldonado,.
V1,2009-10-19,P5,p0072,pla.pat,Plantago,patagonica,11,8.64,.,95,Belén Maldonado/Rocío Castro Urgal,.
V4,2009-10-19,T1,p0072,pla.pat,Plantago,patagonica,.,.,154,154,Belén Maldonado/Rocío Castro Urgal,.
V1,2009-10-26,P5,p0072,pla.pat,Plantago,patagonica,.,.,45,45,Belén Maldonado/Rocío Castro Urgal,.
V4,2009-10-26,T1,p0072,pla.pat,Plantago,patagonica,.,.,780,780,Belén Maldonado/Rocío Castro Urgal,.
V19,2009-09-28,.,p0093,den.rho,Denmoza,rhodocantha,.,.,.,.,Diego Vázquez,"nieve, planta fuera de parcelas"
V21,2009-10-07,.,p0093,den.rho,Denmoza,rhodocantha,.,.,.,.,Diego Vázquez,Un individuo fuera de parcelas
V19,2009-10-12,P5,p0093,den.rho,Denmoza,rhodocantha,1,1,.,1,Diego Vázquez,.
V19,2009-10-26,P5,p0093,den.rho,Denmoza,rhodocantha,2,1,.,2,Diego Vázquez,.
V21,2009-10-26,.,p0093,den.rho,Denmoza,rhodocantha,.,.,.,.,Diego Vázquez,Fuera de parcelas
V19,2009-11-03,P5,p0093,den.rho,Denmoza,rhodocantha,1,2,.,2,Diego Vázquez,.
V21,2009-11-03,.,p0093,den.rho,Denmoza,rhodocantha,.,.,.,.,Diego Vázquez,.
V21,2009-11-03,P5,p0093,den.rho,Denmoza,rhodocantha,1,2,.,2,Diego Vázquez,.
V21,2009-11-09,P2,p0093,den.rho,Denmoza,rhodocantha,2,1,.,2,Diego Vázquez,.
V21,2009-11-23,P5,p0093,den.rho,Denmoza,rhodocantha,1,1,.,1,Diego Vázquez,.
V21,2009-10-07,.,p0094,lob.for,Lobivia,formosa,.,.,.,.,Diego Vázquez,Tres individuos fuera de parcelas
V21,2009-10-12,.,p0094,lob.for,Lobivia,formosa,.,.,.,.,Diego Vázquez,Fuera de parcelas
V21,2009-10-19,P1,p0094,lob.for,Lobivia,formosa,1,1,.,1,Diego Vázquez,.
V21,2009-10-26,P1,p0094,lob.for,Lobivia,formosa,1,1,.,1,Diego Vázquez,Pico de floracion de Lobivia
V21,2009-11-03,.,p0094,lob.for,Lobivia,formosa,.,.,.,.,Diego Vázquez,.
V19,2009-09-28,.,p0095,eup.col,Euphorbia,collina,.,.,.,.,Diego Vázquez,"nieve, planta fuera de parcelas"
V20,2009-10-26,P2,p0096,ber.gre,Berberis,grevilleana,1,12,.,12,Diego Vázquez,.
V21,2009-11-03,.,p0096,ber.gre,Berberis,grevilleana,.,.,.,.,Diego Vázquez,.
V21,2009-11-09,T1,p0096,ber.gre,Berberis,grevilleana,2,27.5,.,55,Diego Vázquez,.
V19,2009-11-03,T1,p0097,mon.dyc,Monnina,dyctiocarpa,1,14,.,14,Diego Vázquez,.
V21,2009-11-03,T1,p0097,mon.dyc,Monnina,dyctiocarpa,1,30,.,30,Diego Vázquez,.
V21,2009-11-23,P1,p0097,mon.dyc,Monnina,dyctiocarpa,1,20,.,20,Diego Vázquez,.
V21,2009-11-23,P6,p0097,mon.dyc,Monnina,dyctiocarpa,1,6,.,6,Diego Vázquez,.
V21,2009-11-09,P1,p0098,ant.maj,Antirrhinum,majus,1,2,.,2,Diego Vázquez,.
V21,2009-11-09,P2,p0098,ant.maj,Antirrhinum,majus,2,1.5,.,3,Diego Vázquez,.
V21,2009-11-23,P6,p0098,ant.maj,Antirrhinum,majus,5,6.6,.,33,Diego Vázquez,.
V21,2009-12-18,P2,p0098,ant.maj,Antirrhinum,majus,2,2,.,4,Diego Vázquez,.
V20,2009-10-19,P6,p0099,col.int,Coliguaya,integerrima,5,564,.,2820,Diego Vázquez,Solo conte plantas masculinas
V20,2009-10-26,P6,p0099,col.int,Coliguaya,integerrima,5,564,.,2820,Diego Vázquez,Solo conte plantas masculinas
V20,2009-11-03,P6,p0099,col.int,Coliguaya,integerrima,5,10,.,50,Diego Vázquez,"Pasada, casi sin flores"
V20,2009-11-09,T1,p0099,col.int,Coliguaya,integerrima,1,13,.,13,Diego Vázquez,.
V18,2009-11-19,P1,p0100,ech.leu,Echinopsis,leucantha,1,1,.,1,Diego Vázquez,.
V19,2009-10-26,P6,p0101,hof.er2,Hoffmannseggia  ,erecta,6,1.67,.,10,Diego Vázquez,.
V19,2009-11-03,T1,p0101,hof.er2,Hoffmannseggia  ,erecta,1,2,.,2,Diego Vázquez,.
V21,2009-11-09,P1,p0101,hof.er2,Hoffmannseggia  ,erecta,1,1,.,1,Diego Vázquez,Colectada
V21,2009-11-09,P2,p0101,hof.er2,Hoffmannseggia  ,erecta,3,1,.,3,Diego Vázquez,.
V4,2009-10-05,P1,p0102,lap.red,Lappula,redowski,2,2,.,4,Rocío Castro Urgal/Belén Maldonado,Falta ingresar al catÃ¡logo
V4,2009-10-05,P2,p0102,lap.red,Lappula,redowski,1,1,.,1,Rocío Castro Urgal/Belén Maldonado,.
V1,2009-10-12,P1,p0102,lap.red,Lappula,redowski,.,.,5,5,Rocío Castro Urgal/Belén Maldonado,No Veronica
V4,2009-10-12,P2,p0102,lap.red,Lappula,redowski,1,1,.,1,Rocío Castro Urgal/Belén Maldonado,No Veronica
V4,2009-10-12,P5,p0102,lap.red,Lappula,redowski,1,5,.,5,Rocío Castro Urgal/Belén Maldonado,No Veronica
V4,2009-10-12,T2,p0102,lap.red,Lappula,redowski,.,.,2,2,Rocío Castro Urgal/Belén Maldonado,No Veronica
