site,year,date,codigo.p,no.esp.p,codigo.i,no.esp.i,obs.time,no.fl.obs,no.fl.visit,observer
V4,2006,2006-10-16,tri.can,p0043,aug.sp,i0228,10:45,2,1,Nachu
V4,2009,2009-10-28,tri.can,p0043,nit.sp1,i0175,08:36:00,1,1,Belen
V4,2011,2011-11-08,tri.can,p0043,NA,NA,10:50,1,1,enzo
V1,2010,2010-12-03,tri.can,p0043,cop.ari,i0044,9:24,1,1,silvia
V4,2009,2009-10-26,tri.can,p0043,dih.sp1,i0031,13:47:00,1,1,nachu
V4,2008,2008-11-07,tri.can,p0043,lip.nig,i0166,10:58:00,2,1,Nachu
V1,2009,2009-11-05,tri.can,p0043,tri.sp2,i0231,10:42:00,1,1,Rocio
V4,2008,2008-11-07,tri.can,p0043,neu.sp1,i0216,10:58:00,2,1,Nachu
V4,2009,2009-11-04,tri.can,p0043,pse.sp,i0167,12:20:00,11,1,Nachu
V4,2010,2010-12-10,tri.can,p0043,aug.sp,i0228,9:34,1,1,nachu
V4,2006,2006-11-06,tri.can,p0043,NA,NA,11:07,1,0,Nachu
V4,2008,2008-12-12,tri.can,p0043,aug.sp,i0228,08:23:00,1,1,Nachu
V4,2009,2009-10-28,tri.can,p0043,nit.sp1,i0175,08:36:00,1,1,Belen
V4,2009,2009-10-28,tri.can,p0043,nit.sp1,i0175,08:36:00,1,1,Belen
V4,2007,2007-11-15,tri.can,p0043,NA,NA,09:50,2,0,Nachu
V4,2006,2006-10-16,tri.can,p0043,dih.sp1,i0031,11:18,1,1,Nachu
V4,2009,2009-11-04,tri.can,p0043,api.mel,i0070,12:20:00,11,4,Nachu
V4,2006,2006-10-16,tri.can,p0043,dih.sp1,i0031,11:18,1,1,Nachu
V1,2010,2010-10-28,tri.can,p0043,nit.sp1,i0175,13:35,1,1,silvia
V4,2006,2006-10-16,tri.can,p0043,dih.sp1,i0031,11:18,1,1,Nachu
V4,2009,2009-10-28,tri.can,p0043,nit.sp1,i0175,08:36:00,1,1,Belen
V4,2011,2011-10-25,tri.can,p0043,NA,NA,09:00,1,0,enzo
V4,2009,2009-10-28,tri.can,p0043,nit.sp1,i0175,08:36:00,1,1,Belen
V4,2009,2009-10-28,tri.can,p0043,nit.sp1,i0175,08:36:00,1,1,Belen
V4,2009,2009-10-26,tri.can,p0043,cam.mus,i0072,12:39:00,1,1,Rocio
V4,2009,2009-10-28,tri.can,p0043,nit.sp1,i0175,08:36:00,1,1,Belen
V4,2009,2009-10-28,tri.can,p0043,nit.sp1,i0175,08:36:00,1,1,Belen
V4,2011,2011-11-08,tri.can,p0043,NA,NA,09:34,1,0,nachu
V1,2010,2010-10-28,tri.can,p0043,nit.sp1,i0175,13:35,1,1,silvia
V4,2007,2007-11-15,tri.can,p0043,NA,NA,08:24,2,0,Nachu
V4,2009,2009-10-28,tri.can,p0043,nit.sp1,i0175,08:36:00,1,1,Belen
V4,2009,2009-10-28,tri.can,p0043,nit.sp1,i0175,08:36:00,1,1,Belen
V4,2006,2006-10-16,tri.can,p0043,dih.sp1,i0031,11:18,1,1,Nachu
V4,2006,2006-10-30,tri.can,p0043,nit.sp1,i0175,11:22,1,1,Erica
V1,2011,2011-10-25,tri.can,p0043,NA,NA,12:24,100,1,silvia
V4,2009,2009-10-26,tri.can,p0043,aug.sp,i0228,13:47:00,1,1,nachu
V4,2006,2006-10-30,tri.can,p0043,nit.sp1,i0175,11:22,1,1,Erica
V4,2009,2009-10-28,tri.can,p0043,pse.sp,i0167,08:46:00,2,1,Belen
V4,2009,2009-11-04,tri.can,p0043,arh.bif,i0020,11:49:00,1,1,belen
V4,2009,2009-10-28,tri.can,p0043,nit.sp1,i0175,08:36:00,1,1,Belen
V4,2006,2006-10-30,tri.can,p0043,NA,NA,12:25,1,0,Erica
V4,2009,2009-10-28,tri.can,p0043,nit.sp1,i0175,08:36:00,1,1,Belen
V4,2009,2009-11-04,tri.can,p0043,lepid3,i0079,11:23:00,1,1,belen
V4,2009,2009-11-04,tri.can,p0043,dih.sp1,i0031,11:23:00,1,1,belen
V1,2009,2009-10-28,tri.can,p0043,aug.sp,i0228,12:47:00,1,1,Belen
V4,2011,2011-10-25,tri.can,p0043,NA,NA,10:01,1,0,enzo
V4,2007,2007-10-23,tri.can,p0043,NA,NA,12:47,1,0,Nachu
V4,2006,2006-11-13,tri.can,p0043,NA,NA,10:10,1,0,Beni
V4,2009,2009-10-28,tri.can,p0043,dih.sp1,i0031,08:46:00,1,1,Belen
V4,2009,2009-10-28,tri.can,p0043,nit.sp1,i0175,08:36:00,1,1,Belen
V4,2010,2010-12-17,cap.ata,p0044,str.eur,i0131,10:12,200,3,nachu
V4,2008,2008-12-19,cap.ata,p0044,coe.sp5,i0241,11:17:00,300,2,Nachu
V1,2010,2010-12-03,cap.ata,p0044,cop.sp2,i0052,11:01,280,1,silvia
V4,2010,2010-12-17,cap.ata,p0044,api.mel,i0070,10:25,350,1,silvia
V4,2010,2010-12-17,cap.ata,p0044,cen.bre,i0007,0,350,1,silvia
V4,2009,2009-12-11,cap.ata,p0044,coe.chi,i0239,13:25:00,500,1,Rocio
V4,2009,2009-12-11,cap.ata,p0044,wil.cha,i0096,13:25:00,500,1,Rocio
V4,2010,2010-12-17,cap.ata,p0044,rub.nas,i0265,10:38,90,1,nachu
V4,2008,2008-12-12,cap.ata,p0044,coe.sp5,i0241,12:44:00,200,1,Nachu
V4,2011,2011-12-13,cap.ata,p0044,str.eur,i0131,10:40,1500,1,nachu
V4,2010,2010-12-17,cap.ata,p0044,api.mel,i0070,10:03,140,2,nachu
V4,2008,2008-11-07,cap.ata,p0044,xyl.ord,i0001,08:56:00,80,2,Nachu
V4,2010,2010-12-17,cap.ata,p0044,cos.chi,i0077,10:38,90,1,nachu
V4,2009,2009-12-11,cap.ata,p0044,rub.nas,i0265,12:25:00,600,5,Rocio
V4,2008,2008-12-19,cap.ata,p0044,amm.sp1,i0126,11:17:00,300,1,Nachu
V4,2011,2011-12-06,cap.ata,p0044,sphecid1,i0121,13:38:00,500,5,silvia
V4,2011,2011-11-08,cap.ata,p0044,str.eur,i0131,10:35,70,2,nachu
V4,2008,2008-12-12,cap.ata,p0044,amm.sp1,i0126,11:13:00,19,1,Nachu
V4,2008,2008-12-17,cap.ata,p0044,cos.chi,i0077,12:50:00,300,1,Nachu
V1,2011,2011-12-20,cap.ata,p0044,api.mel,i0070,13:13:00,1000,3,silvia
V4,2010,2010-12-10,cap.ata,p0044,cop.ari,i0044,7:55:00,700,1,nachu
V4,2011,2011-12-13,cap.ata,p0044,api.mel,i0070,09:55,100,1,silvia
V4,2008,2008-10-07,cap.ata,p0044,xyl.ord,i0001,10:19:00,50,38,Nachu
V4,2011,2011-12-13,cap.ata,p0044,NA,NA,09:55,100,0,silvia
V4,2011,2011-12-13,cap.ata,p0044,aug.sp,i0228,10:40,1500,2,nachu
V4,2010,2010-12-17,cap.ata,p0044,api.mel,i0070,10:12,200,3,nachu
V4,2009,2009-12-11,cap.ata,p0044,meg.pse2,i0238,13:25:00,500,2,Rocio
V4,2008,2008-12-02,cap.ata,p0044,amm.sp1,i0126,12:32:00,200,2,Nachu
V4,2007,2007-12-04,cap.ata,p0044,cen.bre,i0007,11:19,500,1,Nachu
V4,2007,2007-12-04,cap.ata,p0044,cop.ari,i0044,11:19,500,1,Nachu
V4,2007,2007-12-11,cap.ata,p0044,amm.sp1,i0126,12:03,50,1,Nachu
V4,2008,2008-12-12,cap.ata,p0044,cen.bre,i0007,09:21:00,44,1,Nachu
V4,2011,2011-11-08,cap.ata,p0044,tac.sp10,i0191,10:35,70,1,nachu
V4,2009,2009-12-11,cap.ata,p0044,rub.nas,i0265,13:25:00,500,2,Rocio
V4,2009,2009-12-11,cap.ata,p0044,sphecid1,i0121,12:25:00,600,3,Rocio
V4,2010,2010-12-17,cap.ata,p0044,col.cog,i0169,9:39,90,1,nachu
V4,2008,2008-12-02,cap.ata,p0044,pir.com,i0132,13:02:00,100,1,Nachu
V4,2010,2010-12-10,cap.ata,p0044,sphecid1,i0121,7:58,100,2,silvia
V4,2009,2009-12-11,cap.ata,p0044,coe.sp6,i0242,12:25:00,600,1,Rocio
V4,2011,2011-11-25,cap.ata,p0044,str.eur,i0131,11:15,550,1,silvia
V4,2010,2010-12-10,cap.ata,p0044,bombil9,i0183,10:03,200,2,nachu
V4,2011,2011-12-13,cap.ata,p0044,sphecid1,i0121,10:40,1500,2,nachu
V4,2010,2010-12-17,cap.ata,p0044,cen.bre,i0007,10:38,90,22,nachu
V4,2007,2007-12-04,cap.ata,p0044,mes.jen,i0011,12:52,100,2,Erica
V4,2010,2010-12-17,cap.ata,p0044,sphecid1,i0121,10:12,200,1,nachu
V4,2011,2011-12-13,cap.ata,p0044,api.mel,i0070,09:55,100,1,silvia
V4,2007,2007-12-11,cap.ata,p0044,cen.bre,i0007,11:48,50,4,Nachu
V4,2007,2007-12-04,cap.ata,p0044,xyl.ord,i0001,11:19,500,2,Nachu
V4,2010,2010-12-17,cap.ata,p0044,rub.nas,i0265,10:38,90,1,nachu
V4,2011,2011-12-13,cap.ata,p0044,sphecid1,i0121,10:40,1500,1,nachu
V4,2010,2010-12-17,cap.ata,p0044,cop.ari,i0044,10:12,200,1,nachu
V4,2010,2010-12-10,cap.ata,p0044,bom.opi,i0002,7:55:00,700,1,nachu
V4,2008,2008-10-07,cap.ata,p0044,str.eur,i0131,10:19:00,50,3,Nachu
V4,2007,2007-12-11,cap.ata,p0044,str.eur,i0131,12:03,50,1,Nachu
V4,2008,2008-12-02,cap.ata,p0044,aud.sp,i0178,13:02:00,100,1,Nachu
V4,2011,2011-12-13,cap.ata,p0044,rub.nas,i0265,10:40,1500,1,nachu
V4,2009,2009-12-11,cap.ata,p0044,cen.bre,i0007,12:25:00,600,15,Rocio
V4,2008,2008-12-12,cap.ata,p0044,amm.sp1,i0126,12:44:00,200,2,Nachu
V4,2010,2010-12-10,cap.ata,p0044,cop.ari,i0044,10:03,200,2,nachu
V4,2008,2008-12-19,cap.ata,p0044,sphecid1,i0121,11:31:00,3,1,Nachu
V4,2008,2008-12-02,cap.ata,p0044,pol.cav,i0039,13:02:00,100,1,Nachu
V4,2010,2010-12-17,cap.ata,p0044,sphecid1,i0121,10:12,200,1,nachu
V4,2011,2011-12-13,cap.ata,p0044,NA,NA,10:49,500,1,nachu
V4,2011,2011-12-02,cap.ata,p0044,sphecid1,i0121,09:25,400,2,nachu
V4,2008,2008-11-11,cap.ata,p0044,cen.bre,i0007,13:50:00,400,1,Nachu
V4,2009,2009-12-11,cap.ata,p0044,cen.bre,i0007,12:25:00,600,15,Rocio
V4,2009,2009-12-11,cap.ata,p0044,cen.bre,i0007,12:25:00,600,15,Rocio
V4,2008,2008-12-17,cap.ata,p0044,tac.sp1,i0038,12:59:00,80,11,Nachu
V4,2010,2010-12-17,cap.ata,p0044,cop.ari,i0044,9:39,90,1,nachu
V4,2010,2010-12-10,cap.ata,p0044,cop.ari,i0044,8:28,50,4,silvia
V4,2007,2007-12-04,cap.ata,p0044,str.eur,i0131,11:19,500,1,Nachu
V4,2008,2008-12-12,cap.ata,p0044,sphecid1,i0121,11:13:00,19,2,Nachu
V4,2010,2010-12-10,cap.ata,p0044,rub.nas,i0265,10:03,200,2,nachu
V4,2008,2008-12-19,cap.ata,p0044,tac.sp1,i0038,11:31:00,3,2,Nachu
V4,2010,2010-12-17,cap.ata,p0044,bom.opi,i0002,10:38,90,3,nachu
V4,2007,2007-12-04,cap.ata,p0044,sphecid1,i0121,11:19,500,1,Nachu
V4,2011,2011-12-13,cap.ata,p0044,NA,NA,10:49,500,1,nachu
V4,2010,2010-12-10,cap.ata,p0044,cop.ari,i0044,8:28,50,2,silvia
V4,2010,2010-12-10,cap.ata,p0044,bombil8,i0085,10:03,200,1,nachu
V4,2007,2007-12-11,cap.ata,p0044,mes.jen,i0011,12:08,100,1,Nachu
V4,2008,2008-12-19,cap.ata,p0044,aug.sp,i0228,11:31:00,3,2,Nachu
V4,2008,2008-12-19,cap.ata,p0044,xyl.ord,i0001,11:17:00,300,1,Nachu
V4,2010,2010-12-10,cap.ata,p0044,xyl.ord,i0001,7:55:00,700,5,nachu
V3,2006,2007-01-19,cap.ata,p0044,cop.ari,i0044,09:50,120,2,Jimena
V4,2008,2008-12-19,cap.ata,p0044,cos.chi,i0077,11:31:00,3,1,Nachu
V4,2009,2009-12-11,cap.ata,p0044,cen.bre,i0007,12:25:00,600,15,Rocio
V1,2011,2011-12-20,cap.ata,p0044,sphecid1,i0121,13:13:00,1000,1,silvia
V4,2011,NA,cap.ata,p0044,xyl.ord,i0001,12:25,20,2,enzo
V4,2007,2007-12-11,cap.ata,p0044,str.eur,i0131,12:08,100,1,Nachu
V4,2008,2008-10-07,cap.ata,p0044,api.mel,i0070,10:19:00,50,2,Nachu
V1,2011,2011-12-20,cap.ata,p0044,sphecid1,i0121,13:13:00,1000,1,silvia
V1,2011,2011-12-20,cap.ata,p0044,sphecid1,i0121,13:13:00,1000,1,silvia
V4,2008,2008-12-12,cap.ata,p0044,sphecid1,i0121,12:44:00,200,1,Nachu
V4,2007,2007-12-11,cap.ata,p0044,sphecid1,i0121,12:59,80,3,Nachu
V4,2007,2007-12-11,cap.ata,p0044,mes.jen,i0011,12:33,10,2,Nachu
V4,2010,2010-12-10,cap.ata,p0044,cop.ari,i0044,10:03,200,1,nachu
V4,2007,2007-12-11,cap.ata,p0044,amm.sp1,i0126,12:03,50,1,Nachu
V4,2007,2007-12-11,cap.ata,p0044,dih.sp1,i0031,12:59,80,1,Nachu
V4,2008,2008-12-02,cap.ata,p0044,meg.cte,i0015,12:32:00,200,4,Nachu
V4,2009,2009-12-02,cap.ata,p0044,sphecid1,i0121,10:40:00,500,1,Nachu
V4,2010,2010-12-10,cap.ata,p0044,cop.sp2,i0052,7:55:00,700,1,nachu
V4,2011,2011-12-13,cap.ata,p0044,sphecid1,i0121,10:40,1500,1,nachu
V4,2011,2011-11-04,cap.ata,p0044,cos.chi,i0077,12:30,150,2,silvia
V4,2008,2008-12-19,cap.ata,p0044,tac.sp1,i0038,11:31:00,3,1,Nachu
V1,2011,2011-12-20,cap.ata,p0044,tac.sp1,i0038,13:13:00,1000,1,silvia
V4,2010,2010-12-10,cap.ata,p0044,cop.ari,i0044,10:03,200,3,nachu
V4,2010,2010-12-10,cap.ata,p0044,sphecid1,i0121,7:58,100,1,silvia
V4,2010,2010-12-10,cap.ata,p0044,str.eur,i0131,9:53,90,2,nachu
V4,2010,2010-12-10,cap.ata,p0044,cop.ari,i0044,8:28,50,3,silvia
V4,2010,2010-12-17,cap.ata,p0044,api.mel,i0070,9:39,90,3,nachu
V4,2010,2010-12-17,cap.ata,p0044,api.mel,i0070,10:03,140,1,nachu
V4,2007,2007-12-11,cap.ata,p0044,sphecid1,i0121,12:59,80,3,Nachu
V4,2010,2010-12-10,cap.ata,p0044,syr.sp2,i0050,0,200,1,nachu
V4,2010,2010-12-17,cap.ata,p0044,cop.ari,i0044,10:03,140,2,nachu
V1,2010,2010-12-03,cap.ata,p0044,tac.sp1,i0038,11:01,280,1,silvia
V4,2008,2008-12-19,cap.ata,p0044,tac.sp1,i0038,11:17:00,300,7,Nachu
V4,2011,2011-12-13,cap.ata,p0044,NA,NA,09:41,50,0,silvia
V4,2008,2008-12-17,cap.ata,p0044,bom.opi,i0002,08:36:00,300,3,Nachu
V4,2010,2010-12-10,cap.ata,p0044,xyl.ord,i0001,7:55:00,700,6,nachu
V4,2008,2008-12-12,cap.ata,p0044,cen.bre,i0007,12:44:00,200,1,Nachu
V4,2008,2008-12-12,cap.ata,p0044,sphecid1,i0121,11:13:00,19,1,Nachu
V4,2010,2010-12-17,cap.ata,p0044,bom.opi,i0002,10:25,350,8,silvia
V4,2011,2011-11-22,cap.ata,p0044,NA,NA,12:15,300,1,silvia
V4,2007,2007-11-27,cap.ata,p0044,com.ful,i0059,11:12,130,1,Nachu
V4,2008,2008-12-12,cap.ata,p0044,sphecid1,i0121,12:44:00,200,1,Nachu
V4,2009,2009-11-30,cap.ata,p0044,pompil3,i0263,11:11:00,120,4,Nachu
V4,2008,2008-12-12,cap.ata,p0044,aug.sp,i0228,12:44:00,200,1,Nachu
V4,2011,NA,cap.ata,p0044,meg.jor,i0298,12:25,20,1,enzo
V4,2010,2010-12-10,cap.ata,p0044,cop.ari,i0044,9:53,90,2,nachu
V4,2007,2007-12-11,cap.ata,p0044,tac.sp1,i0038,11:48,50,1,Nachu
V4,2008,2008-12-12,cap.ata,p0044,aug.sp,i0228,12:44:00,200,2,Nachu
V4,2008,2008-12-19,cap.ata,p0044,cos.chi,i0077,11:31:00,3,1,Nachu
V4,2007,2007-12-11,cap.ata,p0044,sphecid1,i0121,12:59,80,2,Nachu
V4,2008,2008-12-19,cap.ata,p0044,sphecid1,i0121,11:17:00,300,1,Nachu
V4,2008,2008-10-07,cap.ata,p0044,api.mel,i0070,10:19:00,50,4,Nachu
V4,2008,2008-12-19,cap.ata,p0044,aug.sp,i0228,11:17:00,300,3,Nachu
V4,2010,2010-12-17,cap.ata,p0044,NA,NA,9:39,90,1,nachu
V4,2010,2010-12-10,cap.ata,p0044,api.mel,i0070,10:03,200,2,nachu
V4,2011,2011-12-13,cap.ata,p0044,sphecid1,i0121,10:49,500,2,nachu
V4,2008,2008-12-02,cap.ata,p0044,tac.sp1,i0038,12:32:00,200,2,Nachu
V4,2008,2008-12-17,cap.ata,p0044,sphecid1,i0121,12:41:00,500,6,Nachu
V3,2006,2007-01-19,cap.ata,p0044,cen.bre,i0007,09:21,400,50,Jimena
V4,2007,2007-12-11,cap.ata,p0044,sphecid1,i0121,12:59,80,1,Nachu
V4,2010,2010-12-10,cap.ata,p0044,sphecid1,i0121,7:58,100,6,silvia
V4,2008,2008-12-12,cap.ata,p0044,cen.bre,i0007,12:44:00,200,6,Nachu
V4,2009,2009-12-02,cap.ata,p0044,sphecid1,i0121,10:40:00,500,3,Nachu
V4,2010,2010-12-10,cap.ata,p0044,cop.ari,i0044,7:55:00,700,2,nachu
V4,2007,2007-12-04,cap.ata,p0044,cen.bre,i0007,12:52,100,4,Erica
V4,2007,2007-11-15,cap.ata,p0044,NA,NA,08:54,20,0,Nachu
V4,2010,2010-12-10,cap.ata,p0044,xyl.ord,i0001,7:55:00,700,9,nachu
V4,2011,2011-12-06,cap.ata,p0044,dih.sp1,i0031,13:38:00,500,1,silvia
V1,2010,2010-12-03,cap.ata,p0044,bombil10,i0206,11:01,280,2,silvia
V4,2008,2008-12-02,cap.ata,p0044,bombil11,i0207,13:02:00,100,1,Nachu
V4,2008,2008-10-24,cap.ata,p0044,xyl.ord,i0001,11:00:00,800,12,Nachu
V4,2007,2007-12-11,cap.ata,p0044,amm.sp1,i0126,10:51,30,2,Nachu
V4,2008,2008-12-17,cap.ata,p0044,sphecid1,i0121,12:59:00,80,1,Nachu
V4,2007,2007-12-11,cap.ata,p0044,mes.jen,i0011,12:08,100,2,Nachu
V4,2010,2010-12-17,cap.ata,p0044,bom.opi,i0002,10:38,90,1,nachu
V4,2008,2008-12-17,cap.ata,p0044,cos.chi,i0077,12:50:00,300,3,Nachu
V4,2010,2010-12-10,cap.ata,p0044,api.mel,i0070,7:55:00,700,5,nachu
V4,2009,2009-12-11,cap.ata,p0044,meg.pse,i0212,13:25:00,500,1,Rocio
V4,2008,2008-12-17,cap.ata,p0044,sphecid1,i0121,12:50:00,300,1,Nachu
V4,2011,2011-12-13,cap.ata,p0044,sphecid1,i0121,10:40,1500,1,nachu
V1,2011,2011-12-20,cap.ata,p0044,sphecid1,i0121,13:13:00,1000,1,silvia
V4,2007,2007-12-04,cap.ata,p0044,sphecid1,i0121,11:19,500,1,Nachu
V4,2008,2008-12-19,cap.ata,p0044,aug.sp,i0228,11:17:00,300,1,Nachu
V4,2010,2010-12-10,cap.ata,p0044,sphecid1,i0121,7:58,100,1,silvia
V4,2010,2010-12-10,cap.ata,p0044,cop.ari,i0044,7:55:00,700,3,nachu
V4,2007,2007-12-04,cap.ata,p0044,cen.bre,i0007,11:19,500,1,Nachu
V4,2007,2007-12-11,cap.ata,p0044,tac.sp1,i0038,12:33,10,1,Nachu
V4,2008,2008-12-19,cap.ata,p0044,col.ara,i0168,11:17:00,300,2,Nachu
V4,2010,2010-12-17,cap.ata,p0044,xyl.ord,i0001,10:12,200,5,nachu
V4,2008,2008-12-17,cap.ata,p0044,aug.sp,i0228,12:41:00,500,3,Nachu
V4,2011,2011-12-06,cap.ata,p0044,sphecid1,i0121,13:38:00,500,1,silvia
V4,2008,2008-12-19,cap.ata,p0044,thy.sp1,i0034,11:17:00,300,1,Nachu
V4,2008,2008-12-17,cap.ata,p0044,aug.sp,i0228,12:50:00,300,3,Nachu
V4,2009,2009-12-11,cap.ata,p0044,wil.cha,i0096,11:59:00,600,2,Rocio
V4,2009,2009-12-11,cap.ata,p0044,api.mel,i0070,11:59:00,600,3,Rocio
V4,2010,2010-12-10,cap.ata,p0044,cop.ari,i0044,9:53,90,2,nachu
V4,2011,2011-12-02,cap.ata,p0044,sphecid1,i0121,10:08,30,1,nachu
V4,2011,2011-12-13,cap.ata,p0044,sphecid1,i0121,10:40,1500,2,nachu
V4,2007,2007-12-11,cap.ata,p0044,aug.sp,i0228,12:59,80,1,Nachu
V4,2011,2011-11-08,cap.ata,p0044,dia.pat,i0164,10:35,70,2,nachu
V4,2009,2009-12-11,cap.ata,p0044,meg.pse2,i0238,12:25:00,600,1,Rocio
V4,2011,2011-12-02,cap.ata,p0044,bombil11,i0207,09:25,400,2,nachu
V4,2009,2009-12-11,cap.ata,p0044,sph.sp2,i0123,11:59:00,600,3,Rocio
V4,2010,2010-12-10,cap.ata,p0044,rub.nas,i0265,10:03,200,4,nachu
V4,2010,2010-12-17,cap.ata,p0044,bom.opi,i0002,10:38,90,1,nachu
V4,2011,2011-12-13,cap.ata,p0044,cos.chi,i0077,10:49,500,1,nachu
V4,2007,2007-12-11,cap.ata,p0044,sphecid1,i0121,12:03,50,8,Nachu
V4,2007,2007-12-04,cap.ata,p0044,cen.bre,i0007,12:52,100,2,Erica
V4,2008,2008-12-12,cap.ata,p0044,cop.ari,i0044,09:21:00,44,3,Nachu
V4,2009,2009-11-18,cap.ata,p0044,hir.sp1,i0051,12:44:00,30,2,Nachu
V3,2006,2007-01-19,cap.ata,p0044,cos.chi,i0077,09:21,400,5,Jimena
V4,2010,2010-12-10,cap.ata,p0044,cop.ari,i0044,8:28,50,1,silvia
V4,2008,2008-12-12,cap.ata,p0044,meg.C,i0140,12:44:00,200,1,Nachu
V4,2008,2008-12-17,cap.ata,p0044,aug.sp,i0228,12:41:00,500,2,Nachu
V4,2009,2009-12-11,cap.ata,p0044,api.mel,i0070,13:25:00,500,10,Rocio
V4,2009,2009-12-11,cap.ata,p0044,tac.sp1,i0038,13:25:00,500,2,Rocio
V1,2010,2010-12-03,cap.ata,p0044,str.eur,i0131,10:54,0,1,silvia
V4,2007,2007-12-11,cap.ata,p0044,meg.C,i0140,11:48,50,1,Nachu
V4,2011,2011-12-13,cap.ata,p0044,zet.sp1,i0037,10:49,500,1,nachu
V4,2008,2008-12-19,cap.ata,p0044,meg.C,i0140,11:17:00,300,1,Nachu
V4,2008,2008-12-19,cap.ata,p0044,cen.bre,i0007,11:31:00,3,2,Nachu
V4,2010,2010-12-10,cap.ata,p0044,cop.ari,i0044,7:55:00,700,3,nachu
V4,2008,2008-12-19,cap.ata,p0044,tac.sp1,i0038,11:17:00,300,7,Nachu
V4,2010,2010-12-17,cap.ata,p0044,tac.sp1,i0038,10:12,200,1,nachu
V4,2008,2008-12-12,cap.ata,p0044,aug.sp,i0228,12:44:00,200,1,Nachu
V4,2010,2010-12-17,cap.ata,p0044,sva.zeb,i0110,0,0,1,georgina
V3,2006,2007-01-19,cap.ata,p0044,xyl.ord,i0001,09:21,400,35,Jimena
V4,2007,2007-12-11,cap.ata,p0044,meg.C,i0140,12:33,10,1,Nachu
V4,2008,2008-12-19,cap.ata,p0044,bom.opi,i0002,11:31:00,3,2,Nachu
V4,2008,2008-12-19,cap.ata,p0044,aug.sp,i0228,11:17:00,300,1,Nachu
V1,2010,2010-12-03,cap.ata,p0044,str.eur,i0131,10:54,0,1,silvia
V4,2007,2007-12-11,cap.ata,p0044,mes.jen,i0011,12:03,50,1,Nachu
V4,2009,2009-12-02,cap.ata,p0044,sphecid1,i0121,10:40:00,500,2,Nachu
V4,2009,2009-11-30,cap.ata,p0044,sphecid1,i0121,11:11:00,120,1,Nachu
V4,2009,2009-12-11,cap.ata,p0044,aug.sp,i0228,12:25:00,600,1,Rocio
V4,2008,2008-12-12,cap.ata,p0044,cen.bre,i0007,12:44:00,200,21,Nachu
V4,2010,2010-12-10,cap.ata,p0044,cop.ari,i0044,7:58,100,1,silvia
V4,2011,NA,cap.ata,p0044,col.cog,i0169,12:25,20,1,enzo
V4,2010,2010-12-17,cap.ata,p0044,rub.nas,i0265,10:38,90,2,nachu
V4,2010,2010-12-10,cap.ata,p0044,cop.ari,i0044,10:03,200,1,nachu
V4,2009,2009-12-11,cap.ata,p0044,sph.sp2,i0123,13:25:00,500,1,Rocio
V4,2008,2008-12-02,cap.ata,p0044,meg.A,i0003,12:32:00,200,1,Nachu
V4,2008,2008-12-12,cap.ata,p0044,cos.chi,i0077,12:44:00,200,1,Nachu
V4,2007,2007-12-04,cap.ata,p0044,sphecid1,i0121,11:19,500,1,Nachu
V4,2009,2009-12-11,cap.ata,p0044,sphecid1,i0121,13:25:00,500,5,Rocio
V1,2011,2011-12-20,cap.ata,p0044,bic.sp,i0300,13:13:00,1000,1,silvia
V4,2011,2011-12-02,cap.ata,p0044,sph.sp2,i0123,10:08,30,1,nachu
V4,2010,2010-12-17,cap.ata,p0044,cop.ari,i0044,10:38,90,2,nachu
V4,2007,2007-12-11,cap.ata,p0044,api.mel,i0070,12:59,80,1,Nachu
V1,2011,2011-12-20,cap.ata,p0044,sphecid1,i0121,13:13:00,1000,1,silvia
V4,2011,2011-12-13,cap.ata,p0044,trich.sp,i0305,09:55,100,1,silvia
V4,2009,2009-12-11,cap.ata,p0044,ant.rub,i0108,11:59:00,600,1,Rocio
V4,2009,2009-12-11,cap.ata,p0044,col.lyc,i0170,13:25:00,500,1,Rocio
V4,2008,2008-12-19,cap.ata,p0044,sphecid1,i0121,11:31:00,3,2,Nachu
V4,2009,2009-12-11,cap.ata,p0044,sphecid1,i0121,11:59:00,600,5,Rocio
V4,2011,2011-12-02,cap.ata,p0044,aug.sp,i0228,09:25,400,2,nachu
V3,2006,2007-01-19,cap.ata,p0044,bombil8,i0085,09:50,120,1,Jimena
V4,2010,2010-12-17,cap.ata,p0044,bom.opi,i0002,0,50,2,silvia
V4,2011,2011-12-13,cap.ata,p0044,api.mel,i0070,10:40,1500,1,nachu
V4,2007,2007-12-11,cap.ata,p0044,sphecid1,i0121,12:59,80,1,Nachu
V4,2010,2010-12-17,cap.ata,p0044,cen.bre,i0007,10:12,200,2,nachu
V4,2010,2010-12-17,cap.ata,p0044,tac.sp1,i0038,10:25,350,2,silvia
V4,2011,2011-12-02,cap.ata,p0044,tac.sp10,i0191,09:25,400,2,nachu
V4,2010,2010-12-17,cap.ata,p0044,sphecid1,i0121,10:03,140,1,nachu
V4,2010,2010-12-10,cap.ata,p0044,meg.A,i0003,9:53,90,2,nachu
V4,2008,2008-12-02,cap.ata,p0044,meg.A,i0003,12:32:00,200,2,Nachu
V4,2007,2007-12-11,cap.ata,p0044,sphecid1,i0121,12:03,50,2,Nachu
V4,2010,2010-12-10,cap.ata,p0044,cop.ari,i0044,9:53,90,5,nachu
V4,2009,2009-12-02,cap.ata,p0044,sphecid1,i0121,10:40:00,500,1,Nachu
