"esp","ID","especie","Familia.planta","Genero.planta","Especie.planta.nuevo","interaccionn","interaccion","Aceptado","Bases.de.datos","sp.armonizado"
"Pidonia signifera","M_057","Pidonia.signifera","Viburnaceae","Viburnum","Viburnum plicatum",1,1,NA,NA,"Pidonia signifera"
"Pidonia testacea","M_056","Pidonia.testacea","Rosaceae","Sorbus","Sorbus commixta",1,1,NA,NA,"Pidonia testacea"
"Pidonia testacea","M_056","Pidonia.testacea","Saxifragaceae","Astilbe","Astilbe thunbergii",1,1,NA,NA,"Pidonia testacea"
"Pidonia testacea","M_056","Pidonia.testacea","Saxifragaceae","Rodgersia","Rodgersia podophylla",1,1,NA,NA,"Pidonia testacea"
"Pidonia yamato","M_021","Pidonia.yamato",NA,NA,"Symplocos chinensis",1,1,NA,NA,"Pidonia yamato"
"Pidonia yokoyamai","M_056","Pidonia.yokoyamai","Ericaceae","Pyrola","Pyrola alpina",1,1,NA,NA,"Pidonia yokoyamai"
"Pieris brassicae","M_015","Pieris.brassicae","Asparagaceae","Ornithogalum","Ornithogalum exscapum",1,1,NA,NA,"Pieris brassicae"
"Pieris brassicae","M_015","Pieris.brassicae","Asphodelaceae","Asphodelus","Asphodelus aestivus",1,1,NA,NA,"Pieris brassicae"
"Pieris brassicae","M_015","Pieris.brassicae","Asteraceae","Carduus","Carduus pycnocephalus",1,1,NA,NA,"Pieris brassicae"
"Pieris brassicae","M_015","Pieris.brassicae","Asteraceae","Centaurea","Centaurea orphanidea",1,1,NA,NA,"Pieris brassicae"
"Pieris brassicae","M_015","Pieris.brassicae","Asteraceae","Centaurea","Centaurea raphanina",1,1,NA,NA,"Pieris brassicae"
"Pieris brassicae","M_015","Pieris.brassicae","Asteraceae","Dittrichia","Dittrichia graveolens",1,1,NA,NA,"Pieris brassicae"
"Pieris brassicae","M_015","Pieris.brassicae","Asteraceae","Gelasia","Gelasia lanata",1,1,NA,NA,"Pieris brassicae"
"Pieris brassicae","M_015","Pieris.brassicae","Asteraceae","Reichardia","Reichardia picroides",1,1,NA,NA,"Pieris brassicae"
"Pieris brassicae","M_015","Pieris.brassicae","Asteraceae","Scorzonera","Scorzonera cana",1,1,NA,NA,"Pieris brassicae"
"Pieris brassicae","M_015","Pieris.brassicae","Boraginaceae","Echium","Echium angustifolium",1,1,NA,NA,"Pieris brassicae"
"Pieris brassicae","M_015","Pieris.brassicae","Boraginaceae","Heliotropium","Heliotropium dolosum",1,1,NA,NA,"Pieris brassicae"
"Pieris brassicae","M_015","Pieris.brassicae","Boraginaceae","Heliotropium","Heliotropium europaeum",1,1,NA,NA,"Pieris brassicae"
"Pieris brassicae","M_015","Pieris.brassicae","Boraginaceae","Heliotropium","Heliotropium hirsutissimum",1,1,NA,NA,"Pieris brassicae"
"Pieris brassicae","M_015","Pieris.brassicae","Brassicaceae","Eruca","Eruca vesicaria",1,1,NA,NA,"Pieris brassicae"
"Pieris brassicae","M_015","Pieris.brassicae","Brassicaceae","Malcolmia","Malcolmia chia",1,1,NA,NA,"Pieris brassicae"
"Pieris brassicae","M_015","Pieris.brassicae","Brassicaceae","Sisymbrium","Sisymbrium orientale",1,1,NA,NA,"Pieris brassicae"
"Pieris brassicae","M_015","Pieris.brassicae","Caprifoliaceae","Pterocephalus","Pterocephalus plumosus",1,1,NA,NA,"Pieris brassicae"
"Pieris brassicae","M_015","Pieris.brassicae","Caprifoliaceae","Scabiosa","Scabiosa atropurpurea",1,1,NA,NA,"Pieris brassicae"
"Pieris brassicae","M_015","Pieris.brassicae","Caryophyllaceae","Petrorhagia","Petrorhagia dubia",1,1,NA,NA,"Pieris brassicae"
"Pieris brassicae","M_015","Pieris.brassicae","Fabaceae","Astragalus","Astragalus monspessulanus",1,1,NA,NA,"Pieris brassicae"
"Pieris brassicae","M_015","Pieris.brassicae","Geraniaceae","Erodium","Erodium cicutarium",1,1,NA,NA,"Pieris brassicae"
"Pieris brassicae","M_015","Pieris.brassicae","Geraniaceae","Erodium","Erodium malacoides",1,1,NA,NA,"Pieris brassicae"
"Pieris brassicae","M_015","Pieris.brassicae","Geraniaceae","Geranium","Geranium rotundifolium",1,1,NA,NA,"Pieris brassicae"
"Pieris brassicae","M_015","Pieris.brassicae","Lamiaceae","Salvia","Salvia verbenaca",1,1,NA,NA,"Pieris brassicae"
"Pieris brassicae","M_015","Pieris.brassicae","Lamiaceae","Thymbra","Thymbra capitata",1,1,NA,NA,"Pieris brassicae"
"Pieris brassicae","M_015","Pieris.brassicae","Orobanchaceae","Bellardia","Bellardia trixago",1,1,NA,NA,"Pieris brassicae"
"Pieris brassicae","M_015","Pieris.brassicae",NA,NA,"Cardaria draba",1,1,NA,NA,"Pieris brassicae"
"Pieris brassicae","M_015","Pieris.brassicae",NA,NA,"Tremastelma palestinum",1,1,NA,NA,"Pieris brassicae"
"Pieris brassicae","M_016","Pieris.brassicae","Thymelaeaceae","Daphne","Daphne gnidium",1,1,NA,NA,"Pieris brassicae"
"Pieris brassicae","M_017","Pieris.brassicae","Asteraceae","Hypochaeris","Hypochaeris radicata",1,1,NA,NA,"Pieris brassicae"
"Pieris brassicae","M_017","Pieris.brassicae","Asteraceae","Leontodon","Leontodon autumnalis",1,1,NA,NA,"Pieris brassicae"
"Pieris melete","M_053","Pieris.melete","Asteraceae","Cirsium","Cirsium japonicum",1,1,NA,NA,"Pieris melete"
"Pieris melete","M_053","Pieris.melete","Hydrangeaceae","Deutzia","Deutzia crenata",1,1,NA,NA,"Pieris melete"
"Pieris melete","M_054","Pieris.melete","Acanthaceae","Justicia","Rostellulararia procumbens",1,1,NA,NA,"Pieris melete"
"Pieris melete","M_054","Pieris.melete","Polygonaceae","Persicaria","Persicaria thunbergii",1,1,NA,NA,"Pieris melete"
"Pieris melete","M_057","Pieris.melete","Hydrangeaceae","Deutzia","Deutzia crenata",1,1,NA,NA,"Pieris melete"
"Pieris melete","M_057","Pieris.melete","Polygonaceae","Persicaria","Persicaria thunbergii",1,1,NA,NA,"Pieris melete"
"Pieris melete","M_057","Pieris.melete",NA,NA,"Stenactis annuus",1,1,NA,NA,"Pieris melete"
"Pieris napa","M_049","Pieris.napa","Asteraceae","Centaurea","Centaurea jacea",1,1,NA,NA,"Pieris napa"
"Pieris napa","M_049","Pieris.napa","Asteraceae","Cirsium","Cirsium oleraceum",1,1,NA,NA,"Pieris napa"
"Pieris napa","M_049","Pieris.napa","Asteraceae","Cirsium","Cirsium vulgare",1,1,NA,NA,"Pieris napa"
"Pieris napa","M_049","Pieris.napa","Caprifoliaceae","Valeriana","Valeriana officinalis",1,1,NA,NA,"Pieris napa"
"Pieris napa","M_049","Pieris.napa","Caryophyllaceae","Silene","Silene dioica",1,1,NA,NA,"Pieris napa"
"Pieris napa","M_049","Pieris.napa","Fabaceae","Trifolium","Trifolium pratense",1,1,NA,NA,"Pieris napa"
"Pieris napa","M_049","Pieris.napa","Geraniaceae","Geranium","Geranium robertianum",1,1,NA,NA,"Pieris napa"
"Pieris napa","M_049","Pieris.napa","Lamiaceae","Mentha","Mentha aquatica",1,1,NA,NA,"Pieris napa"
"Pieris napa","M_049","Pieris.napa","Lythraceae","Lythrum","Lythrum salicaria",1,1,NA,NA,"Pieris napa"
"Pieris napa","M_049","Pieris.napa",NA,NA,"Lychnis flos-cuculi",1,1,NA,NA,"Pieris napa"
"Pieris napa","M_049","Pieris.napa",NA,NA,"Myosotis palustris",1,1,NA,NA,"Pieris napa"
"Pieris napa","M_049","Pieris.napa",NA,NA,"Polygonum amphibium",1,1,NA,NA,"Pieris napa"
"Pieris napi","M_004","Pieris.napi","Cornaceae","Cornus","Cornus canadensis",1,1,NA,NA,"Pieris napi"
"Pieris napi","M_018","Pieris.napi","Asteraceae","Cirsium","Cirsium arvense",1,1,NA,NA,"Pieris napi"
"Pieris napi","M_018","Pieris.napi","Asteraceae","Tripleurospermum","Tripleurospermum inodorum",1,1,NA,NA,"Pieris napi"
"Pieris napi","M_018","Pieris.napi",NA,NA,"Senecio jacobea",1,1,NA,NA,"Pieris napi"
"Pieris napi","M_037","Pieris.napi","Asteraceae","Cirsium","Cirsium arvense",1,1,NA,NA,"Pieris napi"
"Pieris napi","M_043","Pieris.napi","Asteraceae","Tripleurospermum","Tripleurospermum inodorum",1,1,NA,NA,"Pieris napi"
"Pieris napi","M_043","Pieris.napi",NA,NA,"Senecio jacobea",1,1,NA,NA,"Pieris napi"
"Pieris napi","M_056","Pieris.napi","Brassicaceae","Arabidopsis","Arabidopsis lyrata subsp. kamchatica",1,1,NA,NA,"Pieris napi"
"Pieris napi","M_056","Pieris.napi",NA,NA,"Geranium eriostemon ",1,1,NA,NA,"Pieris napi"
"Pieris napi","M_056","Pieris.napi",NA,NA,"Lonicera alpigena ",1,1,NA,NA,"Pieris napi"
"Pieris protodice","M_005","Pieris.protodice","Crassulaceae","Sedum","Sedum stenopetalum",1,1,NA,NA,"Pieris protodice"
"Pieris rapae","M_016","Pieris.rapae","Rosaceae","Rubus","Rubus ulmifolius",1,1,NA,NA,"Pieris rapae"
"Pieris rapae","M_016","Pieris.rapae","Thymelaeaceae","Daphne","Daphne gnidium",1,1,NA,NA,"Pieris rapae"
"Pieris rapae","M_021","Pieris.rapae","Asteraceae","Ixeris","Ixeridium dentatum subsp. dentatum",1,1,NA,NA,"Pieris rapae"
"Pieris rapae","M_054","Pieris.rapae","Hydrangeaceae","Deutzia","Deutzia crenata",1,1,NA,NA,"Pieris rapae"
"Pieris rapae","M_054","Pieris.rapae","Lamiaceae","Vitex","Vitex negundo var. negundo",1,1,NA,NA,"Pieris rapae"
"Pieris rapae","M_054","Pieris.rapae","Lythraceae","Lythrum","Lythrum salicaria",1,1,NA,NA,"Pieris rapae"
"Pieris rapae","M_054","Pieris.rapae","Orchidaceae","Spiranthes","Spiranthes sinensis",1,1,NA,NA,"Pieris rapae"
"Pieris rapae","M_054","Pieris.rapae","Oxalidaceae","Oxalis","Oxalis debilis",1,1,NA,NA,"Pieris rapae"
"Pieris rapae","M_054","Pieris.rapae","Polygonaceae","Persicaria","Persicaria thunbergii",1,1,NA,NA,"Pieris rapae"
"Pieris rapae","M_054","Pieris.rapae",NA,NA,"Stenactis annuus",1,1,NA,NA,"Pieris rapae"
"Pieris rapae","M_057","Pieris.rapae","Clethraceae","Clethra","Clethra barbinervis",1,1,NA,NA,"Pieris rapae"
"Pieris rapae","M_057","Pieris.rapae","Staphyleaceae","Staphylea","Staphylea bumalda",1,1,NA,NA,"Pieris rapae"
"Pieris rapae","M_058","Pieris.rapae","Caprifoliaceae","Lomelosia","Lomelosia stellata",1,1,NA,NA,"Pieris rapae"
"Pieris sisymbri","M_005","Pieris.sisymbri","Asteraceae","Cirsium","Cirsium hookerianum",1,1,NA,NA,"Pieris sisymbri"
"Pieris sp1 M PL 046","M_046","Pieris.sp1.M.PL.046","Apiaceae","Anthriscus","Anthriscus sylvestris",1,1,NA,NA,"Pieris sp1 M PL 046"
"Pieris sp1 M PL 046","M_046","Pieris.sp1.M.PL.046","Apiaceae","Torilis","Torilis japonica",1,1,NA,NA,"Pieris sp1 M PL 046"
"Pieris sp1 M PL 046","M_046","Pieris.sp1.M.PL.046","Asteraceae","Cirsium","Cirsium arvense",1,1,NA,NA,"Pieris sp1 M PL 046"
"Pieris sp1 M PL 046","M_046","Pieris.sp1.M.PL.046","Caryophyllaceae","Silene","Silene dioica",1,1,NA,NA,"Pieris sp1 M PL 046"
"Pieris sp1 M PL 046","M_046","Pieris.sp1.M.PL.046","Fabaceae","Trifolium","Trifolium arvense",1,1,NA,NA,"Pieris sp1 M PL 046"
"Pieris sp1 M PL 046","M_046","Pieris.sp1.M.PL.046","Onagraceae","Epilobium","Epilobium hirsutum",1,1,NA,NA,"Pieris sp1 M PL 046"
"Pieris sp1 M PL 046","M_046","Pieris.sp1.M.PL.046","Rosaceae","Rubus","Rubus fruticosus",1,1,NA,NA,"Pieris sp1 M PL 046"
"Pieris sp1 M PL 046","M_046","Pieris.sp1.M.PL.046",NA,NA,"Chamaenerium angustifolium",1,1,NA,NA,"Pieris sp1 M PL 046"
"Pieris sp1 M PL 046","M_046","Pieris.sp1.M.PL.046",NA,NA,"Trfolium sp1 M PL 046",1,1,NA,NA,"Pieris sp1 M PL 046"
"Piezodorus punctipes","M_012","Piezodorus.punctipes","Lauraceae","Laurus","Laurus azorica",1,1,NA,NA,"Piezodorus punctipes"
"Pilinasica cingulata","M_027","Pilinasica.cingulata","Asteraceae","Celmisia","Celmisia armstrongii",1,1,NA,NA,"Pilinasica cingulata"
"Pilinasica cingulata","M_027","Pilinasica.cingulata","Asteraceae","Celmisia","Celmisia coriacea",1,1,NA,NA,"Pilinasica cingulata"
"Pimpla notanda","M_062","Pimpla.notanda","Fabaceae","Baptisia","Baptisia lactea var. lactea",1,1,NA,NA,"Pimpla notanda"
"Pimpla notanda","M_062","Pimpla.notanda","Asteraceae","Anthemis","Anthemis cotula",1,1,NA,NA,"Pimpla notanda"
"Pimpla notiva","M_062","Pimpla.notiva","Apiaceae","Anethum","Anethum graveolens",1,1,NA,NA,"Pimpla notiva"
"Pimpla notiva","M_062","Pimpla.notiva","Apocynaceae","Apocynum","Apocynum cannabinum",1,1,NA,NA,"Pimpla notiva"
"Pimpla notiva","M_062","Pimpla.notiva","Apocynaceae","Asclepias","Asclepias sullivantii",1,1,NA,NA,"Pimpla notiva"
"Pimpla notiva","M_062","Pimpla.notiva","Apocynaceae","Asclepias","Asclepias syriaca",1,1,NA,NA,"Pimpla notiva"
"Pimpla notiva","M_062","Pimpla.notiva","Araceae","Arisaema","Arisaema triphyllum",1,1,NA,NA,"Pimpla notiva"
"Pimpla notiva","M_062","Pimpla.notiva","Asteraceae","Symphyotrichum","Symphyotrichum ericoides ",1,1,NA,NA,"Pimpla notiva"
"Pimpla notiva","M_062","Pimpla.notiva","Caryophyllaceae","Stellaria","Stellaria media",1,1,NA,NA,"Pimpla notiva"
"Pimpla notiva","M_062","Pimpla.notiva","Fabaceae","Astragalus","Astragalus canadensis",1,1,NA,NA,"Pimpla notiva"
"Pimpla notiva","M_062","Pimpla.notiva","Haloragaceae","Stellaria","Stellaria media",1,1,NA,NA,"Pimpla notiva"
"Pimpla notiva","M_062","Pimpla.notiva","Orchidaceae","Galearis","Galearis spectabilis",1,1,NA,NA,"Pimpla notiva"
"Pimpla notiva","M_062","Pimpla.notiva","Ranunculaceae","Thalictrum","Thalictrum thalictroides",1,1,NA,NA,"Pimpla notiva"
"Pimpla notiva","M_062","Pimpla.notiva","Rosaceae","Agrimonia","Agrimonia striata",1,1,NA,NA,"Pimpla notiva"
"Pimpla notiva","M_062","Pimpla.notiva","Rosaceae","Amelanchier","Amelanchier canadensis",1,1,NA,NA,"Pimpla notiva"
"Pimpla notiva","M_062","Pimpla.notiva","Rosaceae","Aruncus","Aruncus sylvester",1,1,NA,NA,"Pimpla notiva"
"Pimpla notiva","M_062","Pimpla.notiva",NA,NA,"Ascerates floridana",1,1,NA,NA,"Pimpla notiva"
"Pimpla notiva","M_062","Pimpla.notiva",NA,NA,"Asiminia triloba",1,1,NA,NA,"Pimpla notiva"
"Piocoris varius","M_055","Piocoris.varius","Asteraceae","Eupatorium","Eupatorium lindleyanum",1,1,NA,NA,"Piocoris varius"
"Piophila casei","M_062","Piophila.casei",NA,NA,"Gerardia auriculata",1,1,NA,NA,"Piophila casei"
"Pipiza familiaris","M_021","Pipiza.familiaris",NA,NA,"Anthriscus aemula",1,1,NA,NA,"Pipiza familiaris"
"Pipiza femoralis","M_062","Pipiza.femoralis","Apocynaceae","Asclepias","Asclepias purpurascens",1,1,NA,NA,"Pipiza femoralis"
"Pipiza femoralis","M_062","Pipiza.femoralis","Apocynaceae","Asclepias","Asclepias sullivantii",1,1,NA,NA,"Pipiza femoralis"
"Pipiza femoralis","M_062","Pipiza.femoralis","Apocynaceae","Asclepias","Asclepias syriaca",1,1,NA,NA,"Pipiza femoralis"
"Pipiza femoralis","M_062","Pipiza.femoralis","Apocynaceae","Asclepias","Asclepias verticillata",1,1,NA,NA,"Pipiza femoralis"
"Pipiza femoralis","M_062","Pipiza.femoralis","Asparagaceae","Maianthemum","Maianthemum racemosum",1,1,NA,NA,"Pipiza femoralis"
"Pipiza femoralis","M_062","Pipiza.femoralis","Asteraceae","Cirsium","Cirsium altissimum",1,1,NA,NA,"Pipiza femoralis"
"Pipiza femoralis","M_062","Pipiza.femoralis","Asteraceae","Eupatorium","Eupatorium perfoliatum",1,1,NA,NA,"Pipiza femoralis"
"Pipiza femoralis","M_062","Pipiza.femoralis","Cornaceae","Cornus","Cornus florida",1,1,NA,NA,"Pipiza femoralis"
"Pipiza femoralis","M_062","Pipiza.femoralis","Cornaceae","Cornus","Cornus oblonga",1,1,NA,NA,"Pipiza femoralis"
"Pipiza femoralis","M_062","Pipiza.femoralis","Cucurbitaceae","Cucurbita","Cucurbita melopepo",1,1,NA,NA,"Pipiza femoralis"
"Pipiza femoralis","M_062","Pipiza.femoralis","Ebenaceae","Diospyros","Diospyros virginiana",1,1,NA,NA,"Pipiza femoralis"
"Pipiza femoralis","M_062","Pipiza.femoralis","Fabaceae","Astragalus","Astragalus canadensis",1,1,NA,NA,"Pipiza femoralis"
"Pipiza femoralis","M_062","Pipiza.femoralis","Fabaceae","Desmodium","Desmodium glabellum",1,1,NA,NA,"Pipiza femoralis"
"Pipiza femoralis","M_062","Pipiza.femoralis","Fabaceae","Desmodium","Desmodium illinoense",1,1,NA,NA,"Pipiza femoralis"
"Pipiza femoralis","M_062","Pipiza.femoralis","Gentianaceae","Frasera","Frasera carolinensis",1,1,NA,NA,"Pipiza femoralis"
"Pipiza femoralis","M_062","Pipiza.femoralis","Hypericaceae","Hypericum","Hypericum ascyron",1,1,NA,NA,"Pipiza femoralis"
"Pipiza femoralis","M_062","Pipiza.femoralis","Lythraceae","Cuphea","Cuphea viscosissima ",1,1,NA,NA,"Pipiza femoralis"
"Pipiza femoralis","M_062","Pipiza.femoralis","Orchidaceae","Cypripedium","Cypripedium parviflorum var. pubescens",1,1,NA,NA,"Pipiza femoralis"
"Pipiza femoralis","M_062","Pipiza.femoralis","Plantaginaceae","Collinsia","Collinsia verna",1,1,NA,NA,"Pipiza femoralis"
"Pipiza femoralis","M_062","Pipiza.femoralis","Ranunculaceae","Hepatica","Hepatica acutiloba",1,1,NA,NA,"Pipiza femoralis"
"Pipiza femoralis","M_062","Pipiza.femoralis","Rosaceae","Crataegus","Crataegus crus-galli",1,1,NA,NA,"Pipiza femoralis"
"Pipiza femoralis","M_062","Pipiza.femoralis","Salicaceae","Salix","Salix humilis",1,1,NA,NA,"Pipiza femoralis"
"Pipiza femoralis","M_062","Pipiza.femoralis",NA,NA,"Brauneria pallida",1,1,NA,NA,"Pipiza femoralis"
"Pipiza femoralis","M_062","Pipiza.femoralis",NA,NA,"Chrysanthemum leucanthemum",1,1,NA,NA,"Pipiza femoralis"
"Pipiza femoralis","M_062","Pipiza.femoralis",NA,NA,"Helianthus scaberrimus",1,1,NA,NA,"Pipiza femoralis"
"Pipiza festiva","M_062","Pipiza.festiva","Brassicaceae","Descurainia","Descurainia incisa subsp. incisa",1,1,NA,NA,"Pipiza festiva"
"Pipiza festiva","M_062","Pipiza.festiva","Comandraceae","Comandra","Comandra umbellata",1,1,NA,NA,"Pipiza festiva"
"Pipiza festiva","M_062","Pipiza.festiva","Convolvulaceae","Cuscuta","Cuscuta cephalanthi",1,1,NA,NA,"Pipiza festiva"
"Pipiza festiva","M_062","Pipiza.festiva","Fabaceae","Trifolium","Trifolium hybridum",1,1,NA,NA,"Pipiza festiva"
"Pipiza festiva","M_062","Pipiza.festiva","Rubiaceae","Cephalanthus","Cephalanthus occidentalis",1,1,NA,NA,"Pipiza festiva"
"Pipiza inornata","M_021","Pipiza.inornata","Apiaceae","Angelica","Angelica pubescens",1,1,NA,NA,"Pipiza inornata"
"Pipiza inornata","M_021","Pipiza.inornata","Geraniaceae","Geranium","Geranium nepalense",1,1,NA,NA,"Pipiza inornata"
"Pipiza inornata","M_054","Pipiza.inornata","Rosaceae","Pyracantha","Pyracantha angustifolia",1,1,NA,NA,"Pipiza inornata"
"Pipiza inornata","M_057","Pipiza.inornata","Apiaceae","Angelica","Angelica pubescens",1,1,NA,NA,"Pipiza inornata"
"Pipiza inornata","M_057","Pipiza.inornata","Lamiaceae","Isodon","Isodon trichocarpus",1,1,NA,NA,"Pipiza inornata"
"Pipiza lugubrius","M_055","Pipiza.lugubrius","Asteraceae","Lactuca","Lactuca indica",1,1,NA,NA,"Pipiza lugubrius"
"Pipiza lugubrius","M_055","Pipiza.lugubrius","Polygonaceae","Persicaria","Persicaria thunbergii",1,1,NA,NA,"Pipiza lugubrius"
"Pipiza pistica","M_062","Pipiza.pistica","Apiaceae","Cicuta","Cicuta maculata",1,1,NA,NA,"Pipiza pistica"
"Pipiza pistica","M_062","Pipiza.pistica","Apocynaceae","Asclepias","Asclepias incarnata",1,1,NA,NA,"Pipiza pistica"
"Pipiza pistica","M_062","Pipiza.pistica","Apocynaceae","Asclepias","Asclepias syriaca",1,1,NA,NA,"Pipiza pistica"
"Pipiza pistica","M_062","Pipiza.pistica","Asteraceae","Cirsium","Cirsium vulgare",1,1,NA,NA,"Pipiza pistica"
"Pipiza pistica","M_062","Pipiza.pistica","Convolvulaceae","Convolvulus","Convolvulus sepium",1,1,NA,NA,"Pipiza pistica"
"Pipiza pistica","M_062","Pipiza.pistica","Fabaceae","Amorpha","Amorpha canescens",1,1,NA,NA,"Pipiza pistica"
"Pipiza pistica","M_062","Pipiza.pistica","Fabaceae","Crotalaria","Crotalaria sagittalis",1,1,NA,NA,"Pipiza pistica"
"Pipiza pistica","M_062","Pipiza.pistica","Sapindaceae","Acer","Acer saccharinum",1,1,NA,NA,"Pipiza pistica"
"Pipiza pubescens","M_062","Pipiza.pubescens","Salicaceae","Populus","Populus tremuloides",1,1,NA,NA,"Pipiza pubescens"
"Pipiza pulchella","M_062","Pipiza.pulchella","Amaryllidaceae","Nothoscordum","Nothoscordum bivalve",1,1,NA,NA,"Pipiza pulchella"
"Pipiza pulchella","M_062","Pipiza.pulchella","Asteraceae","Euthamia","Euthamia graminifolia",1,1,NA,NA,"Pipiza pulchella"
"Pipiza pulchella","M_062","Pipiza.pulchella","Boraginaceae","Hackelia","Hackelia virginiana",1,1,NA,NA,"Pipiza pulchella"
"Pipiza pulchella","M_062","Pipiza.pulchella","Campanulaceae","Lobelia","Lobelia spicata",1,1,NA,NA,"Pipiza pulchella"
"Pipiza pulchella","M_062","Pipiza.pulchella","Fabaceae","Lespedeza","Lespedeza capitata",1,1,NA,NA,"Pipiza pulchella"
"Pipiza pulchella","M_062","Pipiza.pulchella","Fabaceae","Lespedeza","Lespedeza procumbens",1,1,NA,NA,"Pipiza pulchella"
"Pipiza pulchella","M_062","Pipiza.pulchella","Fabaceae","Lespedeza","Lespedeza virginica",1,1,NA,NA,"Pipiza pulchella"
"Pipiza pulchella","M_062","Pipiza.pulchella","Fabaceae","Strophostyles","Strophostyles helvola",1,1,NA,NA,"Pipiza pulchella"
"Pipiza pulchella","M_062","Pipiza.pulchella","Lamiaceae","Scutellaria","Scutellaria lateriflora",1,1,NA,NA,"Pipiza pulchella"
"Pipiza pulchella","M_062","Pipiza.pulchella","Malvaceae","Malva","Malva pusilla",1,1,NA,NA,"Pipiza pulchella"
"Pipiza pulchella","M_062","Pipiza.pulchella","Orchidaceae","Galearis","Galearis spectabilis",1,1,NA,NA,"Pipiza pulchella"
"Pipiza pulchella","M_062","Pipiza.pulchella","Rosaceae","Prunus","Prunus serotina",1,1,NA,NA,"Pipiza pulchella"
"Pipiza pulchella","M_062","Pipiza.pulchella",NA,NA,"Lepachys pinnata",1,1,NA,NA,"Pipiza pulchella"
"Pipiza sp1 M PL 005","M_005","Pipiza.sp1.M.PL.005","Rosaceae","Rosa","Rosa acicularis",1,1,NA,NA,"Pipiza sp1 M PL 005"
"Pipiza vanduzeei","M_005","Pipiza.vanduzeei","Rosaceae","Rubus","Rubus deliciosus",1,1,NA,NA,"Pipiza vanduzeei"
"Pipunculus sp1 M PL 053","M_053","Pipunculus.sp1.M.PL.053","Staphyleaceae","Staphylea","Staphylea bumalda",1,1,NA,NA,"Pipunculus sp1 M PL 053"
"Plagiognathus bipunctatus","M_015","Plagiognathus.bipunctatus",NA,NA,"Chrysanthemum coronarium",1,1,NA,NA,"Plagiognathus bipunctatus"
"Plagiognathus obscurus","M_062","Plagiognathus.obscurus","Apocynaceae","Asclepias","Asclepias tuberosa",1,1,NA,NA,"Plagiognathus obscurus"
"Plagiolepsis pigmaea","M_058","Plagiolepsis.pigmaea","Aizoaceae","Carpobrotus","Carpobrotus.sp1.M.PL.058",1,1,NA,NA,"Plagiolepsis pigmaea"
"Plagiolepsis pigmaea","M_058","Plagiolepsis.pigmaea","Cistaceae","Cistus","Cistus monspeliensis",1,1,NA,NA,"Plagiolepsis pigmaea"
"Plagiolepsis pigmaea","M_058","Plagiolepsis.pigmaea","Convolvulaceae","Convolvulus","Convolvulus althaeoides",1,1,NA,NA,"Plagiolepsis pigmaea"
"Plagiolepsis pigmaea","M_058","Plagiolepsis.pigmaea","Euphorbiaceae","Euphorbia","Euphorbia segetalis",1,1,NA,NA,"Plagiolepsis pigmaea"
"Plagiolepsis pigmaea","M_058","Plagiolepsis.pigmaea",NA,NA,"Cistus salvifolius",1,1,NA,NA,"Plagiolepsis pigmaea"
"Plagiomyia turbidum","M_028","Plagiomyia.turbidum","Polygonaceae","Muehlenbeckia","Muehlenbeckia axillaris",1,1,NA,NA,"Plagiomyia turbidum"
"Plagiomyia turbidum","M_029","Plagiomyia.turbidum","Ericaceae","Dracophyllum","Dracophyllum pronum",1,1,NA,NA,"Plagiomyia turbidum"
"Plagiomyia turbidum","M_029","Plagiomyia.turbidum","Polygonaceae","Muehlenbeckia","Muehlenbeckia axillaris",1,1,NA,NA,"Plagiomyia turbidum"
"Plagiostenopterina cyanosoma","M_061","Plagiostenopterina.cyanosoma","Arecaceae","Nephrosperma","Nephrosperma vanhoutteanum",1,1,NA,NA,"Plagiostenopterina cyanosoma"
"Plagiostenopterina cyanosoma","M_061","Plagiostenopterina.cyanosoma","Arecaceae","Phoenicophorium","Phoenicophorium borsigianum",1,1,NA,NA,"Plagiostenopterina cyanosoma"
"Plagiostenopterina cyanosoma","M_061","Plagiostenopterina.cyanosoma","Erythroxylaceae","Erythroxylum","Erythroxylum sechellarum",1,1,NA,NA,"Plagiostenopterina cyanosoma"
"Plagiostenopterina cyanosoma","M_061","Plagiostenopterina.cyanosoma","Lauraceae","Cinnamomum","Cinnamomum verum",1,1,NA,NA,"Plagiostenopterina cyanosoma"
"Plagiostenopterina cyanosoma","M_061","Plagiostenopterina.cyanosoma","Rubiaceae","Paragenipa","Paragenipa lancifolia",1,1,NA,NA,"Plagiostenopterina cyanosoma"
"Plagiotoma obliqua","M_062","Plagiotoma.obliqua","Boraginaceae","Ellisia","Ellisia nyctelea",1,1,NA,NA,"Plagiotoma obliqua"
"Plagiotoma obliqua","M_062","Plagiotoma.obliqua","Apocynaceae","Apocynum","Apocynum cannabinum",1,1,NA,NA,"Plagiotoma obliqua"
"Plagiotoma obliqua","M_062","Plagiotoma.obliqua","Apocynaceae","Asclepias","Asclepias sullivantii",1,1,NA,NA,"Plagiotoma obliqua"
"Plagiotoma obliqua","M_062","Plagiotoma.obliqua","Araceae","Arisaema","Arisaema triphyllum",1,1,NA,NA,"Plagiotoma obliqua"
"Plagiotoma obliqua","M_062","Plagiotoma.obliqua","Asteraceae","Anacias","Anacis tripteris",1,1,NA,NA,"Plagiotoma obliqua"
