"genero","especie","orden","familia"
"Unidentified","Unidentified sp139 M PL 044",NA,NA
"Unidentified","Unidentified sp139 M PL 056",NA,NA
"Unidentified","Unidentified sp14 M PL 013",NA,NA
"Unidentified","Unidentified sp14 M PL 015",NA,NA
"Unidentified","Unidentified sp14 M PL 017",NA,NA
"Unidentified","Unidentified sp66 M PL 053",NA,NA
"Unidentified","Unidentified sp14 M PL 018",NA,NA
"Unidentified","Unidentified sp14 M PL 021",NA,NA
"Unidentified","Unidentified sp66 M PL 057",NA,NA
"Unidentified","Unidentified sp14 M PL 034",NA,NA
"Unidentified","Unidentified sp4 M PL 089",NA,NA
"Unidentified","Unidentified sp202 M PL 021",NA,NA
"Unidentified","Unidentified sp202 M PL 057",NA,NA
"Unidentified","Unidentified sp67 M PL 057",NA,NA
"Unidentified","Unidentified sp68 M PL 044",NA,NA
"Unidentified","Unidentified sp68 M PL 053",NA,NA
"Unidentified","Unidentified sp68 M PL 054",NA,NA
"Unidentified","Unidentified sp14 M PL 055",NA,NA
"Unidentified","Unidentified sp140 M PL 044",NA,NA
"Unidentified","Unidentified sp4 M PL 123",NA,NA
"Unidentified","Unidentified sp4 M PL 125",NA,NA
"Unidentified","Unidentified sp4 M PL 128",NA,NA
"Unidentified","Unidentified sp4 M PL 130",NA,NA
"Unidentified","Unidentified sp40 M PL 017",NA,NA
"Unidentified","Unidentified sp40 M PL 021",NA,NA
"Unidentified","Unidentified sp40 M PL 034",NA,NA
"Unidentified","Unidentified sp40 M PL 044",NA,NA
"Unidentified","Unidentified sp40 M PL 049",NA,NA
"Unidentified","Unidentified sp40 M PL 051",NA,NA
"Unidentified","Unidentified sp209 M PL 044",NA,NA
"Unidentified","Unidentified sp7 M PL 029",NA,NA
"Unidentified","Unidentified sp40 M PL 057",NA,NA
"Unidentified","Unidentified sp40 M PL 058",NA,NA
"Unidentified","Unidentified sp7 M PL 036",NA,NA
"Unidentified","Unidentified sp145 M PL 057",NA,NA
"Unidentified","Unidentified sp146 M PL 021",NA,NA
"Unidentified","Unidentified sp146 M PL 044",NA,NA
"Unidentified","Unidentified sp146 M PL 056",NA,NA
"Unidentified","Unidentified sp146 M PL 057",NA,NA
"Unidentified","Unidentified sp407 M PL 057",NA,NA
"Unidentified","Unidentified sp147 M PL 044",NA,NA
"Unidentified","Unidentified sp147 M PL 056",NA,NA
"Unidentified","Unidentified sp41 M PL 021",NA,NA
"Unidentified","Unidentified sp21 M PL 058",NA,NA
"Unidentified","Unidentified sp7 M PL 055",NA,NA
"Unidentified","Unidentified sp210 M PL 044",NA,NA
"Unidentified","Unidentified sp148 M PL 057",NA,NA
"Unidentified","Unidentified sp149 M PL 021",NA,NA
"Unidentified","Unidentified sp211 M PL 044",NA,NA
"Unidentified","Unidentified sp211 M PL 057",NA,NA
"Unidentified","Unidentified sp212 M PL 044",NA,NA
"Unidentified","Unidentified sp70 M PL 056",NA,NA
"Unidentified","Unidentified sp414 M PL 057",NA,NA
"Unidentified","Unidentified sp415 M PL 057",NA,NA
"Unidentified","Unidentified sp3 M PL 105",NA,NA
"Unidentified","Unidentified sp71 M PL 054",NA,NA
"Unidentified","Unidentified sp214 M PL 044",NA,NA
"Unidentified","Unidentified sp419 M PL 057",NA,NA
"Unidentified","Unidentified sp1 M PL 018",NA,NA
"Unidentified","Unidentified sp72 M PL 044",NA,NA
"Unidentified","Unidentified sp1 M PL 020",NA,NA
"Unidentified","Unidentified sp15 M PL 049",NA,NA
"Unidentified","Unidentified sp42 M PL 056",NA,NA
"Unidentified","Unidentified sp9 M PL 049",NA,NA
"Unidentified","Unidentified sp1 M PL 027",NA,NA
"Unidentified","Unidentified sp15 M PL 056",NA,NA
"Unidentified","Unidentified sp30 M PL 021",NA,NA
"Unidentified","Unidentified sp423 M PL 057",NA,NA
"Unidentified","Unidentified sp424 M PL 057",NA,NA
"Unidentified","Unidentified sp150 M PL 056",NA,NA
"Unidentified","Unidentified sp150 M PL 057",NA,NA
"Unidentified","Unidentified sp427 M PL 057",NA,NA
"Unidentified","Unidentified sp428 M PL 057",NA,NA
"Unidentified","Unidentified sp22 M PL 018",NA,NA
"Unidentified","Unidentified sp75 M PL 054",NA,NA
"Unidentified","Unidentified sp152 M PL 044",NA,NA
"Unidentified","Unidentified sp43 M PL 044",NA,NA
"Unidentified","Unidentified sp43 M PL 053",NA,NA
"Unidentified","Unidentified sp43 M PL 056",NA,NA
"Unidentified","Unidentified sp43 M PL 057",NA,NA
"Unidentified","Unidentified sp302 M PL 057",NA,NA
"Unidentified","Unidentified sp22 M PL 053",NA,NA
"Unidentified","Unidentified sp432 M PL 057",NA,NA
"Unidentified","Unidentified sp433 M PL 057",NA,NA
"Unidentified","Unidentified sp78 M PL 021",NA,NA
"Unidentified","Unidentified sp78 M PL 044",NA,NA
"Unidentified","Unidentified sp155 M PL 044",NA,NA
"Unidentified","Unidentified sp155 M PL 056",NA,NA
"Unidentified","Unidentified sp439 M PL 057",NA,NA
"Unidentified","Unidentified sp44 M PL 021",NA,NA
"Unidentified","Unidentified sp44 M PL 034",NA,NA
"Unidentified","Unidentified sp44 M PL 044",NA,NA
"Unidentified","Unidentified sp44 M PL 053",NA,NA
"Unidentified","Unidentified sp8 M PL 015",NA,NA
"Unidentified","Unidentified sp44 M PL 057",NA,NA
"Unidentified","Unidentified sp44 M PL 058",NA,NA
"Unidentified","Unidentified sp158 M PL 044",NA,NA
"Unidentified","Unidentified sp158 M PL 057",NA,NA
"Unidentified","Unidentified sp441 M PL 057",NA,NA
"Unidentified","Unidentified sp159 M PL 044",NA,NA
"Unidentified","Unidentified sp444 M PL 057",NA,NA
"Unidentified","Unidentified sp445 M PL 057",NA,NA
"Unidentified","Unidentified sp16 M PL 015",NA,NA
"Unidentified","Unidentified sp8 M PL 038",NA,NA
"Unidentified","Unidentified sp16 M PL 021",NA,NA
"Unidentified","Unidentified sp16 M PL 043",NA,NA
"Unidentified","Unidentified sp16 M PL 044",NA,NA
"Unidentified","Unidentified sp45 M PL 057",NA,NA
"Unidentified","Unidentified sp228 M PL 044",NA,NA
"Unidentified","Unidentified sp450 M PL 057",NA,NA
"Unidentified","Unidentified sp8 M PL 054",NA,NA
"Unidentified","Unidentified sp454 M PL 057",NA,NA
"Unidentified","Unidentified sp455 M PL 057",NA,NA
"Unidentified","Unidentified sp456 M PL 057",NA,NA
"Unidentified","Unidentified sp23 M PL 023",NA,NA
"Unidentified","Unidentified sp23 M PL 043",NA,NA
"Unidentified","Unidentified sp46 M PL 021",NA,NA
"Unidentified","Unidentified sp23 M PL 046",NA,NA
"Unidentified","Unidentified sp46 M PL 044",NA,NA
"Unidentified","Unidentified sp162 M PL 021",NA,NA
"Unidentified","Unidentified sp162 M PL 044",NA,NA
"Unidentified","Unidentified sp162 M PL 057",NA,NA
"Unidentified","Unidentified sp46 M PL 057",NA,NA
"Unidentified","Unidentified sp163 M PL 044",NA,NA
"Unidentified","Unidentified sp460 M PL 057",NA,NA
"Unidentified","Unidentified sp164 M PL 021",NA,NA
"Unidentified","Unidentified sp164 M PL 044",NA,NA
"Unidentified","Unidentified sp164 M PL 057",NA,NA
"Unidentified","Unidentified sp165 M PL 021",NA,NA
"Unidentified","Unidentified sp165 M PL 044",NA,NA
"Unidentified","Unidentified sp165 M PL 057",NA,NA
"Unidentified","Unidentified sp84 M PL 054",NA,NA
"Unidentified","Unidentified sp84 M PL 056",NA,NA
"Unidentified","Unidentified sp233 M PL 044",NA,NA
"Unidentified","Unidentified sp47 M PL 021",NA,NA
"Unidentified","Unidentified sp47 M PL 034",NA,NA
"Unidentified","Unidentified sp47 M PL 044",NA,NA
"Unidentified","Unidentified sp47 M PL 051",NA,NA
"Unidentified","Unidentified sp168 M PL 044",NA,NA
"Unidentified","Unidentified sp168 M PL 057",NA,NA
"Unidentified","Unidentified sp105 M PL 054",NA,NA
"Unidentified","Unidentified sp169 M PL 044",NA,NA
"Unidentified","Unidentified sp470 M PL 057",NA,NA
"Unidentified","Unidentified sp471 M PL 057",NA,NA
"Unidentified","Unidentified sp472 M PL 057",NA,NA
"Unidentified","Unidentified sp473 M PL 057",NA,NA
"Unidentified","Unidentified sp474 M PL 057",NA,NA
"Unidentified","Unidentified sp475 M PL 057",NA,NA
"Unidentified","Unidentified sp476 M PL 057",NA,NA
"Unidentified","Unidentified sp477 M PL 057",NA,NA
"Unidentified","Unidentified sp478 M PL 057",NA,NA
"Unidentified","Unidentified sp17 M PL 053",NA,NA
"Unidentified","Unidentified sp17 M PL 054",NA,NA
"Unidentified","Unidentified sp48 M PL 051",NA,NA
"Unidentified","Unidentified sp48 M PL 053",NA,NA
"Unidentified","Unidentified sp17 M PL 057",NA,NA
"Unidentified","Unidentified sp48 M PL 057",NA,NA
"Unidentified","Unidentified sp9 M PL 013",NA,NA
"Unidentified","Unidentified sp170 M PL 044",NA,NA
"Unidentified","Unidentified sp170 M PL 057",NA,NA
"Unidentified","Unidentified sp171 M PL 044",NA,NA
"Unidentified","Unidentified sp484 M PL 057",NA,NA
"Unidentified","Unidentified sp172 M PL 021",NA,NA
"Unidentified","Unidentified sp172 M PL 057",NA,NA
"Unidentified","Unidentified sp49 M PL 056",NA,NA
"Unidentified","Unidentified sp49 M PL 057",NA,NA
"Unidentified","Unidentified sp49 M PL 058",NA,NA
"Unidentified","Unidentified sp5 M PL 010",NA,NA
"Unidentified","Unidentified sp6 M PL 047",NA,NA
"Unidentified","Unidentified sp9 M PL 051",NA,NA
"Unidentified","Unidentified sp5 M PL 019",NA,NA
"Unidentified","Unidentified sp5 M PL 021",NA,NA
"Unidentified","Unidentified sp244 M PL 044",NA,NA
"Unidentified","Unidentified sp9 M PL 057",NA,NA
"Unidentified","Unidentified sp5 M PL 026",NA,NA
"Unidentified","Unidentified sp5 M PL 027",NA,NA
"Unidentified","Unidentified sp5 M PL 028",NA,NA
"Unidentified","Unidentified sp5 M PL 029",NA,NA
"Unidentified","Unidentified sp5 M PL 034",NA,NA
"Unidentified","Unidentified sp178 M PL 057",NA,NA
"Unidentified","Unidentified sp5 M PL 037",NA,NA
"Unidentified","Unidentified sp5 M PL 038",NA,NA
"Unidentified","Unidentified sp5 M PL 040",NA,NA
"Unidentified","Unidentified sp5 M PL 041",NA,NA
"Unidentified","Unidentified sp248 M PL 044",NA,NA
"Unidentified","Unidentified sp5 M PL 044",NA,NA
"Unidentified","Unidentified sp5 M PL 047",NA,NA
"Unidentified","Unidentified sp5 M PL 053",NA,NA
"Unidentified","Unidentified sp25 M PL 013",NA,NA
"Unidentified","Unidentified sp93 M PL 054",NA,NA
"Unidentified","Unidentified sp5 M PL 056",NA,NA
"Unidentified","Unidentified sp93 M PL 057",NA,NA
"Unidentified","Unidentified sp5 M PL 058",NA,NA
"Unidentified","Unidentified sp94 M PL 044",NA,NA
"Unidentified","Unidentified sp5 M PL 096",NA,NA
"Unidentified","Unidentified sp5 M PL 098",NA,NA
"Unidentified","Unidentified sp5 M PL 114",NA,NA
"Unidentified","Unidentified sp5 M PL 119",NA,NA
"Unidentified","Unidentified sp5 M PL 121",NA,NA
"Unidentified","Unidentified sp5 M PL 123",NA,NA
"Unidentified","Unidentified sp95 M PL 056",NA,NA
"Unidentified","Unidentified sp95 M PL 057",NA,NA
"Unidentified","Unidentified sp50 M PL 034",NA,NA
"Unidentified","Unidentified sp182 M PL 021",NA,NA
"Unidentified","Unidentified sp96 M PL 054",NA,NA
"Unidentified","Unidentified sp50 M PL 053",NA,NA
"Unidentified","Unidentified sp50 M PL 056",NA,NA
"Unidentified","Unidentified sp50 M PL 057",NA,NA
"Unidentified","Unidentified sp183 M PL 057",NA,NA
"Unidentified","Unidentified sp51 M PL 034",NA,NA
"Unidentified","Unidentified sp51 M PL 044",NA,NA
"Unidentified","Unidentified sp184 M PL 057",NA,NA
"Unidentified","Unidentified sp51 M PL 056",NA,NA
"Unidentified","Unidentified sp51 M PL 057",NA,NA
"Unidentified","Unidentified sp51 M PL 058",NA,NA
"Unidentified","Unidentified sp186 M PL 021",NA,NA
"Unidentified","Unidentified sp52 M PL 044",NA,NA
"Unidentified","Unidentified sp186 M PL 057",NA,NA
"Unidentified","Unidentified sp187 M PL 044",NA,NA
"Unidentified","Unidentified sp187 M PL 057",NA,NA
"Unidentified","Unidentified sp53 M PL 021",NA,NA
"Unidentified","Unidentified sp53 M PL 044",NA,NA
"Unidentified","Unidentified sp189 M PL 021",NA,NA
"Unidentified","Unidentified sp53 M PL 054",NA,NA
"Unidentified","Unidentified sp53 M PL 056",NA,NA
"Unidentified","Unidentified sp53 M PL 057",NA,NA
"Unidentified","Unidentified sp53 M PL 058",NA,NA
"Unidentified","Unidentified sp19 M PL 021",NA,NA
"Unidentified","Unidentified sp19 M PL 023",NA,NA
"Unidentified","Unidentified sp54 M PL 053",NA,NA
"Unidentified","Unidentified sp19 M PL 041",NA,NA
"Unidentified","Unidentified sp19 M PL 043",NA,NA
"Unidentified","Unidentified sp19 M PL 044",NA,NA
"Unidentified","Unidentified sp12 M PL 041",NA,NA
"Unidentified","Unidentified sp26 M PL 034",NA,NA
"Unidentified","Unidentified sp12 M PL 044",NA,NA
"Unidentified","Unidentified sp12 M PL 047",NA,NA
"Unidentified","Unidentified sp12 M PL 050",NA,NA
"Unidentified","Unidentified sp55 M PL 057",NA,NA
"Unidentified","Unidentified sp55 M PL 058",NA,NA
"Unidentified","Unidentified sp56 M PL 021",NA,NA
"Unidentified","Unidentified sp56 M PL 044",NA,NA
"Unidentified","Unidentified sp56 M PL 053",NA,NA
"Unidentified","Unidentified sp56 M PL 054",NA,NA
"Unidentified","Unidentified sp56 M PL 056",NA,NA
"Unidentified","Unidentified sp120 M PL 044",NA,NA
"Unidentified","Unidentified sp262 M PL 021",NA,NA
"Unidentified","Unidentified sp120 M PL 056",NA,NA
"Unidentified","Unidentified sp57 M PL 044",NA,NA
"Unidentified","Unidentified sp265 M PL 057",NA,NA
"Unidentified","Unidentified sp58 M PL 021",NA,NA
"Unidentified","Unidentified sp196 M PL 021",NA,NA
"Unidentified","Unidentified sp196 M PL 044",NA,NA
"Unidentified","Unidentified sp58 M PL 054",NA,NA
"Unidentified","Unidentified sp58 M PL 056",NA,NA
"Unidentified","Unidentified sp58 M PL 057",NA,NA
"Unidentified","Unidentified sp197 M PL 057",NA,NA
"Unidentified","Unidentified sp27 M PL 013",NA,NA
"Unidentified","Unidentified sp59 M PL 053",NA,NA
"Unidentified","Unidentified sp27 M PL 034",NA,NA
"Unidentified","Unidentified sp59 M PL 056",NA,NA
"Unidentified","Unidentified sp199 M PL 057",NA,NA
"Unidentified","Unidentified sp2 M PL 010",NA,NA
"Unidentified","Unidentified sp2 M PL 012",NA,NA
"Unidentified","Unidentified sp6 M PL 015",NA,NA
"Unidentified","Unidentified sp6 M PL 018",NA,NA
"Unidentified","Unidentified sp27 M PL 057",NA,NA
"Unidentified","Unidentified sp6 M PL 021",NA,NA
"Unidentified","Unidentified sp6 M PL 022",NA,NA
"Unidentified","Unidentified sp213 M PL 021",NA,NA
"Unidentified","Unidentified sp126 M PL 054",NA,NA
"Unidentified","Unidentified sp38 M PL 051",NA,NA
"Unidentified","Unidentified sp127 M PL 021",NA,NA
"Unidentified","Unidentified sp38 M PL 056",NA,NA
"Unidentified","Unidentified sp71 M PL 057",NA,NA
"Unidentified","Unidentified sp38 M PL 058",NA,NA
"Unidentified","Unidentified sp3 M PL 120",NA,NA
"Unidentified","Unidentified sp380 M PL 057",NA,NA
"Unidentified","Unidentified sp6 M PL 044",NA,NA
"Unidentified","Unidentified sp72 M PL 056",NA,NA
"Unidentified","Unidentified sp6 M PL 049",NA,NA
"Unidentified","Unidentified sp6 M PL 050",NA,NA
"Unidentified","Unidentified sp6 M PL 051",NA,NA
"Unidentified","Unidentified sp6 M PL 053",NA,NA
"Unidentified","Unidentified sp6 M PL 054",NA,NA
"Unidentified","Unidentified sp28 M PL 013",NA,NA
"Unidentified","Unidentified sp387 M PL 021",NA,NA
"Unidentified","Unidentified sp388 M PL 021",NA,NA
"Unidentified","Unidentified sp6 M PL 096",NA,NA
"Unidentified","Unidentified sp6 M PL 098",NA,NA
"Unidentified","Unidentified sp6 M PL 121",NA,NA
"Unidentified","Unidentified sp39 M PL 034",NA,NA
"Unidentified","Unidentified sp39 M PL 044",NA,NA
"Unidentified","Unidentified sp60 M PL 053",NA,NA
"Unidentified","Unidentified sp60 M PL 054",NA,NA
"Unidentified","Unidentified sp60 M PL 056",NA,NA
"Unidentified","Unidentified sp60 M PL 057",NA,NA
"Unidentified","Unidentified sp60 M PL 058",NA,NA
"Unidentified","Unidentified sp13 M PL 058",NA,NA
"Unidentified","Unidentified sp2 M PL 098",NA,NA
"Unidentified","Unidentified sp391 M PL 057",NA,NA
"Unidentified","Unidentified sp61 M PL 056",NA,NA
"Unidentified","Unidentified sp2 M PL 104",NA,NA
"Unidentified","Unidentified sp2 M PL 105",NA,NA
"Unidentified","Unidentified sp2 M PL 106",NA,NA
"Unidentified","Unidentified sp394 M PL 057",NA,NA
"Unidentified","Unidentified sp62 M PL 053",NA,NA
"Unidentified","Unidentified sp132 M PL 044",NA,NA
"Unidentified","Unidentified sp62 M PL 058",NA,NA
"Unidentified","Unidentified sp63 M PL 021",NA,NA
"Unidentified","Unidentified sp63 M PL 044",NA,NA
"Unidentified","Unidentified sp2 M PL 122",NA,NA
"Unidentified","Unidentified sp2 M PL 125",NA,NA
"Unidentified","Unidentified sp29 M PL 044",NA,NA
"Unidentified","Unidentified sp63 M PL 058",NA,NA
"Unidentified","Unidentified sp29 M PL 053",NA,NA
"Unidentified","Unidentified sp29 M PL 054",NA,NA
"Unidentified","Unidentified sp8 M PL 040",NA,NA
"Unidentified","Unidentified sp4 M PL 034",NA,NA
"Unidentified","Unidentified sp4 M PL 035",NA,NA
"Unidentified","Unidentified sp4 M PL 038",NA,NA
"Unidentified","Unidentified sp20 M PL 043",NA,NA
"Unidentified","Unidentified sp65 M PL 044",NA,NA
"Unidentified","Unidentified sp65 M PL 053",NA,NA
"Unidentified","Unidentified sp20 M PL 053",NA,NA
"Unidentified","Unidentified sp65 M PL 057",NA,NA
"Unidentified","Unidentified sp20 M PL 056",NA,NA
"Unidentified","Unidentified sp20 M PL 057",NA,NA
"Unidentified","Unidentified sp295 M PL 021",NA,NA
"Unidentified","Unidentified sp4 M PL 056",NA,NA
"Unidentified","Unidentified sp14 M PL 023",NA,NA
"Unidentified","Unidentified sp4 M PL 058",NA,NA
"Unidentified","Unidentified sp4 M PL 087",NA,NA
"Unidentified","Unidentified sp14 M PL 038",NA,NA
"Unidentified","Unidentified sp202 M PL 044",NA,NA
"Unidentified","Unidentified sp14 M PL 044",NA,NA
"Unidentified","Unidentified sp14 M PL 047",NA,NA
"Unidentified","Unidentified sp14 M PL 054",NA,NA
"Unidentified","Unidentified sp4 M PL 114",NA,NA
"Unidentified","Unidentified sp69 M PL 044",NA,NA
"Unidentified","Unidentified sp206 M PL 021",NA,NA
"Unidentified","Unidentified sp207 M PL 044",NA,NA
"Unidentified","Unidentified sp208 M PL 021",NA,NA
"Unidentified","Unidentified sp208 M PL 044",NA,NA
"Unidentified","Unidentified sp208 M PL 057",NA,NA
"Unidentified","Unidentified sp209 M PL 021",NA,NA
"Unidentified","Unidentified sp7 M PL 028",NA,NA
"Unidentified","Unidentified sp7 M PL 034",NA,NA
"Unidentified","Unidentified sp7 M PL 035",NA,NA
"Unidentified","Unidentified sp47 M PL 058",NA,NA
"Unidentified","Unidentified sp21 M PL 034",NA,NA
"Unidentified","Unidentified sp145 M PL 056",NA,NA
"Unidentified","Unidentified sp7 M PL 047",NA,NA
"Unidentified","Unidentified sp7 M PL 051",NA,NA
"Unidentified","Unidentified sp7 M PL 053",NA,NA
"Unidentified","Unidentified sp21 M PL 057",NA,NA
"Unidentified","Unidentified sp7 M PL 054",NA,NA
"Unidentified","Unidentified sp89 M PL 021",NA,NA
"Unidentified","Unidentified sp24 M PL 018",NA,NA
"Unidentified","Unidentified sp210 M PL 057",NA,NA
"Unidentified","Unidentified sp211 M PL 021",NA,NA
"Unidentified","Unidentified sp3 M PL 096",NA,NA
"Unidentified","Unidentified sp41 M PL 058",NA,NA
"Unidentified","Unidentified sp70 M PL 053",NA,NA
"Unidentified","Unidentified sp70 M PL 054",NA,NA
"Unidentified","Unidentified sp9 M PL 023",NA,NA
"Unidentified","Unidentified sp213 M PL 044",NA,NA
"Unidentified","Unidentified sp1 M PL 012",NA,NA
"Unidentified","Unidentified sp9 M PL 038",NA,NA
"Unidentified","Unidentified sp3 M PL 114",NA,NA
"Unidentified","Unidentified sp9 M PL 041",NA,NA
"Unidentified","Unidentified sp1 M PL 021",NA,NA
"Unidentified","Unidentified sp9 M PL 047",NA,NA
"Unidentified","Unidentified sp34 M PL 049",NA,NA
"Unidentified","Unidentified sp3 M PL 130",NA,NA
"Unidentified","Unidentified sp217 M PL 021",NA,NA
"Unidentified","Unidentified sp1 M PL 028",NA,NA
"Unidentified","Unidentified sp421 M PL 057",NA,NA
"Unidentified","Unidentified sp74 M PL 044",NA,NA
"Unidentified","Unidentified sp1 M PL 037",NA,NA
"Unidentified","Unidentified sp425 M PL 057",NA,NA
"Unidentified","Unidentified sp219 M PL 057",NA,NA
"Unidentified","Unidentified sp22 M PL 013",NA,NA
"Unidentified","Unidentified sp1 M PL 042",NA,NA
"Unidentified","Unidentified sp22 M PL 015",NA,NA
"Unidentified","Unidentified sp30 M PL 058",NA,NA
"Unidentified","Unidentified sp75 M PL 056",NA,NA
"Unidentified","Unidentified sp22 M PL 043",NA,NA
"Unidentified","Unidentified sp22 M PL 049",NA,NA
"Unidentified","Unidentified sp76 M PL 056",NA,NA
"Unidentified","Unidentified sp112 M PL 044",NA,NA
"Unidentified","Unidentified sp22 M PL 054",NA,NA
"Unidentified","Unidentified sp77 M PL 057",NA,NA
"Unidentified","Unidentified sp93 M PL 056",NA,NA
"Unidentified","Unidentified sp305 M PL 057",NA,NA
"Unidentified","Unidentified sp78 M PL 054",NA,NA
"Unidentified","Unidentified sp78 M PL 056",NA,NA
"Unidentified","Unidentified sp78 M PL 057",NA,NA
"Unidentified","Unidentified sp79 M PL 044",NA,NA
"Unidentified","Unidentified sp79 M PL 054",NA,NA
"Unidentified","Unidentified sp79 M PL 056",NA,NA
"Unidentified","Unidentified sp79 M PL 057",NA,NA
"Unidentified","Unidentified sp8 M PL 013",NA,NA
"Unidentified","Unidentified sp31 M PL 021",NA,NA
"Unidentified","Unidentified sp8 M PL 017",NA,NA
"Unidentified","Unidentified sp8 M PL 018",NA,NA
"Unidentified","Unidentified sp8 M PL 021",NA,NA
"Unidentified","Unidentified sp96 M PL 057",NA,NA
"Unidentified","Unidentified sp8 M PL 026",NA,NA
"Unidentified","Unidentified sp224 M PL 057",NA,NA
"Unidentified","Unidentified sp225 M PL 021",NA,NA
"Unidentified","Unidentified sp8 M PL 037",NA,NA
"Unidentified","Unidentified sp10 M PL 029",NA,NA
"Unidentified","Unidentified sp253 M PL 057",NA,NA
"Unidentified","Unidentified sp226 M PL 044",NA,NA
"Unidentified","Unidentified sp226 M PL 057",NA,NA
"Unidentified","Unidentified sp227 M PL 044",NA,NA
"Unidentified","Unidentified sp8 M PL 047",NA,NA
"Unidentified","Unidentified sp8 M PL 049",NA,NA
"Unidentified","Unidentified sp314 M PL 057",NA,NA
"Unidentified","Unidentified sp8 M PL 053",NA,NA
"Unidentified","Unidentified sp315 M PL 057",NA,NA
"Unidentified","Unidentified sp10 M PL 053",NA,NA
"Unidentified","Unidentified sp10 M PL 054",NA,NA
"Unidentified","Unidentified sp23 M PL 015",NA,NA
"Unidentified","Unidentified sp23 M PL 021",NA,NA
"Unidentified","Unidentified sp319 M PL 021",NA,NA
"Unidentified","Unidentified sp319 M PL 057",NA,NA
"Unidentified","Unidentified sp100 M PL 057",NA,NA
"Unidentified","Unidentified sp81 M PL 057",NA,NA
"Unidentified","Unidentified sp23 M PL 054",NA,NA
"Unidentified","Unidentified sp82 M PL 044",NA,NA
"Unidentified","Unidentified sp23 M PL 056",NA,NA
"Unidentified","Unidentified sp82 M PL 056",NA,NA
"Unidentified","Unidentified sp82 M PL 057",NA,NA
"Unidentified","Unidentified sp230 M PL 021",NA,NA
"Unidentified","Unidentified sp83 M PL 054",NA,NA
"Unidentified","Unidentified sp83 M PL 056",NA,NA
"Unidentified","Unidentified sp83 M PL 057",NA,NA
"Unidentified","Unidentified sp323 M PL 021",NA,NA
"Unidentified","Unidentified sp323 M PL 057",NA,NA
"Unidentified","Unidentified sp324 M PL 021",NA,NA
"Unidentified","Unidentified sp84 M PL 057",NA,NA
"Unidentified","Unidentified sp85 M PL 044",NA,NA
"Unidentified","Unidentified sp85 M PL 054",NA,NA
"Unidentified","Unidentified sp263 M PL 021",NA,NA
"Unidentified","Unidentified sp85 M PL 057",NA,NA
"Unidentified","Unidentified sp327 M PL 021",NA,NA
"Unidentified","Unidentified sp47 M PL 056",NA,NA
"Unidentified","Unidentified sp327 M PL 057",NA,NA
"Unidentified","Unidentified sp121 M PL 057",NA,NA
"Unidentified","Unidentified sp86 M PL 057",NA,NA
"Unidentified","Unidentified sp87 M PL 021",NA,NA
"Unidentified","Unidentified sp87 M PL 044",NA,NA
"Unidentified","Unidentified sp238 M PL 021",NA,NA
"Unidentified","Unidentified sp87 M PL 057",NA,NA
"Unidentified","Unidentified sp238 M PL 057",NA,NA
"Unidentified","Unidentified sp239 M PL 021",NA,NA
"Unidentified","Unidentified sp239 M PL 044",NA,NA
"Unidentified","Unidentified sp239 M PL 057",NA,NA
"Unidentified","Unidentified sp24 M PL 013",NA,NA
"Unidentified","Unidentified sp375 M PL 057",NA,NA
"Unidentified","Unidentified sp124 M PL 054",NA,NA
"Unidentified","Unidentified sp24 M PL 021",NA,NA
"Unidentified","Unidentified sp89 M PL 056",NA,NA
"Unidentified","Unidentified sp24 M PL 034",NA,NA
"Unidentified","Unidentified sp9 M PL 017",NA,NA
"Unidentified","Unidentified sp9 M PL 018",NA,NA
"Unidentified","Unidentified sp9 M PL 021",NA,NA
"Unidentified","Unidentified sp379 M PL 057",NA,NA
"Unidentified","Unidentified sp9 M PL 026",NA,NA
"Unidentified","Unidentified sp9 M PL 028",NA,NA
"Unidentified","Unidentified sp9 M PL 034",NA,NA
"Unidentified","Unidentified sp9 M PL 037",NA,NA
"Unidentified","Unidentified sp3 M PL 106",NA,NA
"Unidentified","Unidentified sp241 M PL 044",NA,NA
"Unidentified","Unidentified sp3 M PL 107",NA,NA
"Unidentified","Unidentified sp242 M PL 044",NA,NA
"Unidentified","Unidentified sp128 M PL 054",NA,NA
"Unidentified","Unidentified sp128 M PL 056",NA,NA
"Unidentified","Unidentified sp11 M PL 049",NA,NA
"Unidentified","Unidentified sp243 M PL 057",NA,NA
"Unidentified","Unidentified sp9 M PL 055",NA,NA
"Unidentified","Unidentified sp34 M PL 057",NA,NA
"Unidentified","Unidentified sp34 M PL 058",NA,NA
"Unidentified","Unidentified sp245 M PL 021",NA,NA
"Unidentified","Unidentified sp245 M PL 044",NA,NA
"Unidentified","Unidentified sp245 M PL 057",NA,NA
"Unidentified","Unidentified sp246 M PL 044",NA,NA
"Unidentified","Unidentified sp246 M PL 057",NA,NA
"Unidentified","Unidentified sp247 M PL 021",NA,NA
"Unidentified","Unidentified sp247 M PL 044",NA,NA
"Unidentified","Unidentified sp248 M PL 021",NA,NA
"Unidentified","Unidentified sp111 M PL 044",NA,NA
"Unidentified","Unidentified sp347 M PL 021",NA,NA
"Unidentified","Unidentified sp249 M PL 057",NA,NA
"Unidentified","Unidentified sp13 M PL 057",NA,NA
"Unidentified","Unidentified sp112 M PL 054",NA,NA
"Unidentified","Unidentified sp25 M PL 018",NA,NA
