"genero","especie","orden","familia"
"Sympistis","Sympistis zetterstedti","Lepidoptera","Noctuidae"
"Sympistris","Sympistris labradoris",NA,NA
"Synanthedom","Synanthedom albicalcarata",NA,NA
"Synanthedon","Synanthedon albicornis","Lepidoptera","Sesiidae"
"Syngrapha","Syngrapha parilis","Lepidoptera","Noctuidae"
"Syngrapha","Syngrapha ain","Lepidoptera","Noctuidae"
"Syntarucus","Syntarucus pirithous",NA,NA
"Syntomopus","Syntomopus americanus","Hymenoptera","Pteromalidae"
"Syreta","Syreta adamsi",NA,NA
"Syritta","Syritta sp1 M PL 063","Diptera","Syrphidae"
"Syritta","Syritta bulbus Walker","Diptera","Syrphidae"
"Syritta","Syritta sp1 M PL 071","Diptera","Syrphidae"
"Syritta","Syritta sp1 M PL 069","Diptera","Syrphidae"
"Syritta","Syritta sp1 M PL 072","Diptera","Syrphidae"
"Syritta","Syritta sp1 M PL 066","Diptera","Syrphidae"
"Syritta","Syritta rectus","Diptera","Syrphidae"
"Syritta","Syritta sp1 M PL 083","Diptera","Syrphidae"
"Syritta","Syritta sp1 M PL 070","Diptera","Syrphidae"
"Syritta","Syritta sp1 M PL 082","Diptera","Syrphidae"
"Syritta","Syritta bulbus","Diptera","Syrphidae"
"Syritta","Syritta sp1 M PL 067","Diptera","Syrphidae"
"Syritta","Syritta nigrofemorata Macquart","Diptera","Syrphidae"
"Syritta","Syritta spnear abyssinica Rondani","Diptera","Syrphidae"
"Syritta","Syritta pipiens","Diptera","Syrphidae"
"Syritta","Syritta sp1 M PL 064","Diptera","Syrphidae"
"Syritta","Syritta sp1 M PL 081","Diptera","Syrphidae"
"Syritta","Syritta nigrofemorata","Diptera","Syrphidae"
"Syritta","Syritta sp1 M PL 075","Diptera","Syrphidae"
"Syrphid","Syrphid sp",NA,NA
"Syrphidae","Syrphidae sp1 M PL 072",NA,NA
"Syrphidae","Syrphidae ni",NA,NA
"Syrphus","Syrphus sp1 M PL 007","Diptera","Syrphidae"
"Syrphus","Syrphus torvus","Diptera","Syrphidae"
"Syrphus","Syrphus sp1 M PL 056","Diptera","Syrphidae"
"Syrphus","Syrphus vitripernis","Diptera","Syrphidae"
"Syrphus","Syrphus opinator","Diptera","Syrphidae"
"Syrphus","Syrphus nitens","Diptera","Syrphidae"
"Syrphus","Syrphus japonica","Diptera","Syrphidae"
"Syrphus","Syrphus ribessii","Diptera","Syrphidae"
"Syrphus","Syrphus ribesii","Diptera","Syrphidae"
"Syrphus","Syrphus sp1 M PL 006","Diptera","Syrphidae"
"Syrphus","Syrphus americanus","Diptera","Syrphidae"
"Syrphus","Syrphus disgregus","Diptera","Syrphidae"
"Syrphus","Syrphus sp1 M PL 019","Diptera","Syrphidae"
"Syrphus","Syrphus vitripennis","Diptera","Syrphidae"
"Syrphus","Syrphus arcuatus","Diptera","Syrphidae"
"Syrphus","Syrphus amalopis","Diptera","Syrphidae"
"Syrphus","Syrphus octomaculatus","Diptera","Syrphidae"
"Syrphus","Syrphus sp1 M PL 032","Diptera","Syrphidae"
"Systoechus","Systoechus vulgaris","Diptera","Bombyliidae"
"Systogaster","Systogaster biannulata",NA,NA
"Systropha","Systropha planidens","Hymenoptera","Halictidae"
"Systropus","Systropus macer","Diptera","Bombyliidae"
"Tabanidae","Tabanidae sp1 M PL 072",NA,NA
"Tabanidae","Tabanidae ni",NA,NA
"Tabanus","Tabanus froggatti","Diptera","Tabanidae"
"Tabanus","Tabanus iyoensis","Diptera","Tabanidae"
"Tabanus","Tabanus rhombicus","Diptera","Tabanidae"
"Tabanus","Tabanus sp1 M PL 030","Diptera","Tabanidae"
"Tachina","Tachina rustica","Diptera","Tachinidae"
"Tachina","Tachina fera","Diptera","Tachinidae"
"Tachina","Tachina canariensis","Diptera","Tachinidae"
"Tachina","Tachina grossa","Diptera","Tachinidae"
"Tachina","Tachina jakovlevi","Diptera","Tachinidae"
"Tachina","Tachina mella","Diptera","Tachinidae"
"Tachina","Tachina sp1 M PL 053","Diptera","Tachinidae"
"Tachina","Tachina politula","Diptera","Tachinidae"
"Tachina","Tachina vernalis","Diptera","Tachinidae"
"Tachina","Tachina luteola","Diptera","Tachinidae"
"Tachinidae","Tachinidae sp1 M PL 072",NA,NA
"Tachinidae","Tachinidae sp1 M PL 020",NA,NA
"Tachinidae","Tachinidae ni",NA,NA
"Tachinus","Tachinus sp1 M PL 021","Coleoptera","Staphylinidae"
"Tachinus","Tachinus fimetarius","Coleoptera","Staphylinidae"
"Tachinus","Tachinus sp1 M PL 057","Coleoptera","Staphylinidae"
"Tachites","Tachites sp1 M PL 031",NA,NA
"Tachydromia","Tachydromia pusilla","Diptera","Hybotidae"
"Tachypompilus","Tachypompilus sp1 M PL 072","Hymenoptera","Pompilidae"
"Tachysphex","Tachysphex japonicus","Hymenoptera","Crabronidae"
"Tachysphex","Tachysphex acutus","Hymenoptera","Crabronidae"
"Tachysphex","Tachysphex unicolor","Hymenoptera","Crabronidae"
"Tachysphex","Tachysphex belfragei","Hymenoptera","Crabronidae"
"Tachysphex","Tachysphex pepa","Hymenoptera","Crabronidae"
"Tachysphex","Tachysphex incertus","Hymenoptera","Crabronidae"
"Tachysphex","Tachysphex terminatus","Hymenoptera","Crabronidae"
"Tachysphex","Tachysphex tarsatus","Hymenoptera","Crabronidae"
"Tachytes","Tachytes harpax","Hymenoptera","Crabronidae"
"Tachytes","Tachytes pepticus","Hymenoptera","Crabronidae"
"Tachytes","Tachytes mandibularis","Hymenoptera","Crabronidae"
"Tachytes","Tachytes distinctus","Hymenoptera","Crabronidae"
"Tachytes","Tachytes obscurus","Hymenoptera","Crabronidae"
"Tachytes","Tachytes sericatus","Hymenoptera","Crabronidae"
"Tachytessp","Tachytessp sp1 M PL 044",NA,NA
"Takaomyia","Takaomyia johannis","Diptera","Syrphidae"
"Takaomyia","Takaomyia sexmaculata","Diptera","Syrphidae"
"Tamseuxoa","Tamseuxoa ingoufii","Lepidoptera","Noctuidae"
"Tanyptera","Tanyptera sp1 M PL 044","Diptera","Tipulidae"
"Tanytarsus","Tanytarsus niger","Diptera","Chironomidae"
"Tapeigaster","Tapeigaster nigricornis","Diptera","Heleomyzidae"
"Tapinoma","Tapinoma sessile","Hymenoptera","Formicidae"
"Tapinoma","Tapinoma sp1 M PL 016","Hymenoptera","Formicidae"
"Tapinoma","Tapinoma sp1 M PL 053","Hymenoptera","Formicidae"
"Tapinoma","Tapinoma melanocephalum","Hymenoptera","Formicidae"
"Tapinoma","Tapinoma erraticum","Hymenoptera","Formicidae"
"Tapinotaspis","Tapinotaspis caerulea","Hymenoptera","Apidae"
"Tapinotaspis","Tapinotaspis herbsti","Hymenoptera","Apidae"
"Tarentula","Tarentula exasperans",NA,NA
"Tarundia","Tarundia servillei","Hemiptera","Ricaniidae"
"Tatochila","Tatochila autodice","Lepidoptera","Pieridae"
"Tatochila","Tatochila vanvolxemi","Lepidoptera","Pieridae"
"Tatochila","Tatochila sp1 M PL 023","Lepidoptera","Pieridae"
"Tatochila","Tatochila blanchardii","Lepidoptera","Pieridae"
"Tatochila","Tatochila mercedis","Lepidoptera","Pieridae"
"Taxonus","Taxonus sp1 M PL 057","Hymenoptera","Tenthredinidae"
"Taxonus","Taxonus fulvicornis","Hymenoptera","Tenthredinidae"
"Technomyrmex","Technomyrmex albipes Smith","Hymenoptera","Formicidae"
"Technomyrmex","Technomyrmex albipes","Hymenoptera","Formicidae"
"Tehthredo","Tehthredo zona",NA,NA
"Tehthredo","Tehthredo zonula",NA,NA
"Teleas","Teleas lineaticeps","Hymenoptera","Scelionidae"
"Telephorus","Telephorus flavipes",NA,NA
"Telephorus","Telephorus bilineatus",NA,NA
"Temnostoma","Temnostoma nitobei","Diptera","Syrphidae"
"Temnostoma","Temnostoma fumosa","Diptera","Syrphidae"
"Temnostoma","Temnostoma alternans","Diptera","Syrphidae"
"Temnostoma","Temnostoma aequale","Diptera","Syrphidae"
"Temnostoma","Temnostoma barberi","Diptera","Syrphidae"
"Temnostoma","Temnostoma balyras","Diptera","Syrphidae"
"Tenthredella","Tenthredella flavomarginis","Hymenoptera","Tenthredinidae"
"Tenthredella","Tenthredella unicincta","Hymenoptera","Tenthredinidae"
"Tenthredinidae","Tenthredinidae sp1 M PL 057",NA,NA
"Tenthredo","Tenthredo fukaii","Hymenoptera","Tenthredinidae"
"Tenthredo","Tenthredo basizonata","Hymenoptera","Tenthredinidae"
"Tenthredo","Tenthredo finchi seguro","Hymenoptera","Tenthredinidae"
"Tenthredo","Tenthredo convagennata","Hymenoptera","Tenthredinidae"
"Tenthredo","Tenthredo japonica","Hymenoptera","Tenthredinidae"
"Tenthredo","Tenthredo sp1 M PL 021","Hymenoptera","Tenthredinidae"
"Tenthredo","Tenthredo flavipectus","Hymenoptera","Tenthredinidae"
"Tenthredo","Tenthredo hokkaidonis","Hymenoptera","Tenthredinidae"
"Tenthredopsis","Tenthredopsis sp1 M PL 057","Hymenoptera","Tenthredinidae"
"Teochila","Teochila maenacte",NA,NA
"Tephritidae","Tephritidae sp1 M PL 072",NA,NA
"Tephritidae","Tephritidae sp2 M PL 072",NA,NA
"Tephritis","Tephritis sp1 M PL 072","Diptera","Tephritidae"
"Tephritis","Tephritis sp2 M PL 019","Diptera","Tephritidae"
"Tephritis","Tephritis sp1 M PL 019","Diptera","Tephritidae"
"Tephritis","Tephritis sp1 M PL 015","Diptera","Tephritidae"
"Tetanocera","Tetanocera ferruginea","Diptera","Sciomyzidae"
"Tetanocera","Tetanocera pictipes","Diptera","Sciomyzidae"
"Tetanocera","Tetanocera silvatica","Diptera","Sciomyzidae"
"Tetrachrysis","Tetrachrysis montana",NA,NA
"Tetrachrysis","Tetrachrysis nitidula",NA,NA
"Tetrachrysis","Tetrachrysis venusta",NA,NA
"Tetrachrysis","Tetrachrysis lauta",NA,NA
"Tetrachrysis","Tetrachrysis caerulans",NA,NA
"Tetralonia","Tetralonia okinawae okinawae","Hymenoptera","Apidae"
"Tetralonia","Tetralonia rosae","Hymenoptera","Apidae"
"Tetralonia","Tetralonia berlandi","Hymenoptera","Apidae"
"Tetralonia","Tetralonia dilecta","Hymenoptera","Apidae"
"Tetralonia","Tetralonia nipponens","Hymenoptera","Apidae"
"Tetralonia","Tetralonia belfragei","Hymenoptera","Apidae"
"Tetralonia","Tetralonia alternans","Hymenoptera","Apidae"
"Tetralonia","Tetralonia robertsonii","Hymenoptera","Apidae"
"Tetralonia","Tetralonia nipponensis","Hymenoptera","Apidae"
"Tetralonia","Tetralonia mitsukurii","Hymenoptera","Apidae"
"Tetramonium","Tetramonium bicarinatum",NA,NA
"Tetramorium","Tetramorium guineense","Hymenoptera","Formicidae"
"Tetraopes","Tetraopes sp1 M PL 005","Coleoptera","Cerambycidae"
"Tetrastichinae","Tetrastichinae sp1 M PL 009",NA,NA
"Tettigoniidae","Tettigoniidae sp1 M PL 060",NA,NA
"Teuchocnemis","Teuchocnemis lituratus","Diptera","Syrphidae"
"Thalurania","Thalurania glaucopis",NA,NA
"Thamnotettix","Thamnotettix confinis","Hemiptera","Cicadellidae"
"Thanaos","Thanaos propertius",NA,NA
"Thanaos","Thanaos juvenalis",NA,NA
"Thanaos","Thanaos brizo",NA,NA
"Thanaos","Thanaos martialis",NA,NA
"Thaumatomyia","Thaumatomyia notata","Diptera","Chloropidae"
"Thecla","Thecla calanus","Lepidoptera","Lycaenidae"
"Thecla","Thecla sylvinus","Lepidoptera","Lycaenidae"
"Thelaira","Thelaira nigripes","Diptera","Tachinidae"
"Thelaira","Thelaira sp1 M PL 055","Diptera","Tachinidae"
"Thelairodrino","Thelairodrino sp","Diptera","Tachinidae"
"Thelairodrino","Thelairodrino sp1 M PL 070","Diptera","Tachinidae"
"Thelairodrino","Thelairodrino sp1 M PL 073","Diptera","Tachinidae"
"Themira","Themira putris","Diptera","Sepsidae"
"Themus","Themus midas","Coleoptera","Cantharidae"
"Themus","Themus kazuoi","Coleoptera","Cantharidae"
"Therioplectes","Therioplectes illotus","Diptera","Tabanidae"
"Thespieus","Thespieus catochra","Lepidoptera","Hesperiidae"
"Theventimtia","Theventimtia muricatus",NA,NA
"Thlaspida","Thlaspida cribrosaoidalis","Coleoptera","Chrysomelidae"
"Thlipsogaster","Thlipsogaster ater",NA,NA
"Thoressa","Thoressa varia","Lepidoptera","Hesperiidae"
"Thorybes","Thorybes bathyllus","Lepidoptera","Hesperiidae"
"Thricops","Thricops cunctans","Diptera","Muscidae"
"Thricops","Thricops furcatus","Diptera","Muscidae"
"Thricops","Thricops rostratus","Diptera","Muscidae"
"Thricops","Thricops hirtulus","Diptera","Muscidae"
"Thricops","Thricops nigritellus","Diptera","Muscidae"
"Thrypticus","Thrypticus bellus","Diptera","Dolichopodidae"
"Thrypticus","Thrypticus sp1 M PL 034","Diptera","Dolichopodidae"
"Thymelicus","Thymelicus sp1 M PL 006","Lepidoptera","Hesperiidae"
"Thymelicus","Thymelicus sylvestris","Lepidoptera","Hesperiidae"
"Thymelicus","Thymelicus lineola","Lepidoptera","Hesperiidae"
"Thymelicus","Thymelicus acteon","Lepidoptera","Hesperiidae"
"Thyreocoris","Thyreocoris anthracina","Hemiptera","Thyreocoridae"
"Thyreus","Thyreus truncatus","Hymenoptera","Apidae"
"Thyreus","Thyreus ramosus","Hymenoptera","Apidae"
"Thyreus","Thyreus histrionicus","Hymenoptera","Apidae"
"Thyridanthrax","Thyridanthrax sp1 M PL 015","Diptera","Bombyliidae"
"Thyridanthrax","Thyridanthrax sp1 M PL 022","Diptera","Bombyliidae"
"Thyridanthrax","Thyridanthrax sp3 M PL 022","Diptera","Bombyliidae"
"Thyridanthrax","Thyridanthrax sp2 M PL 015","Diptera","Bombyliidae"
"Thyridanthrax","Thyridanthrax obliteratus","Diptera","Bombyliidae"
"Thyridanthrax","Thyridanthrax sp2 M PL 022","Diptera","Bombyliidae"
"Thyridanthrax","Thyridanthrax sp1 M PL 023","Diptera","Bombyliidae"
"Thyridanthrax","Thyridanthrax polyphemus","Diptera","Bombyliidae"
"Thyridanthrax","Thyridanthrax sp4 M PL 022","Diptera","Bombyliidae"
"Thysanoplusia","Thysanoplusia orichalcea","Lepidoptera","Noctuidae"
"Thysanoplusia","Thysanoplusia orichalcea Fabricius","Lepidoptera","Noctuidae"
"Thysanoptera","Thysanoptera sp2 M PL 035",NA,NA
"Thysanoptera","Thysanoptera sp1 M PL 058",NA,NA
"Thysanoptera","Thysanoptera sp29 M PL 023",NA,NA
"Thysanoptera","Thysanoptera sp17 M PL 050",NA,NA
"Thysanoptera","Thysanoptera sp1 M PL 022",NA,NA
"Tinginotum","Tinginotum perlatum","Hemiptera","Miridae"
"Tiphia","Tiphia clypeata","Hymenoptera","Tiphiidae"
"Tiphia","Tiphia sp1 M PL 057","Hymenoptera","Tiphiidae"
"Tiphia","Tiphia caucasica","Hymenoptera","Tiphiidae"
"Tiphia","Tiphia sp1 M PL 054","Hymenoptera","Tiphiidae"
"Tiphia","Tiphia illinoensis","Hymenoptera","Tiphiidae"
"Tiphia","Tiphia vulgaris","Hymenoptera","Tiphiidae"
"Tiphia","Tiphia morio","Hymenoptera","Tiphiidae"
"Tiphia","Tiphia robertsoni","Hymenoptera","Tiphiidae"
"Tiphia","Tiphia transversa","Hymenoptera","Tiphiidae"
"Tiphia","Tiphia sp1 M PL 013","Hymenoptera","Tiphiidae"
"Tiphia","Tiphia inornata","Hymenoptera","Tiphiidae"
"Tipula","Tipula patagiata","Diptera","Tipulidae"
"Tipula","Tipula arctica","Diptera","Tipulidae"
"Tipulidae","Tipulidae sp1 M PL 072",NA,NA
"Tituria","Tituria angulata","Hemiptera","Cicadellidae"
"Titusella","Titusella pronitens",NA,NA
"Tolidopalpus","Tolidopalpus galloisi","Coleoptera","Mordellidae"
"Tolidostena","Tolidostena atripennis","Coleoptera","Mordellidae"
"Tortyra","Tortyra divitiosa","Lepidoptera","Choreutidae"
"Toxomerous","Toxomerous geminatus",NA,NA
"Toxomerus","Toxomerus floralis","Diptera","Syrphidae"
"Toxomerus","Toxomerus marginatus","Diptera","Syrphidae"
"Toxomerus","Toxomerus sp1 M PL 072","Diptera","Syrphidae"
"Toxomerus","Toxomerus crockeri","Diptera","Syrphidae"
"Toxomerus","Toxomerus sp1 M PL 023","Diptera","Syrphidae"
"Toxoneuron","Toxoneuron abdominale","Hymenoptera","Braconidae"
"Toxophora","Toxophora maculata","Diptera","Bombyliidae"
"Toxorhynchites","Toxorhynchites manicans yamadai","Diptera","Culicidae"
"Trachandrena","Trachandrena quintilis",NA,NA
"Trachandrena","Trachandrena nuda",NA,NA
"Trachandrena","Trachandrena oligolege",NA,NA
"Trachandrena","Trachandrena crataegi",NA,NA
"Trachandrena","Trachandrena claytoniae",NA,NA
"Trachandrena","Trachandrena mariae",NA,NA
"Trachandrena","Trachandrena obscura",NA,NA
"Trachandrena","Trachandrena hippotes",NA,NA
"Trachys","Trachys saundersi","Coleoptera","Buprestidae"
"Trachys","Trachys sp1 M PL 057","Coleoptera","Buprestidae"
"Trachys","Trachys retteri","Coleoptera","Buprestidae"
"Trachysida","Trachysida aspera","Coleoptera","Cerambycidae"
"Tremus","Tremus cyanipennis",NA,NA
"Trianthidium","Trianthidium caturigense ducale",NA,NA
"Trichius","Trichius japonicus","Coleoptera","Scarabaeidae"
"Trichius","Trichius piger","Coleoptera","Scarabaeidae"
"Trichius","Trichius affinis","Coleoptera","Scarabaeidae"
"Trichodes","Trichodes apiarius","Coleoptera","Cleridae"
"Trichodes","Trichodes punctatus viridifasciatus","Coleoptera","Cleridae"
"Trichodes","Trichodes ornatus","Coleoptera","Cleridae"
"Trichodes","Trichodes favarius Illiger","Coleoptera","Cleridae"
"Trichodes","Trichodes graecus","Coleoptera","Cleridae"
"Tricholinum","Tricholinum sp1 M PL 047","Hymenoptera","Ichneumonidae"
"Tricholochmaea","Tricholochmaea semifulva","Coleoptera","Chrysomelidae"
"Trichophora","Trichophora ruficauda","Diptera","Tachinidae"
"Trichophthalma","Trichophthalma commutata","Diptera","Nemestrinidae"
"Trichophthalma","Trichophthalma jaffueli","Diptera","Nemestrinidae"
"Trichophthalma","Trichophthalma herbsti","Diptera","Nemestrinidae"
"Trichophthalma","Trichophthalma amoena","Diptera","Nemestrinidae"
"Trichoplusia","Trichoplusia indicator","Lepidoptera","Noctuidae"
"Trichopoda","Trichopoda giacomelli","Diptera","Tachinidae"
"Trichopoda","Trichopoda pennipes","Diptera","Tachinidae"
"Trichoptera","Trichoptera sp139 M PL 054",NA,NA
"Trichoptera","Trichoptera sp496 M PL 057",NA,NA
"Trichoptera","Trichoptera sp140 M PL 054",NA,NA
"Trichoptera","Trichoptera sp502 M PL 057",NA,NA
"Trichoptera","Trichoptera sp497 M PL 057",NA,NA
"Trichoptera","Trichoptera sp81 M PL 021",NA,NA
"Trichoptera","Trichoptera sp499 M PL 057",NA,NA
"Trichoptera","Trichoptera sp498 M PL 057",NA,NA
"Trichoptera","Trichoptera sp501 M PL 057",NA,NA
"Trichoptera","Trichoptera sp503 M PL 057",NA,NA
"Trichoptera","Trichoptera sp80 M PL 021",NA,NA
"Trichoptera","Trichoptera sp500 M PL 057",NA,NA
"Trichoptera","Trichoptera sp51 M PL 021",NA,NA
"Trichopticus","Trichopticus septentrionalis","Diptera","Muscidae"
"Trichosia","Trichosia truncata","Diptera","Sciaridae"
"Tricimba","Tricimba seychellensis","Diptera","Chloropidae"
"Tricimba","Tricimba humeralis","Diptera","Chloropidae"
"Tricimba","Tricimba cincta","Diptera","Chloropidae"
"Tridymus","Tridymus sp1 M PL 020",NA,NA
"Trielis","Trielis quinquecincta",NA,NA
"Triepeolus","Triepeolus nevadensis","Hymenoptera","Apidae"
"Triepeolus","Triepeolus lunatus","Hymenoptera","Apidae"
"Triepeolus","Triepeolus remigatus","Hymenoptera","Apidae"
"Triepeolus","Triepeolus helianthi","Hymenoptera","Apidae"
"Triepeolus","Triepeolus cressonii","Hymenoptera","Apidae"
"Triepeolus","Triepeolus simplex","Hymenoptera","Apidae"
"Triepeolus","Triepeolus pennipes","Hymenoptera","Apidae"
"Triepeolus","Triepeolus concavus","Hymenoptera","Apidae"
"Triepeolus","Triepeolus micropygius","Hymenoptera","Apidae"
"Triepeolus","Triepeolus helianthi grandior","Hymenoptera","Apidae"
"Triepeolus","Triepeolus donatus","Hymenoptera","Apidae"
"Trigona","Trigona gr  fuscipennis","Hymenoptera","Apidae"
"Trigona","Trigona fulviventris","Hymenoptera","Apidae"
"Trigona","Trigona spinipes","Hymenoptera","Apidae"
"Trigona","Trigona angustula","Hymenoptera","Apidae"
"Trigonisca","Trigonisca sp","Hymenoptera","Apidae"
"Trigonisca","Trigonisca intermedia","Hymenoptera","Apidae"
"Trineura","Trineura aterrima","Diptera","Phoridae"
"Trioza","Trioza nigra","Hemiptera","Triozidae"
"Trirhabda","Trirhabda tomentosa","Coleoptera","Chrysomelidae"
"Trirhithrum","Trirhithrum sp1 M PL 069","Diptera","Tephritidae"
"Trirhithrum","Trirhithrum sp1 M PL 071","Diptera","Tephritidae"
"Trirhoptrasema","Trirhoptrasema ashmeadi",NA,NA
"Troch","Troch ni 1",NA,NA
"Troch","Troch ni",NA,NA
"Trochilus","Trochilus polytmus polytmus",NA,NA
"Trochilus","Trochilus polytmus",NA,NA
"Trochilus","Trochilus colubris",NA,NA
"Trogoderma","Trogoderma sp1 M PL 044","Coleoptera","Dermestidae"
"Trogoderma","Trogoderma sp1 M PL 015","Coleoptera","Dermestidae"
"Trogus","Trogus vulpinus","Hymenoptera","Ichneumonidae"
"Tropidia","Tropidia quadrata","Diptera","Syrphidae"
"Tropidia","Tropidia albistylum","Diptera","Syrphidae"
"Tropidia","Tropidia notata","Diptera","Syrphidae"
"Tropidia","Tropidia scita","Diptera","Syrphidae"
"Tropidia","Tropidia sp1 M PL 034","Diptera","Syrphidae"
"Tropidia","Tropidia scitta","Diptera","Syrphidae"
"Tropidothorax","Tropidothorax belogolowi","Hemiptera","Lygaeidae"
"Tropidothorax","Tropidothorax cruciger","Hemiptera","Lygaeidae"
"Tropinota","Tropinota squalida","Coleoptera","Scarabaeidae"
"Trpocylon","Trpocylon sp1 M PL 057",NA,NA
"Truphoecus","Truphoecus bellus",NA,NA
"Trypeta","Trypeta solaris","Diptera","Tephritidae"
"Trypeta","Trypeta occidentalis","Diptera","Tephritidae"
"Trypeta","Trypeta humilis","Diptera","Tephritidae"
"Trypeta","Trypeta finalis","Diptera","Tephritidae"
"Trypherus","Trypherus nipponicus","Coleoptera","Cantharidae"
"Tryphon","Tryphon affinis","Hymenoptera","Ichneumonidae"
"Trypoxylon","Trypoxylon tridentatum","Hymenoptera","Crabronidae"
"Trypoxylon","Trypoxylon clavatum","Hymenoptera","Crabronidae"
"Trypoxylon","Trypoxylon errans","Hymenoptera","Crabronidae"
"Tychius","Tychius stephensi","Coleoptera","Curculionidae"
"Tychius","Tychius sp1 M PL 016","Coleoptera","Curculionidae"
"Tychius","Tychius sp1 M PL 044","Coleoptera","Curculionidae"
"Typocerus","Typocerus badius","Coleoptera","Cerambycidae"
"Typocerus","Typocerus velutinus","Coleoptera","Cerambycidae"
"Typocerus","Typocerus sinuatus","Coleoptera","Cerambycidae"
"Typocerus","Typocerus lugubris","Coleoptera","Cerambycidae"
"Udaea","Udaea martialis",NA,NA
"Unidentified","Unidentified sp46 M PL 056",NA,NA
"Unidentified","Unidentified sp201 M PL 057",NA,NA
"Unidentified","Unidentified sp394 M PL 057",NA,NA
"Unidentified","Unidentified sp174 M PL 057",NA,NA
"Unidentified","Unidentified sp83 M PL 054",NA,NA
"Unidentified","Unidentified sp393 M PL 057",NA,NA
"Unidentified","Unidentified sp313 M PL 021",NA,NA
"Unidentified","Unidentified sp116 M PL 054",NA,NA
"Unidentified","Unidentified sp16 M PL 057",NA,NA
"Unidentified","Unidentified sp384 M PL 021",NA,NA
"Unidentified","Unidentified sp14 M PL 053",NA,NA
"Unidentified","Unidentified sp206 M PL 057",NA,NA
"Unidentified","Unidentified sp21 M PL 053",NA,NA
"Unidentified","Unidentified sp196 M PL 057",NA,NA
"Unidentified","Unidentified sp45 M PL 053",NA,NA
"Unidentified","Unidentified sp467 M PL 057",NA,NA
"Unidentified","Unidentified sp13 M PL 054",NA,NA
"Unidentified","Unidentified sp44 M PL 057",NA,NA
"Unidentified","Unidentified sp475 M PL 057",NA,NA
"Unidentified","Unidentified sp370 M PL 057",NA,NA
"Unidentified","Unidentified sp8 M PL 056",NA,NA
"Unidentified","Unidentified sp292 M PL 057",NA,NA
"Unidentified","Unidentified sp9 M PL 057",NA,NA
"Unidentified","Unidentified sp172 M PL 044",NA,NA
"Unidentified","Unidentified sp118 M PL 044",NA,NA
"Unidentified","Unidentified sp177 M PL 057",NA,NA
"Unidentified","Unidentified sp64 M PL 057",NA,NA
"Unidentified","Unidentified sp472 M PL 057",NA,NA
"Unidentified","Unidentified sp113 M PL 044",NA,NA
"Unidentified","Unidentified sp320 M PL 021",NA,NA
"Unidentified","Unidentified sp212 M PL 021",NA,NA
"Unidentified","Unidentified sp334 M PL 021",NA,NA
"Unidentified","Unidentified sp2 M PL 054",NA,NA
"Unidentified","Unidentified sp114 M PL 054",NA,NA
"Unidentified","Unidentified sp31 M PL 054",NA,NA
"Unidentified","Unidentified sp44 M PL 021",NA,NA
"Unidentified","Unidentified sp272 M PL 057",NA,NA
"Unidentified","Unidentified sp42 M PL 057",NA,NA
"Unidentified","Unidentified sp33 M PL 057",NA,NA
"Unidentified","Unidentified sp12 M PL 018",NA,NA
"Unidentified","Unidentified sp17 M PL 057",NA,NA
"Unidentified","Unidentified sp1 M PL 037",NA,NA
"Unidentified","Unidentified sp318 M PL 057",NA,NA
"Unidentified","Unidentified sp470 M PL 057",NA,NA
"Unidentified","Unidentified sp99 M PL 056",NA,NA
"Unidentified","Unidentified sp276 M PL 021",NA,NA
"Unidentified","Unidentified sp355 M PL 021",NA,NA
"Unidentified","Unidentified sp349 M PL 021",NA,NA
"Unidentified","Unidentified sp277 M PL 057",NA,NA
"Unidentified","Unidentified sp6 M PL 089",NA,NA
"Unidentified","Unidentified sp365 M PL 021",NA,NA
"Unidentified","Unidentified sp117 M PL 057",NA,NA
"Unidentified","Unidentified sp401 M PL 057",NA,NA
"Unidentified","Unidentified sp473 M PL 057",NA,NA
"Unidentified","Unidentified sp2 M PL 057",NA,NA
"Unidentified","Unidentified sp16 M PL 018",NA,NA
"Unidentified","Unidentified sp397 M PL 057",NA,NA
"Unidentified","Unidentified sp403 M PL 057",NA,NA
"Unidentified","Unidentified sp1 M PL 055",NA,NA
"Unidentified","Unidentified sp329 M PL 057",NA,NA
"Unidentified","Unidentified sp157 M PL 057",NA,NA
"Unidentified","Unidentified sp105 M PL 056",NA,NA
"Unidentified","Unidentified sp151 M PL 044",NA,NA
"Unidentified","Unidentified sp33 M PL 044",NA,NA
"Unidentified","Unidentified sp6 M PL 044",NA,NA
"Unidentified","Unidentified sp21 M PL 049",NA,NA
"Unidentified","Unidentified sp91 M PL 056",NA,NA
"Unidentified","Unidentified sp90 M PL 056",NA,NA
"Unidentified","Unidentified sp16 M PL 049",NA,NA
"Unidentified","Unidentified sp22 M PL 018",NA,NA
"Unidentified","Unidentified sp154 M PL 044",NA,NA
"Unidentified","Unidentified sp258 M PL 044",NA,NA
"Unidentified","Unidentified sp20 M PL 049",NA,NA
"Unidentified","Unidentified sp306 M PL 021",NA,NA
"Unidentified","Unidentified sp161 M PL 044",NA,NA
"Unidentified","Unidentified sp108 M PL 057",NA,NA
"Unidentified","Unidentified sp252 M PL 044",NA,NA
"Unidentified","Unidentified sp23 M PL 049",NA,NA
"Unidentified","Unidentified sp228 M PL 021",NA,NA
"Unidentified","Unidentified sp6 M PL 021",NA,NA
